# Frame, Distance
0,20.405413
1,12.578091
2,18.767958
3,17.518690
4,17.430007
5,17.434852
6,12.532676
7,14.795113
8,14.085035
9,17.950901
10,21.897007
11,21.174831
12,21.746669
13,20.594697
14,16.090986
15,19.599324
16,17.185394
17,14.711824
18,16.149268
19,12.309049
20,15.799732
21,15.902535
22,16.789183
23,14.842176
24,10.482606
25,16.927289
26,22.221782
27,18.104225
28,16.271261
29,13.073014
30,14.288468
31,15.488887
32,18.561662
33,14.829317
34,17.551459
35,17.827500
36,21.355972
37,22.402415
38,20.258697
39,15.600132
40,18.234028
41,20.501782
42,19.847099
43,20.708116
44,22.240078
45,20.776859
46,17.857007
47,20.063878
48,19.791836
49,19.222732
50,17.922518
51,17.731387
52,17.502439
53,18.463507
54,18.828613
55,17.116529
56,20.076514
57,23.868444
58,18.489894
59,19.879176
60,18.182099
61,15.972866
62,17.881780
63,16.449465
64,17.796972
65,19.005503
66,17.938600
67,16.672884
68,15.566341
69,18.525697
70,17.836254
71,15.128951
72,14.811373
73,17.056725
74,15.386967
75,17.749063
76,16.082859
77,19.376789
78,18.747063
79,16.541410
80,11.556377
81,11.167486
82,16.359655
83,15.109939
84,14.427752
85,11.712511
86,13.959563
87,15.803241
88,19.080231
89,16.117768
90,15.642844
91,15.662580
92,13.539153
93,15.125154
94,16.020478
95,14.973807
96,15.825107
97,15.153762
98,12.864197
99,11.688759
100,9.322464
101,13.971743
102,12.542300
103,14.354086
104,14.205844
105,13.210955
106,12.306109
107,10.854203
108,11.271307
109,10.833862
110,11.650873
111,12.537955
112,11.720855
113,11.358124
114,13.580766
115,15.738067
116,15.055306
117,16.291378
118,14.923929
119,14.315376
120,10.763574
121,13.132288
122,11.303027
123,10.988053
124,13.891185
125,14.908289
126,15.622620
127,14.411373
128,10.904657
129,14.977801
130,15.996667
131,17.100378
132,14.969591
133,9.532236
134,10.940763
135,16.092767
136,15.101122
137,13.399579
138,18.842322
139,15.645553
140,16.135570
141,17.762648
142,19.020092
143,19.818305
144,18.155676
145,15.390153
146,17.657566
147,20.967283
148,17.178117
149,18.910880
150,16.798957
151,17.396644
152,15.306399
153,15.719993
154,15.023188
155,12.599356
156,15.059286
157,17.222464
158,14.392812
159,12.354979
160,14.863646
161,17.737426
162,16.835246
163,16.036176
164,12.302092
165,14.784092
166,13.134085
167,12.784201
168,12.978540
169,15.223803
170,14.852671
171,16.328972
172,17.849486
173,18.433944
174,16.092873
175,13.903113
176,12.905493
177,18.240845
178,17.908359
179,17.221549
180,19.142986
181,18.506141
182,20.776577
183,20.453310
184,19.488350
185,23.802221
186,20.980636
187,20.808958
188,21.623521
189,20.292704
190,19.942401
191,18.900275
192,20.230120
193,20.631437
194,18.830965
195,17.911465
196,19.562106
197,19.753923
198,20.204296
199,20.389042
200,20.963542
