#Simulation Analysis Results CSV File 2020-11-25T10:34:55.898247
#Generated on structure: "frame1"
TimeStep,Torsion_psi,Torsion_phi
1200120.0,-109.437,62.449
1200240.0,-119.188,40.934
1200360.0,-111.702,45.888
1200480.0,-109.577,38.482
1200600.0,-122.893,51.854
1200720.0,-124.254,58.38
1200840.0,-136.883,64.076
1200960.0,-127.424,48.548
1201080.0,-114.956,64.541
1201200.0,-130.795,67.022
1201320.0,-120.414,64.905
1201440.0,-125.152,40.7
1201560.0,-136.522,58.682
1201680.0,-120.614,49.791
1201800.0,-121.619,65.833
1201920.0,-122.535,59.508
1202040.0,-129.894,66.76
1202160.0,-122.964,67.724
1202280.0,-127.442,56.63
1202400.0,-121.761,86.725
1202520.0,-114.083,69.682
1202640.0,-137.952,54.917
1202760.0,-133.345,69.347
1202880.0,-118.629,67.099
1203000.0,-142.851,50.846
1203120.0,-119.087,69.57
1203240.0,-129.35,62.299
1203360.0,-113.487,33.086
1203480.0,-111.775,39.164
1203600.0,-105.256,52.529
1203720.0,-129.255,64.332
1203840.0,-125.331,49.817
1203960.0,-123.349,70.623
1204080.0,-125.945,44.361
1204200.0,-119.479,35.345
1204320.0,-128.264,73.329
1204440.0,-121.896,75.727
1204560.0,-128.616,69.023
1204680.0,-136.426,47.549
1204800.0,-137.969,53.098
1204920.0,-142.181,42.795
1205040.0,-130.399,41.432
1205160.0,-125.474,63.928
1205280.0,-126.478,54.616
1205400.0,-124.321,50.351
1205520.0,-121.877,69.816
1205640.0,-106.299,39.547
1205760.0,-129.924,66.691
1205880.0,-117.208,30.201
1206000.0,-118.101,70.157
1206120.0,-111.784,62.803
1206240.0,-113.967,61.584
1206360.0,-124.634,73.468
1206480.0,-119.954,59.829
1206600.0,-117.661,58.598
1206720.0,-120.486,48.523
1206840.0,-115.382,48.17
1206960.0,-113.216,68.708
1207080.0,-122.658,53.153
1207200.0,-112.486,58.924
1207320.0,-128.863,62.263
1207440.0,-108.645,37.486
1207560.0,-122.929,48.068
1207680.0,-118.65,54.728
1207800.0,-115.157,36.45
1207920.0,-135.973,59.536
1208040.0,-125.89,53.431
1208160.0,-111.808,66.188
1208280.0,-106.213,35.909
1208400.0,-107.245,59.694
1208520.0,-116.737,48.497
1208640.0,-133.408,50.605
1208760.0,-132.679,64.608
1208880.0,-106.423,42.737
1209000.0,-131.269,66.148
1209120.0,-137.611,71.601
1209240.0,-116.155,55.642
1209360.0,-123.961,61.059
1209480.0,-123.318,68.402
1209600.0,-124.63,56.382
1209720.0,-123.698,49.947
1209840.0,-131.545,67.777
1209960.0,-127.355,64.541
1210080.0,-115.164,50.017
1210200.0,-120.591,73.298
1210320.0,-106.477,44.304
1210440.0,-128.026,49.322
1210560.0,-117.708,69.667
1210680.0,-140.063,63.893
1210800.0,-118.83,40.85
1210920.0,-113.356,47.149
1211040.0,-130.507,68.221
1211160.0,-125.289,52.794
1211280.0,-131.7,60.569
1211400.0,-115.826,71.053
1211520.0,-116.443,41.738
1211640.0,-118.389,64.839
1211760.0,-127.077,56.32
1211880.0,-120.049,51.481
1212000.0,-132.259,55.481
1212120.0,-127.922,41.792
1212240.0,-114.17,62.804
1212360.0,-115.266,66.179
1212480.0,-124.854,43.8
1212600.0,-102.601,41.04
1212720.0,-122.779,42.604
1212840.0,-125.462,64.714
1212960.0,-117.776,45.267
1213080.0,-133.738,62.585
1213200.0,-128.352,54.257
1213320.0,-127.428,71.242
1213440.0,-126.081,60.447
1213560.0,-112.431,59.634
1213680.0,-134.964,56.207
1213800.0,-133.694,59.419
1213920.0,-126.506,44.761
1214040.0,-126.223,54.558
1214160.0,-135.917,57.553
1214280.0,-131.919,60.934
1214400.0,-109.371,63.551
1214520.0,-111.53,57.679
1214640.0,-119.349,57.889
1214760.0,-130.65,85.761
1214880.0,-108.727,69.413
1215000.0,-98.421,43.457
1215120.0,-116.677,61.759
1215240.0,-128.05,61.374
1215360.0,-129.816,46.949
1215480.0,-121.996,83.7
1215600.0,-127.583,71.023
1215720.0,-140.101,62.702
1215840.0,-114.26,43.373
1215960.0,-131.512,61.955
1216080.0,-116.854,51.566
1216200.0,-121.96,54.296
1216320.0,-129.01,60.712
1216440.0,-122.302,60.344
1216560.0,-137.794,64.145
1216680.0,-124.422,62.143
1216800.0,-116.292,48.17
1216920.0,-117.19,67.736
1217040.0,-132.983,53.917
1217160.0,-112.643,62.562
1217280.0,-123.394,65.513
1217400.0,-116.193,66.792
1217520.0,-116.539,61.389
1217640.0,-120.761,66.324
1217760.0,-114.246,63.962
1217880.0,-122.322,62.31
1218000.0,-113.058,57.854
1218120.0,-107.637,59.396
1218240.0,-111.785,57.209
1218360.0,-124.908,50.787
1218480.0,-132.142,44.106
1218600.0,-110.707,35.507
1218720.0,-143.22,63.903
1218840.0,-107.734,40.021
1218960.0,-121.139,47.6
1219080.0,-120.37,48.412
1219200.0,-127.139,70.83
1219320.0,-125.172,67.956
1219440.0,-100.305,49.888
1219560.0,-126.633,65.352
1219680.0,-113.371,66.457
1219800.0,-129.301,68.56
1219920.0,-133.665,76.236
1220040.0,-119.612,73.284
1220160.0,-125.143,77.473
1220280.0,-135.373,84.569
1220400.0,-125.161,64.707
1220520.0,-104.244,65.685
1220640.0,-131.42,74.349
1220760.0,-103.719,71.381
1220880.0,-115.698,53.813
1221000.0,-118.526,66.597
1221120.0,-126.242,83.031
1221240.0,-120.606,50.829
1221360.0,-115.285,64.258
1221480.0,-131.383,53.434
1221600.0,-126.395,48.825
1221720.0,-129.073,68.146
1221840.0,-120.106,62.052
1221960.0,-138.841,64.649
1222080.0,-131.417,67.128
