#Simulation Analysis Results CSV File 2020-11-25T10:32:39.781461
#Generated on structure: "frame1"
TimeStep,Torsion_psi,Torsion_phi
960120.0,-102.132,35.31
960240.0,-116.169,57.893
960360.0,-123.614,66.84
960480.0,-117.021,34.644
960600.0,-128.152,65.148
960720.0,-113.872,49.927
960840.0,-112.311,45.087
960960.0,-121.492,65.934
961080.0,-116.835,41.229
961200.0,-121.239,65.044
961320.0,-112.683,51.876
961440.0,-135.884,55.623
961560.0,-114.834,52.515
961680.0,-125.146,40.231
961800.0,-114.368,53.253
961920.0,-108.367,53.283
962040.0,-126.573,56.586
962160.0,-126.112,60.335
962280.0,-117.982,49.162
962400.0,-124.476,56.191
962520.0,-99.65,51.3
962640.0,-114.37,43.621
962760.0,-123.047,48.965
962880.0,-113.261,53.191
963000.0,-123.857,58.523
963120.0,-104.169,41.524
963240.0,-136.998,68.285
963360.0,-116.526,62.819
963480.0,-124.181,56.55
963600.0,-97.65,46.279
963720.0,-112.184,50.009
963840.0,-129.433,37.313
963960.0,-120.637,50.154
964080.0,-102.186,41.307
964200.0,-120.568,51.155
964320.0,-113.595,45.671
964440.0,-128.603,64.871
964560.0,-120.045,47.663
964680.0,-108.567,44.82
964800.0,-101.119,33.424
964920.0,-117.17,69.14
965040.0,-105.13,50.791
965160.0,-104.705,46.478
965280.0,-111.484,49.542
965400.0,-116.721,58.107
965520.0,-130.046,58.482
965640.0,-119.425,71.643
965760.0,-115.999,65.705
965880.0,-106.166,53.124
966000.0,-132.38,44.474
966120.0,-119.949,29.967
966240.0,-132.106,50.195
966360.0,-104.324,65.709
966480.0,-119.568,55.227
966600.0,-115.93,54.265
966720.0,-115.377,39.855
966840.0,-126.683,60.464
966960.0,-110.665,50.564
967080.0,-132.059,62.078
967200.0,-110.828,55.386
967320.0,-131.024,64.593
967440.0,-116.877,59.28
967560.0,-122.001,55.892
967680.0,-119.277,35.013
967800.0,-117.861,43.565
967920.0,-135.162,69.274
968040.0,-124.729,60.407
968160.0,-126.989,37.975
968280.0,-111.853,40.173
968400.0,-120.009,43.788
968520.0,-114.662,56.53
968640.0,-135.093,57.611
968760.0,-112.242,48.659
968880.0,-113.31,44.397
969000.0,-116.624,69.01
969120.0,-126.703,67.104
969240.0,-114.358,48.537
969360.0,-119.299,41.273
969480.0,-121.433,51.583
969600.0,-124.672,68.409
969720.0,-108.305,52.571
969840.0,-130.681,55.005
969960.0,-139.954,73.445
970080.0,-120.547,43.903
970200.0,-124.09,70.944
970320.0,-126.689,66.275
970440.0,-123.885,57.207
