#Simulation Analysis Results CSV File 2019-03-29T12:41:19.412804
#Generated on structure: "frame000000"
TimeStep,Rad_Gyration_CPR-glob,Distance_FMN - Heme
0.0,29.77794593699067,13.134099006652832
150.0,29.415576500076135,13.037985801696777
300.0,29.54334530893393,14.821183204650879
450.0,30.022450702978034,14.457375526428223
600.0,29.621000897163277,15.499716758728027
750.0,29.669767880276343,16.490915298461914
900.0,29.728545258537135,16.841472625732422
1050.0,29.797355548081384,15.713844299316406
1200.0,29.70152010404979,15.891988754272461
1350.0,29.927591390159385,17.09171485900879
1500.0,29.75351462121544,17.151363372802734
1650.0,29.478705524400315,17.18718719482422
1800.0,29.63736390646653,17.22653579711914
1950.0,29.05335142311945,16.609031677246094
2100.0,29.38498646490532,17.74176788330078
2250.0,29.76059300592711,16.390188217163086
2400.0,29.087508313120694,15.70848274230957
2550.0,28.961661108167437,16.091161727905273
2700.0,28.925252424059128,16.02758026123047
2850.0,28.89449966189125,16.234827041625977
3000.0,28.850172997895704,18.0011043548584
3150.0,28.873343325234526,18.662696838378906
3300.0,28.74174398168903,19.831348419189453
3450.0,29.033690995538475,19.933183670043945
3600.0,28.846152216363368,19.979116439819336
3750.0,29.061226711248423,18.073884963989258
3900.0,28.931469193149805,18.10542869567871
4050.0,28.890512161421874,18.39812660217285
4200.0,28.857671341877865,17.98983383178711
4350.0,28.862786179551463,17.0627498626709
4500.0,29.13649512755942,17.927698135375977
4650.0,28.931360376832128,16.78754425048828
4800.0,29.06002938035261,16.719562530517578
4950.0,28.81999569267519,16.99502944946289
5100.0,28.736144485374695,15.793038368225098
5250.0,28.876743865887466,16.245790481567383
5400.0,28.647653776852056,16.225372314453125
5550.0,28.88705294530664,16.92683982849121
5700.0,29.0780128327165,17.710676193237305
5850.0,29.128657102735875,18.674646377563477
6000.0,28.872053365870617,16.995361328125
6150.0,29.025547939348208,17.648603439331055
6300.0,28.86034918834867,16.6492862701416
6450.0,29.117930620373958,16.670270919799805
6600.0,28.81221822747993,17.792377471923828
6750.0,28.892806193341652,16.872005462646484
6900.0,29.144641414260605,17.926101684570312
7050.0,28.912554467811432,17.03122329711914
7200.0,28.88087899501554,16.65850257873535
7350.0,28.967873887250175,17.31685447692871
7500.0,29.156152796358917,18.316818237304688
7650.0,29.375880235788483,18.08793830871582
7800.0,29.130856614011318,17.925857543945312
7950.0,29.13705890197716,17.044273376464844
8100.0,29.103970883330724,16.465059280395508
8250.0,28.8567839505199,17.24639892578125
8400.0,28.743951851713913,16.60244369506836
8550.0,28.684568882740844,16.377056121826172
8700.0,28.425866804615286,16.88412857055664
8850.0,28.722859721818402,16.781387329101562
9000.0,28.864344294838407,16.168128967285156
9150.0,28.77963969138112,17.07207489013672
9300.0,28.728300360591568,18.416549682617188
9450.0,29.197504369623037,17.865571975708008
9600.0,29.061410933949677,18.223552703857422
9750.0,28.980176770209216,18.06945037841797
9900.0,29.040529149845977,18.208763122558594
10050.0,29.180954770339923,17.9573917388916
10200.0,29.209885352053945,17.82720375061035
10350.0,29.25197747593327,18.826152801513672
10500.0,29.459940205183916,19.24899673461914
10650.0,29.018140889473337,19.032419204711914
10800.0,29.045174067092,18.53657341003418
10950.0,29.238639810756908,18.447757720947266
11100.0,28.940431740765685,18.866640090942383
11250.0,28.680145912317247,17.464946746826172
11400.0,28.806938256066438,18.169452667236328
11550.0,29.078548211308565,20.0274600982666
11700.0,29.037471333184286,20.58308219909668
11850.0,29.086009936758934,19.288259506225586
12000.0,29.037665126151964,18.54718780517578
12150.0,29.216307742850926,19.9150447845459
12300.0,28.93060276135068,18.927207946777344
12450.0,28.96321674396519,18.317121505737305
12600.0,28.970708916835896,18.687685012817383
12750.0,29.019771043932653,18.304290771484375
12900.0,29.193853184746335,17.397127151489258
13050.0,29.372162517063686,17.93978500366211
13200.0,29.04647236786923,19.11651611328125
13350.0,29.159649608259798,19.421037673950195
13500.0,29.104402827569352,17.78173065185547
13650.0,29.071029187367788,17.929176330566406
13800.0,29.000407078329932,17.974876403808594
13950.0,29.124274088032458,18.300148010253906
14100.0,28.87164320066539,17.789867401123047
14250.0,29.322301098931842,18.993438720703125
14400.0,29.291844143167744,18.95335578918457
14550.0,29.478501118770417,19.079601287841797
14700.0,29.37997659348878,17.784582138061523
14850.0,29.304244112704946,19.029159545898438
15000.0,29.43243184020376,19.76274299621582
15150.0,28.94964210424122,19.196130752563477
15300.0,29.000609889361428,19.188047409057617
15450.0,29.1502902088174,19.048131942749023
15600.0,29.373184267458523,18.542165756225586
15750.0,29.415307845860784,19.98147964477539
15900.0,29.443798873777133,18.959611892700195
16050.0,29.677449251512527,18.774442672729492
16200.0,29.487872542937993,18.721446990966797
16350.0,29.47564983058282,18.251861572265625
16500.0,29.699095283675945,18.703975677490234
16650.0,29.52893556721464,20.451353073120117
16800.0,29.484366735645988,18.88058853149414
16950.0,29.302746285525018,19.64655113220215
17100.0,29.393707084817304,18.885913848876953
17250.0,29.525548455777905,19.798002243041992
17400.0,29.443185556907537,19.893827438354492
17550.0,29.359665680166923,20.54096221923828
17700.0,29.31721383543611,19.467395782470703
17850.0,29.410462472121825,19.30529022216797
18000.0,29.540716157392186,19.404823303222656
18150.0,29.46695851652,20.342954635620117
18300.0,29.1576076707597,18.40963363647461
18450.0,29.418776964989803,19.907514572143555
18600.0,29.352021604980415,21.30817222595215
18750.0,29.46090398483749,18.90662956237793
18900.0,29.484863906782923,19.611602783203125
19050.0,29.488782918400446,20.020784378051758
19200.0,29.385505739057425,19.306262969970703
19350.0,29.44334313035489,19.28717041015625
19500.0,29.228381802232732,19.156599044799805
19650.0,29.283153363963947,19.454195022583008
19800.0,29.12505801662807,19.029211044311523
19950.0,29.19208898341929,19.777795791625977
20100.0,28.99328612764033,18.87981605529785
20250.0,29.13447595305834,19.176374435424805
20400.0,29.24629716743652,17.54962921142578
20550.0,29.0071047788927,18.697879791259766
20700.0,29.17931900427969,19.00503921508789
20850.0,28.951846063488336,18.1190185546875
21000.0,28.966495785435008,18.89434242248535
21150.0,29.17144050155671,18.798978805541992
21300.0,29.062515186174537,18.96816062927246
21450.0,29.165507699602344,19.26956558227539
21600.0,29.181584578952524,19.989450454711914
21750.0,29.081601463875945,18.7788143157959
21900.0,29.132825014779378,18.61166000366211
22050.0,29.067554401595736,19.76538848876953
22200.0,29.34876308615038,19.23805809020996
22350.0,29.182654572526015,19.931598663330078
22500.0,29.313655653608382,18.777236938476562
22650.0,29.224938575981213,18.965974807739258
22800.0,29.405426689879995,18.639995574951172
22950.0,29.406829879843173,19.520965576171875
23100.0,28.86297686948239,18.86094856262207
23250.0,28.930742359804395,19.781295776367188
23400.0,28.854394770197523,18.9782657623291
23550.0,28.66986496972854,19.02695083618164
23700.0,28.53576717414531,18.056692123413086
23850.0,28.829810625583978,18.54481315612793
24000.0,28.75891019604329,18.795852661132812
24150.0,28.621999682553632,20.697452545166016
24300.0,28.98998876758338,19.504240036010742
24450.0,28.903871871595765,20.043542861938477
24600.0,28.815807194894195,19.71368408203125
24750.0,29.278411092139617,19.81147575378418
24900.0,29.245134368780388,19.276002883911133
25050.0,29.07419420334324,19.211576461791992
25200.0,28.80320960562848,19.104846954345703
25350.0,28.899292286746338,19.06032371520996
25500.0,28.776013266967666,19.141525268554688
25650.0,28.60020279425899,20.125701904296875
25800.0,28.822870964566434,18.891437530517578
25950.0,29.079279462697368,20.147079467773438
26100.0,28.736941820043935,20.846710205078125
26250.0,28.97031301905179,19.089021682739258
26400.0,28.609757636677237,19.748172760009766
26550.0,28.844978051020487,19.558042526245117
26700.0,28.78493803735045,18.874666213989258
26850.0,28.879367448302816,19.393754959106445
27000.0,28.93359145119374,19.688810348510742
27150.0,28.881792579259674,19.82542610168457
27300.0,29.039616517943333,20.168498992919922
27450.0,29.03665717970819,20.373912811279297
27600.0,28.699427178033673,20.507362365722656
27750.0,28.67680381983321,19.75725555419922
27900.0,29.20693877329316,18.790191650390625
28050.0,28.83352663029344,20.1046142578125
28200.0,29.155423550858817,19.688264846801758
28350.0,28.80749583356414,19.20054054260254
28500.0,28.961827959889145,19.042116165161133
28650.0,29.119618194052237,19.192567825317383
28800.0,28.89964673721159,20.171308517456055
28950.0,28.79632094839441,20.519689559936523
29100.0,28.959848997480805,19.976125717163086
29250.0,28.878021078596163,19.94762420654297
29400.0,28.82274146522385,20.424861907958984
29550.0,28.749296849865924,19.842388153076172
29700.0,28.980530005820928,18.996761322021484
29850.0,29.145188559493324,19.958314895629883
30000.0,29.188941772416523,19.5485897064209
30150.0,28.978926220157682,20.476179122924805
30300.0,29.055959433764265,19.287927627563477
30450.0,29.06287585178394,20.19606590270996
30600.0,29.47796691392773,19.55240249633789
30750.0,29.13132478509503,19.48149299621582
30900.0,29.179417511539125,20.339035034179688
31050.0,29.108266196186026,19.32489585876465
31200.0,29.426480212459186,19.83263397216797
31350.0,29.29849221362363,18.923141479492188
31500.0,29.387296678088273,19.436410903930664
31650.0,29.205662309338447,19.890642166137695
31800.0,29.368676736087338,20.338415145874023
31950.0,29.044160433446514,20.674564361572266
32100.0,29.137656878719945,19.669418334960938
32250.0,29.23125040015377,19.376516342163086
32400.0,29.33991554989396,19.066591262817383
32550.0,29.222966883183343,19.49066162109375
32700.0,29.13207874010966,18.661649703979492
32850.0,29.245880460933375,19.032835006713867
33000.0,28.935959805138804,19.747833251953125
33150.0,29.196424223565447,20.74090003967285
33300.0,29.203643160407932,21.1050968170166
33450.0,29.218479637710917,20.881362915039062
33600.0,29.292181611918465,20.291078567504883
33750.0,28.932819643227564,19.988039016723633
33900.0,29.009230251167335,20.829439163208008
34050.0,29.13210683066739,20.03042984008789
34200.0,28.936141719105375,20.48550796508789
34350.0,28.799470202836517,20.20881462097168
34500.0,28.826096995923095,20.08368682861328
34650.0,28.752213280439225,19.237802505493164
34800.0,28.90746872538661,19.402957916259766
34950.0,29.35240420632109,20.120603561401367
35100.0,29.254203998527974,20.184890747070312
35250.0,29.568767131038058,18.950965881347656
35400.0,29.306942828978002,18.834123611450195
35550.0,29.495063270733112,20.545522689819336
35700.0,29.497814183166653,19.702186584472656
35850.0,29.410134917994252,19.888633728027344
36000.0,29.38465001162308,19.875537872314453
36150.0,29.504612476251808,20.428333282470703
36300.0,29.162709566150713,20.495519638061523
36450.0,29.23135496444336,20.15377426147461
36600.0,29.17305929519828,19.28474998474121
36750.0,29.330506802904843,20.131118774414062
36900.0,29.23230847980828,19.680326461791992
37050.0,29.49150169760361,20.34663963317871
37200.0,29.374266843884747,19.196840286254883
37350.0,29.228727599779585,19.106916427612305
37500.0,29.24180156470758,19.630578994750977
37650.0,29.361511746234786,19.7535343170166
37800.0,29.647283637601006,19.157331466674805
37950.0,29.54962455106473,19.44900131225586
38100.0,29.665805574044867,19.51628303527832
38250.0,29.14670840363693,19.640138626098633
38400.0,28.843005736923825,18.923053741455078
38550.0,29.01839241088664,18.83241081237793
38700.0,28.936033832610686,18.767667770385742
38850.0,29.038363825666412,19.04561424255371
39000.0,29.232589568151695,19.027095794677734
39150.0,29.041270046282786,19.18276596069336
39300.0,29.253716050220003,19.42730140686035
39450.0,29.02316223945112,20.584138870239258
39600.0,29.186028632762355,19.080810546875
39750.0,28.97002654906428,19.21237564086914
39900.0,29.33294949745856,21.209367752075195
40050.0,29.227642569045855,18.715911865234375
40200.0,29.11922433565342,19.280654907226562
40350.0,29.30398770266962,20.113576889038086
40500.0,28.998856130008477,18.93157196044922
40650.0,29.208260280588064,19.185884475708008
40800.0,29.11539228833871,19.539928436279297
40950.0,29.291573292662243,19.235088348388672
41100.0,29.008255881532563,19.420106887817383
41250.0,29.171587576031783,20.050127029418945
41400.0,29.087054151284242,20.24256706237793
41550.0,29.154786455407454,18.73078727722168
41700.0,29.10321523516297,20.015596389770508
41850.0,29.119254465864046,20.652297973632812
42000.0,29.10354506169124,20.508344650268555
42150.0,29.29918743716821,18.984575271606445
42300.0,29.075467147631194,19.927629470825195
42450.0,29.191056801465166,19.032188415527344
42600.0,29.197661587206934,19.283838272094727
42750.0,29.15338732368658,19.799591064453125
42900.0,29.47066047568389,19.325706481933594
43050.0,29.438406904725337,20.81964683532715
43200.0,29.409467922673908,18.814607620239258
43350.0,29.183580827708777,19.001554489135742
43500.0,29.213607166315683,20.674217224121094
43650.0,29.46988385389333,19.877155303955078
43800.0,29.020726156370404,18.96345329284668
43950.0,29.19932886696862,19.022775650024414
44100.0,28.876171185816837,18.939565658569336
44250.0,28.88949928485453,18.698637008666992
44400.0,28.835164880762875,17.839868545532227
44550.0,28.55752972587578,20.16028594970703
44700.0,28.817498461012146,19.416690826416016
44850.0,28.676275560560143,20.631465911865234
45000.0,28.85223340799357,20.909799575805664
45150.0,28.69945133614957,19.835102081298828
45300.0,28.56272428553121,19.457244873046875
45450.0,28.736414782536475,19.593032836914062
45600.0,28.850850567828655,19.733890533447266
45750.0,28.916094708888792,20.913902282714844
45900.0,28.989943106929527,19.292463302612305
46050.0,28.940105807101013,19.377534866333008
46200.0,29.077931776116145,19.360488891601562
46350.0,28.888416794546835,19.96837615966797
46500.0,29.131985347487873,19.435882568359375
46650.0,28.880906336501017,19.892797470092773
46800.0,28.854335620506614,18.96881866455078
46950.0,28.870832022667408,20.245086669921875
47100.0,28.95323343594985,20.220653533935547
47250.0,28.8911133683379,19.652381896972656
47400.0,28.79387507415599,19.30017852783203
47550.0,28.948401586025717,18.9842586517334
47700.0,28.867642764197505,20.95648956298828
47850.0,28.776243391334123,19.287826538085938
48000.0,28.934054698601027,18.8883113861084
48150.0,28.95232420350021,19.743581771850586
48300.0,28.794699445272897,19.490575790405273
48450.0,28.988377552486916,19.798458099365234
48600.0,29.034419417900157,19.06052589416504
48750.0,28.932800943407123,19.462053298950195
48900.0,28.87997766265389,18.84419822692871
49050.0,28.684267010296807,19.894493103027344
49200.0,28.55544922815108,19.32256507873535
49350.0,28.7037599402602,19.207082748413086
49500.0,28.626204211349275,19.283950805664062
49650.0,28.52279866048881,19.57289695739746
49800.0,28.792138010727992,20.033658981323242
49950.0,28.60716606674736,19.755218505859375
50100.0,28.591754699343227,20.69405746459961
50250.0,28.699357102213884,19.561908721923828
50400.0,28.704385848907073,18.540340423583984
50550.0,28.496196242260915,19.418590545654297
50700.0,28.711868500642492,19.421600341796875
50850.0,28.55287957260953,18.610946655273438
51000.0,28.475201225385355,19.260499954223633
51150.0,28.44130810449068,19.225418090820312
51300.0,28.513908884795633,19.484052658081055
51450.0,28.49210747978303,19.52783203125
51600.0,28.699700691518306,19.356159210205078
51750.0,28.566656323432664,19.378971099853516
51900.0,28.909580937555173,17.958364486694336
52050.0,28.809724342931,19.704648971557617
52200.0,28.785100113885147,18.518888473510742
52350.0,28.67881957473128,19.924345016479492
52500.0,29.00363371381175,18.737533569335938
52650.0,28.4603073058303,19.758466720581055
52800.0,28.717269800115528,18.80770492553711
52950.0,28.465229963324607,19.43653678894043
53100.0,28.585436603247892,18.470844268798828
53250.0,28.36786206098323,18.790252685546875
53400.0,28.356767823076634,18.915529251098633
53550.0,28.182710578619513,19.57717514038086
53700.0,28.468095627320576,19.123472213745117
53850.0,28.240011357904216,19.717700958251953
54000.0,28.196099165118206,19.21653938293457
54150.0,28.23920504853527,18.863849639892578
54300.0,28.343782477844456,19.305206298828125
54450.0,28.474762803378745,18.946016311645508
54600.0,28.303971173015913,19.137712478637695
54750.0,28.283298824444906,19.172657012939453
54900.0,28.227682540985136,19.25241470336914
55050.0,28.323393149324694,18.655107498168945
55200.0,28.486355428657053,19.115571975708008
55350.0,28.318684681990106,19.08159828186035
55500.0,28.170553300143226,18.60328483581543
55650.0,28.467064230239462,18.829225540161133
55800.0,28.270441467308455,19.654672622680664
55950.0,28.287411234113353,20.171707153320312
56100.0,28.339276488025416,19.0400447845459
56250.0,28.445550005829872,20.182676315307617
56400.0,28.5940187104086,19.378835678100586
56550.0,28.367695202248495,19.428373336791992
56700.0,28.489595908236794,19.186559677124023
56850.0,28.362199451165626,19.450136184692383
57000.0,28.348868819485606,19.030637741088867
57150.0,28.547901098054908,19.369718551635742
57300.0,28.48815164993153,18.710628509521484
57450.0,28.6281031853041,19.311811447143555
57600.0,28.589456361553122,19.00479507446289
57750.0,28.436305434855903,18.34713363647461
57900.0,28.580328168228373,18.992206573486328
58050.0,28.660822456595227,19.360733032226562
58200.0,28.605305172028775,18.944896697998047
58350.0,28.62879760561504,19.12008285522461
58500.0,28.817936648113054,19.14349365234375
58650.0,28.619532667349493,19.09847640991211
58800.0,28.590791173803222,18.515451431274414
58950.0,28.500890843801784,18.77923011779785
59100.0,28.59426182835435,19.609920501708984
59250.0,28.54349310515485,18.26341438293457
59400.0,28.733039357670354,19.33658218383789
59550.0,28.64496650387427,18.853744506835938
59700.0,28.680335086133343,18.723352432250977
59850.0,28.595131870140296,19.54646873474121
60000.0,28.658414305223737,18.843833923339844
60150.0,28.490892602551874,19.533403396606445
60300.0,28.59482826487904,19.631771087646484
60450.0,28.760706693003446,20.598119735717773
60600.0,28.491058834036963,18.754114151000977
60750.0,28.308526118974736,19.682485580444336
60900.0,28.658229147375984,19.344526290893555
61050.0,28.510034151828666,19.645862579345703
61200.0,28.62187772678622,21.447439193725586
61350.0,28.602454532957953,20.101905822753906
61500.0,28.888977799176804,19.55821418762207
61650.0,28.691821776601113,19.444650650024414
61800.0,28.525214989987493,19.38821029663086
61950.0,28.614611853290725,19.427921295166016
62100.0,28.419379196395525,19.369638442993164
62250.0,28.458293169067662,19.758773803710938
62400.0,28.403911445269525,18.96405792236328
62550.0,28.462492367765577,19.266725540161133
62700.0,28.517656529487954,19.577133178710938
62850.0,28.396291230258285,19.66189956665039
63000.0,28.494597727083864,19.281293869018555
63150.0,28.554979798815463,19.033435821533203
63300.0,28.475747227643687,18.560009002685547
63450.0,28.411997932086877,19.328264236450195
63600.0,28.73618794083166,19.09452247619629
63750.0,28.634449231733193,19.284414291381836
63900.0,28.613798802518627,19.054235458374023
64050.0,28.537961906249663,19.47459602355957
64200.0,28.478246915561765,19.57822608947754
64350.0,28.499545681724182,19.620105743408203
64500.0,28.45577859429943,19.7027530670166
64650.0,28.37406175216656,20.303653717041016
64800.0,28.209760727786048,19.04659652709961
64950.0,28.226077708586164,20.091140747070312
65100.0,28.409236231994814,19.505666732788086
65250.0,28.55411432796306,18.460336685180664
65400.0,28.372265531421505,19.51767349243164
65550.0,28.34094128373328,19.30537986755371
65700.0,28.30967045276015,19.67618751525879
65850.0,28.476924708949216,19.48196029663086
66000.0,28.371683019145554,19.100881576538086
66150.0,28.391066375681394,19.4313907623291
66300.0,28.305827707577645,19.37908363342285
66450.0,28.31899535277553,19.208215713500977
66600.0,28.227320515415748,19.398517608642578
66750.0,28.24918704196249,19.884838104248047
66900.0,28.200742641879984,19.401758193969727
67050.0,28.03942395199605,19.232086181640625
67200.0,28.17663546529183,19.26779556274414
67350.0,28.138279433907076,20.088642120361328
67500.0,27.85604171911379,18.978130340576172
67650.0,28.158239292212155,18.933563232421875
67800.0,28.12186797503497,18.383935928344727
67950.0,28.146046900277987,19.16722869873047
68100.0,28.18810624104055,19.491230010986328
68250.0,28.1240098655323,19.299280166625977
68400.0,28.386262796946767,20.08113670349121
68550.0,28.046686905877035,19.230281829833984
68700.0,28.347040613463843,20.76184844970703
68850.0,28.269057816190085,19.134763717651367
69000.0,28.215593203684126,19.315168380737305
69150.0,28.065915408340146,19.664146423339844
69300.0,28.048621169179015,19.766176223754883
69450.0,28.094352075792372,19.475658416748047
69600.0,28.024267128182075,19.33022689819336
69750.0,28.12820866047388,19.790637969970703
69900.0,28.00543477258116,19.60530662536621
70050.0,28.177704405356543,19.223814010620117
70200.0,28.216791608338966,19.473318099975586
70350.0,27.991486102157047,19.31101417541504
70500.0,28.082181586259104,20.44594383239746
70650.0,28.1287484169636,19.17278480529785
70800.0,28.045965970120342,20.216358184814453
70950.0,28.354436037980367,20.28990936279297
71100.0,28.387974568213455,19.286964416503906
71250.0,28.211990377564874,19.660545349121094
71400.0,28.420106145618686,19.55609130859375
71550.0,28.194875188137146,19.098299026489258
71700.0,28.208111493317002,19.432071685791016
71850.0,28.21857263050055,20.289783477783203
72000.0,28.36524763038307,19.509510040283203
72150.0,28.30164602768063,19.162887573242188
72300.0,28.366120840149616,19.206771850585938
72450.0,28.241751257567334,19.281147003173828
72600.0,28.342069032317898,19.127138137817383
72750.0,28.28805261856759,19.913915634155273
72900.0,28.09892482288024,19.692026138305664
73050.0,28.324100443170504,19.421525955200195
73200.0,28.156671819852836,19.592748641967773
73350.0,28.252012893920245,18.559467315673828
73500.0,28.232379566836805,18.945667266845703
73650.0,28.368139403140763,19.53106117248535
73800.0,28.390195366950206,19.24733543395996
73950.0,28.406577663082913,18.346763610839844
74100.0,28.48391492807056,19.423992156982422
74250.0,28.386027632325273,19.033483505249023
74400.0,28.162278368685858,19.428930282592773
74550.0,28.036094808574294,20.113508224487305
74700.0,28.102979103519264,19.552772521972656
74850.0,28.412120790721417,19.56102752685547
75000.0,28.23995250002855,18.516050338745117
75150.0,28.245735452957902,19.50554084777832
75300.0,28.26096061053803,19.007217407226562
75450.0,28.335841460276455,19.212848663330078
75600.0,28.302032177038107,20.718290328979492
75750.0,28.27120961707731,21.469196319580078
75900.0,28.28801793944728,19.832408905029297
76050.0,28.528340896806895,19.171743392944336
76200.0,28.401766108933874,19.686368942260742
76350.0,28.2123657855847,19.062803268432617
76500.0,28.137766703584123,18.7799129486084
76650.0,28.266197198665825,19.625911712646484
76800.0,28.28844805328488,20.22489356994629
76950.0,28.44682244118378,18.28896713256836
77100.0,28.010464443210083,19.44642448425293
77250.0,28.231697624610543,19.508676528930664
77400.0,28.344185510944524,19.723560333251953
