#Simulation Analysis Results CSV File 2019-01-24T07:33:12.731756,,,,
"#Generated on structure: ""frame002000""",,,,
TimeStep,Distance_FAD_C8M-FMN_C8M,Distance_FMN_C7M-Heme_Fe,Rad_Gyration_POR-glob,HBonds_ASL_2D6-POR
14250,36.7240524291992,15.0950288772583,28.9779487148749,5
14400,36.1633338928223,15.2063446044922,28.9380328428947,8
14550,36.7904014587402,15.8289422988892,28.8547475994247,8
14700,36.1220397949219,15.2054100036621,28.9678641145695,7
14850,36.788215637207,15.1505441665649,28.7539393015089,10
15000,36.2039604187012,15.2443199157715,28.806821668489,6
15150,35.6033782958984,15.7892370223999,28.6246914881595,8
15300,33.8198699951172,16.2979373931885,28.3877271721844,10
15450,36.8781204223633,14.8283548355103,29.0796257417626,7
15600,35.9908790588379,14.436185836792,28.8723377670813,6
15750,35.37158203125,15.2368545532227,28.6863693232088,5
15900,34.5241737365723,15.680908203125,28.5226612706682,6
16050,35.666332244873,16.2512149810791,28.9383770100124,5
16200,35.414379119873,14.4310216903687,28.9001277527346,6
16350,34.6295776367187,14.9393014907837,28.6260397569771,5
16500,33.5759925842285,14.3423309326172,28.4969204039397,5
16650,33.2026596069336,14.5680551528931,28.2590164350299,6
16800,34.2419204711914,15.1768016815186,28.616235069772,6
16950,34.6575355529785,14.6665506362915,28.4296230960412,6
17100,32.8990249633789,15.0831069946289,28.0355479895412,6
17250,34.4764175415039,15.0319480895996,28.289458075145,6
17400,31.9049968719482,15.6378774642944,27.972360286682,7
17550,32.8961372375488,14.5240955352783,28.0820285938551,7
17700,31.8584079742432,15.3328475952148,28.0502069888992,5
17850,32.1093597412109,15.1558294296265,28.3337404533682,7
18000,33.5858688354492,14.7780342102051,28.152643471782,8
18150,32.8393363952637,13.8045091629028,28.0728804427365,9
18300,31.395133972168,14.8700370788574,28.0776088212088,9
18450,33.7441673278809,13.8621864318848,28.3279786051338,7
18600,33.4961357116699,15.1109323501587,28.1165569834843,10
18750,31.187442779541,15.0917148590088,28.0359392285398,9
18900,32.3985328674316,14.7491474151611,27.9146157453249,8
19050,31.7861595153809,15.2059984207153,27.803164077712,6
19200,32.0592765808105,14.9257144927979,27.8418255658962,8
19350,31.4055633544922,15.6646251678467,28.0147546717129,6
19500,33.4479598999023,15.2472610473633,28.0604941881509,6
19650,33.1002922058105,14.6680574417114,28.3281281192364,8
19800,32.4562835693359,14.964015007019,28.0597135592599,7
19950,33.3866119384766,15.7208490371704,28.3187012637935,6
20100,33.3135032653809,15.369665145874,28.4343979083955,6
20250,33.1061744689941,15.2490358352661,28.2203699174384,8
20400,31.2466316223145,15.3815031051636,28.2371723722834,7
20550,32.3898811340332,15.3024044036865,28.1263680070083,8
20700,31.8742198944092,16.1105995178223,27.8957012946392,7
20850,33.0951995849609,15.4031114578247,27.9847710024228,7
21000,32.1919784545898,15.3704566955566,28.2036977686638,7
21150,31.8905162811279,15.3227396011353,28.152515873018,9
21300,33.0121688842773,15.2047777175903,28.708784458141,9
21450,32.8733406066895,15.1262464523315,28.3764857668773,9
21600,32.5201683044434,15.8152484893799,28.1768649673161,8
21750,33.0636596679687,15.8196601867676,28.5706929291753,8
21900,31.2773132324219,15.5998773574829,28.2764003228131,9
22050,31.5443630218506,16.4213066101074,28.2426211047895,9
22200,32.5240821838379,15.8031463623047,28.0407899885032,9
22350,32.1148223876953,15.8026742935181,28.2438079832795,9
22500,31.6652088165283,15.6405000686646,28.2266133767653,8
22650,30.5500602722168,15.9850807189941,27.9886384862982,8
22800,31.8776149749756,16.3146457672119,28.3267575316802,10
22950,31.8941135406494,16.5671501159668,28.2156372243686,9
23100,32.3098564147949,16.2643604278564,27.9473525253422,7
23250,33.1220817565918,16.0801696777344,28.1198465223718,8
23400,33.2278671264648,16.148775100708,28.1725481437914,8
23550,32.2435760498047,16.7002429962158,28.1253830791086,8
23700,32.4548606872559,16.3228607177734,28.5479522034114,7
23850,31.822582244873,16.9438629150391,28.2353367651333,10
24000,32.5226554870605,16.451717376709,28.2561986100007,8
24150,33.1033554077148,16.1736335754395,28.2948607832885,7
24300,32.6750450134277,16.4536190032959,28.1884133360994,7
24450,33.087158203125,16.3947696685791,28.1159872095787,7
24600,31.802885055542,16.4924697875977,28.1611002089753,8
24750,34.338321685791,15.697361946106,28.3070698883883,7
24900,33.1325187683105,16.3757934570312,28.2200656939975,12
25050,33.7081527709961,16.2507247924805,28.2947993823417,8
25200,32.3451843261719,17.0409107208252,28.1898847577307,10
25350,33.8626747131348,16.3007259368896,28.5111851604539,10
25500,33.6977920532227,16.1034145355225,28.4965025663678,10
25650,34.324104309082,15.6763973236084,28.3038293402339,13
25800,34.1477699279785,16.1446666717529,28.2828857787587,8
25950,33.6457214355469,16.6451034545898,28.3571923370782,9
26100,34.2040367126465,15.3812685012817,28.2228319827783,9
26250,35.4104499816895,16.01003074646,28.5163141945083,9
26400,34.0207557678223,16.2442264556885,28.5659859258191,9
26550,32.2868003845215,16.2536792755127,28.1630732939278,10
26700,32.8761863708496,14.9215927124023,28.3510322690021,9
26850,32.0156326293945,15.4033536911011,28.176542611807,9
27000,31.9019470214844,15.3205261230469,28.2012137722188,9
27150,31.3187141418457,15.8090381622314,28.1993489778366,8
27300,32.6561241149902,15.19957447052,28.4381277147675,8
27450,32.1520538330078,15.5590391159058,28.3430219938316,9
27600,32.3207817077637,15.25754737854,28.1873383249347,8
27750,32.367748260498,15.6038608551025,28.3859574949647,8
27900,33.4331703186035,15.730694770813,28.5295049725089,8
28050,34.1556243896484,15.3375453948975,28.1837028179821,8
28200,32.2575721740723,15.8890438079834,27.9675980187785,9
28350,30.7710704803467,16.096622467041,27.9083114778914,9
28500,33.0917091369629,16.0013999938965,28.2484749989944,8
28650,33.1819610595703,16.0724945068359,28.2849047361255,8
28800,32.7174339294434,16.46169090271,27.9803734346627,10
28950,33.357593536377,16.1722812652588,27.9626951701595,9
29100,32.7144088745117,15.0587291717529,28.1652792608116,9
29250,31.7871055603027,16.6786460876465,27.9671463952239,10
29400,32.0052375793457,15.7570171356201,27.7742040318907,10
29550,30.6221446990967,15.8275861740112,28.0669850580517,10
29700,31.5203952789307,16.0753421783447,27.842371291106,9
29850,31.4844532012939,15.406533241272,27.9206802826206,10
30000,31.8329448699951,16.1171627044678,28.0280397246729,9
30150,31.0669345855713,16.0009803771973,27.7545100419018,9
30300,31.3867607116699,16.1039657592773,28.1056761918276,11
30450,31.9783039093018,15.7542572021484,27.8803990788521,9
30600,33.1331100463867,16.3784294128418,27.869835012746,10
30750,33.5483932495117,15.5083999633789,28.1485826946415,9
30900,31.2925891876221,16.1078720092773,28.0773912721796,8
31050,31.1158046722412,15.2519283294678,27.8986980837767,9
31200,31.117073059082,16.0797882080078,28.1176398433932,10
31350,32.100959777832,15.8616981506348,27.9668113877492,9
31500,32.2130165100098,15.6149635314941,28.089173046923,8
31650,31.697437286377,15.7415885925293,27.8864328795849,9
31800,31.6241722106934,16.4839973449707,28.0040863900766,8
31950,32.870418548584,15.8487882614136,28.0642227229398,10
32100,32.7109603881836,16.2494678497314,28.3307312673986,11
32250,33.2540168762207,16.3144340515137,28.4691870389674,8
32400,32.2179565429687,16.3594493865967,28.3079943122513,8
32550,32.07275390625,15.9675741195679,28.1085689361124,9
32700,32.1435699462891,17.0118503570557,28.1699851368338,8
32850,33.0966453552246,16.7771873474121,28.094519544998,7
33000,32.4686164855957,16.7479057312012,28.0808151069187,8
33150,32.9708557128906,16.034782409668,28.1875356836064,9
33300,33.0473327636719,16.0719528198242,28.1196081068779,8
33450,32.8891906738281,16.5151596069336,28.2321485763287,7
33600,33.1377182006836,16.8260078430176,28.1926058224408,6
33750,31.7527446746826,15.9532012939453,27.985705847037,6
33900,31.8790264129639,15.6267623901367,27.9927113025294,6
34050,32.1744422912598,14.8312387466431,27.9408250004424,9
34200,31.392707824707,15.1429710388184,27.9500968720125,8
34350,30.7386875152588,14.5729885101318,27.8802259041212,8
34500,31.8797416687012,15.2026624679565,28.027005507504,7
34650,31.1992874145508,15.9259281158447,27.9442623975649,7
34800,32.7046585083008,16.4495391845703,27.9548796216199,7
34950,33.8881950378418,16.0031604766846,28.008465349011,7
35100,34.1307907104492,16.351749420166,28.1767439261897,8
35250,33.4478416442871,16.310037612915,27.86039953165,7
35400,33.866268157959,16.364429473877,27.9813985795892,8
35550,31.7832565307617,16.3777675628662,28.1344920586103,6
35700,32.7207641601562,14.9013891220093,28.1018292532368,8
35850,32.0342826843262,15.205906867981,28.1713472829832,9
36000,31.850866317749,15.324369430542,27.9467579280991,9
36150,32.9045677185059,15.0282163619995,28.1318945067686,8
36300,32.0362205505371,14.7390508651733,28.1967190711297,8
36450,32.2800407409668,14.9908323287964,28.4207610685097,10
36600,32.5514373779297,14.8516645431519,28.2487751080427,11
36750,32.1463737487793,14.6116571426392,27.9670102364162,9
36900,32.8920631408691,15.5395030975342,27.8186918415284,9
37050,32.3869781494141,14.8995380401611,28.1390243410708,9
37200,32.0984077453613,14.6478681564331,28.0634846157488,9
37350,32.1520004272461,14.6053333282471,27.941063345637,7
37500,32.1806259155273,14.8163528442383,27.8416868973304,9
37650,31.8934440612793,15.9623365402222,27.8022891675873,10
37800,32.8752517700195,15.8350353240967,27.6434771199795,9
37950,32.1786575317383,15.3937692642212,27.8208132521106,9
38100,30.6467342376709,15.24560546875,27.4033471370849,10
38250,31.3685855865479,15.2016696929932,27.7622765121918,10
38400,30.5693969726562,15.3953857421875,27.6623247041919,10
38550,31.1850395202637,15.443452835083,27.6437590306653,10
38700,31.9381370544434,15.3304948806763,28.1052403698084,9
38850,31.3663120269775,14.7296733856201,27.8900678295797,10
39000,30.6593532562256,15.3802623748779,27.7077042420888,9
39150,30.7172622680664,15.1696739196777,27.7571326801472,9
39300,31.6586093902588,15.2419509887695,28.0182918738084,9
39450,30.2234706878662,15.8013706207275,27.9436784045827,10
39600,32.5415573120117,16.0175857543945,27.7484209239522,12
39750,32.5902519226074,16.0728797912598,27.900841253328,13
39900,32.8524436950684,15.8890323638916,27.7355154012253,13
40050,31.9598808288574,15.1369066238403,27.7507495815158,13
40200,31.9452896118164,16.0641975402832,27.5350025859408,13
40350,33.8704032897949,15.4600505828857,27.5786622235124,12
40500,31.8757953643799,15.5328207015991,27.6017260352296,13
40650,31.711986541748,15.7362337112427,27.7119271879323,11
40800,33.3281898498535,15.0883150100708,27.6508382978061,10
40950,31.8469333648682,15.2982721328735,27.8178268623757,11
41100,32.7368965148926,15.1895608901978,27.8282073622074,11
41250,31.2864742279053,15.5705223083496,27.8303253384385,9
41400,30.91872215271,15.0671815872192,27.8702689627219,9
41550,30.9429931640625,15.2045030593872,27.6337323707603,13
41700,31.6981639862061,15.4283990859985,27.6466576778937,10
41850,32.8528022766113,15.7522277832031,27.8076425016213,11
42000,32.3015289306641,15.4402227401733,27.6130601610967,12
42150,31.6202545166016,14.6861095428467,27.7038722745344,10
42300,30.8412952423096,15.244743347168,27.5864701410791,10
42450,30.8616600036621,15.4404239654541,27.5336006820544,10
42600,30.8668098449707,15.2134561538696,27.1994814256674,10
42750,30.9039001464844,15.5185232162476,27.7337706423185,10
42900,31.3111972808838,15.5004920959473,27.8198305065401,10
43050,31.6997489929199,14.8476810455322,27.9514535944751,11
43200,31.1370372772217,15.7582578659058,27.8830074547252,10
43350,30.5467071533203,14.8367357254028,27.7553718614695,10
43500,29.0289096832275,14.8261756896973,27.6176516771336,9
43650,31.1340999603271,15.78138256073,28.1133880552141,10
43800,31.1511936187744,15.2988891601563,27.881540726014,9
43950,31.0446224212646,15.9892196655273,28.162079694768,9
44100,28.8023719787598,15.0135946273804,27.6062717335582,8
44250,30.9260997772217,15.7876768112183,27.8030820860356,10
44400,30.9397525787354,15.2028493881226,27.9305832691292,10
44550,31.0529003143311,15.7255954742432,28.126408834046,7
44700,30.5564994812012,15.456488609314,28.0346560467537,8
44850,30.4381980895996,15.5243473052979,27.8833861831943,8
45000,30.0853977203369,15.770073890686,27.896275412803,7
45150,30.7984256744385,15.6563968658447,27.9779082631811,6
45300,31.5427284240723,15.5476999282837,27.7076889910345,7
45450,30.7401161193848,15.7876844406128,27.839303839281,9
45600,31.279224395752,15.622181892395,27.6689045189411,9
45750,29.7929134368896,15.6729335784912,27.703932626227,8
45900,29.7498435974121,15.2844114303589,27.5653012176797,8
46050,30.3829803466797,15.7314157485962,27.5321861547803,8
46200,30.2462368011475,14.7074813842773,27.3179882580826,8
46350,30.7176361083984,15.2658357620239,27.516787667044,9
46500,30.495210647583,15.9489212036133,27.7310119984696,11
46650,30.2255554199219,14.9986972808838,27.4769784302877,9
46800,31.2624225616455,15.1982231140137,27.4492553430118,11
46950,30.625638961792,15.2270660400391,27.6063452281284,8
47100,31.3284397125244,16.3926315307617,27.735859885921,9
47250,30.908390045166,16.4032421112061,27.5424316998357,9
47400,30.1790752410889,15.7369165420532,27.4776406755704,9
47550,30.8127117156982,15.6106214523315,27.5257383171254,8
47700,30.620304107666,15.7412700653076,27.7133573456875,9
47850,31.904182434082,15.7169094085693,27.8736475481067,9
48000,31.1711101531982,16.257698059082,27.7463659171716,9
48150,30.9637546539307,15.299144744873,28.0362768028308,10
48300,32.1796188354492,15.8376379013062,27.9374609065102,10
48450,31.5824394226074,15.1751661300659,28.1049906176601,8
48600,30.876443862915,15.9277105331421,27.8767448827328,7
48750,31.9464073181152,15.4716348648071,28.0311525387166,11
48900,29.0211505889893,15.2433185577393,27.6292753231256,8
49050,28.5984191894531,15.4790735244751,27.5912012884037,9
49200,30.3617210388184,15.7047967910767,27.9093328821659,9
49350,29.2729167938232,15.4405822753906,27.7581530765547,10
49500,29.6750984191895,16.0706939697266,27.8215021981803,8
49650,31.832010269165,15.190013885498,27.4168819141475,8
49800,30.6260280609131,15.7782430648804,27.6515750851289,10
49950,31.2805118560791,15.33567237854,27.6294408849922,8
50100,32.0881958007813,15.2159099578857,27.6003867022672,8
50250,31.4720306396484,15.5886974334717,27.3700274602715,7
50400,30.8878593444824,15.0534362792969,27.4300414182,8
50550,30.498851776123,15.3079719543457,27.4804210854247,7
50700,31.262622833252,15.4414205551147,27.3792482889629,8
50850,31.5697040557861,15.6410694122314,27.7647943552947,7
51000,31.4071788787842,14.901478767395,27.7409550576911,6
51150,30.0201416015625,15.0047750473022,27.9186368596049,9
51300,31.5116596221924,15.3446617126465,27.7891307817756,8
51450,30.6801929473877,15.7384099960327,27.7452434511067,7
51600,29.7114601135254,15.9251050949097,27.7619616022103,8
51750,30.579797744751,15.0842094421387,27.8958988637567,8
51900,31.8207759857178,15.302396774292,27.8502417564861,8
52050,30.5877342224121,15.3753328323364,27.6457656883898,7
52200,31.3970241546631,15.782751083374,27.3747852963945,7
52350,31.387321472168,15.1679525375366,27.477993571408,8
52500,32.2935600280762,15.6581258773804,27.7981702026749,9
52650,32.2083435058594,15.900577545166,27.6235134958275,8
52800,31.8662796020508,15.7166194915771,27.3814432836393,9
52950,30.9511299133301,15.4227104187012,27.5561639599124,7
53100,31.7397518157959,15.6347789764404,27.6141515368912,8
53250,29.0417823791504,15.613995552063,27.2266804711484,8
53400,31.4464149475098,15.3991203308105,27.7524690675355,8
53550,31.5890636444092,15.1027584075928,27.6014017973205,8
53700,31.0007171630859,15.5958776473999,27.9309026629991,8
53850,31.0060005187988,15.4747095108032,27.7557692433718,10
54000,30.8348064422607,15.3068475723267,27.7523554744624,8
54150,33.5816307067871,15.7543153762817,28.1516310357502,8
54300,32.4145088195801,15.7617931365967,27.8196915206567,8
54450,32.3349838256836,15.0955018997192,27.785671414379,10
54600,31.5280723571777,14.8831558227539,27.8807313108672,10
54750,32.8684120178223,15.2059907913208,28.0860383678444,8
54900,32.0729370117188,15.5584602355957,28.2505619389152,11
55050,30.880558013916,15.3186521530151,28.1946604096077,12
55200,31.4768199920654,15.0435543060303,28.2635392719731,12
55350,31.6045322418213,15.0477981567383,28.0582897436185,10
55500,30.8912200927734,15.5928173065186,27.680123359442,12
55650,32.2758560180664,15.1768856048584,27.6991708975975,11
55800,30.5018062591553,14.9916105270386,27.6696808079146,9
55950,32.7012901306152,15.4393005371094,27.9836812998677,7
56100,32.9842300415039,14.64794921875,28.1548870934894,8
56250,31.9293670654297,15.2645177841187,27.7848055184687,9
56400,30.3355083465576,15.2912883758545,27.8131036207352,9
56550,31.6350116729736,14.8013620376587,27.7259093555836,9
56700,30.5225582122803,15.3166160583496,27.9027268747421,11
56850,31.0091781616211,15.2978839874268,28.0102019489445,11
57000,31.1175708770752,14.9433965682983,27.7924679350641,11
57150,31.3968467712402,15.4853954315186,27.9505169573566,12
57300,29.4003105163574,15.6896018981934,28.0849947694738,13
57450,30.7306270599365,14.8786573410034,27.8093377956872,13
57600,31.1775131225586,15.0174074172974,27.8905309387774,11
57750,32.1238327026367,15.1536302566528,28.0791945701077,11
57900,31.8459243774414,15.6470823287964,27.9267720595539,10
58050,32.1005897521973,14.8756494522095,27.9818620404047,12
58200,30.4568634033203,15.3343591690063,27.9499119590688,8
58350,30.2128105163574,15.2519550323486,27.904335591559,12
58500,31.1610317230225,15.7440128326416,27.8414517233456,12
58650,30.9743690490723,14.7601861953735,27.5261252669989,12
58800,30.1368293762207,14.7730903625488,27.561145444679,13
58950,30.7760200500488,14.7542915344238,27.7417518791865,15
59100,30.5666332244873,14.6244945526123,27.6910906700133,13
59250,30.2142314910889,15.108868598938,27.5494930999844,12
59400,29.1841106414795,15.0277500152588,27.7475911680694,12
59550,29.8723564147949,15.8209953308105,27.5411161027448,13
59700,31.1417980194092,15.3100576400757,27.8707525328964,12
59850,30.8662128448486,15.5088148117065,27.4862564572829,13
60000,30.8696212768555,14.5181531906128,27.4471344979502,13
60150,30.4742641448975,15.4647521972656,27.4126478225616,14
60300,29.6967163085937,15.1733798980713,27.3243443311162,15
60450,30.7113418579102,15.8386077880859,27.4609862113733,14
60600,29.8114967346191,15.2069721221924,27.3974907946565,12
60750,30.7750205993652,14.9083909988403,27.4426881811352,13
60900,30.776346206665,14.926028251648,27.5450519234399,12
61050,30.9069442749023,14.5749979019165,27.4857340672068,13
61200,30.0647964477539,14.9419994354248,27.405199627173,12
61350,30.2561626434326,15.3806009292603,27.6326418528848,12
61500,31.5000629425049,14.5572395324707,27.6111080189635,12
61650,30.6496925354004,15.1720762252808,27.5450514022405,10
61800,31.0494327545166,15.0052518844604,27.7385877086208,12
61950,32.3328056335449,15.024453163147,27.6903639983148,14
62100,30.7650566101074,15.7577333450317,27.5814433362055,12
62250,31.6845378875732,15.824535369873,27.5447351344925,11
62400,31.6425914764404,15.2887754440308,27.5039540763797,11
62550,31.0972156524658,14.7517461776733,27.498016977189,10
62700,30.8689022064209,15.2415008544922,27.2560531207325,12
62850,31.4295520782471,15.625804901123,27.4783890463336,14
63000,31.651819229126,15.3444547653198,27.3895395758348,12
63150,30.4958667755127,15.3565340042114,27.4613196747118,12
63300,32.1418800354004,15.0308294296265,27.6072982550118,12
63450,30.9314632415771,15.3024806976318,27.6450534285606,13
63600,31.8892650604248,15.533953666687,27.4867217502986,13
63750,30.6707000732422,15.5182008743286,27.6247962409295,12
63900,31.1584033966064,15.0179796218872,27.4353764251036,12
64050,31.2923183441162,15.3289737701416,27.525469666777,11
64200,31.2028846740723,15.5682954788208,27.4945391173978,13
64350,32.1893310546875,15.3131322860718,27.5012403452077,12
64500,30.4119319915771,15.2948207855225,27.3866535138546,12
64650,30.5904941558838,15.2732381820679,27.3549196040925,12
64800,30.8634281158447,14.5489807128906,27.5907106611981,13
64950,32.2242050170898,14.9270887374878,27.6610193166311,11
65100,32.4069023132324,15.3044004440308,27.7594164008719,10
65250,31.2853469848633,15.4065704345703,27.5454535517359,11
65400,31.3336620330811,14.7474145889282,27.6102900400906,11
65550,31.6351718902588,15.2753171920776,27.6171625976531,12
65700,30.8645305633545,15.5613679885864,27.5331761325712,14
65850,32.000732421875,15.3796949386597,27.8011526337382,12
66000,30.7063961029053,15.5718755722046,27.4505359674864,11
66150,29.3711929321289,14.6734828948975,27.7249882196013,10
66300,30.0170478820801,14.974928855896,27.5927634621092,12
66450,31.0556049346924,15.8109788894653,27.6056995308832,13
66600,31.507495880127,14.7710866928101,27.56816650258,12
66750,31.6167640686035,14.9257802963257,27.5875296733239,13
66900,31.1916542053223,15.3607587814331,27.5554940233415,13
67050,32.8592071533203,15.0639371871948,27.806711213581,11
67200,30.9675216674805,15.2675647735596,27.9474558334975,11
67350,30.6874351501465,15.6735973358154,27.7648682603883,14
67500,29.0870342254639,14.5114164352417,27.5943232646137,13
67650,31.387170791626,15.2087440490723,27.4579346112252,11
67800,31.1540069580078,14.7867650985718,27.5647919229287,12
67950,31.8031101226807,15.3141489028931,27.5700056254928,13
68100,30.7972068786621,14.7184915542603,27.5173616427127,12
68250,30.3967361450195,14.7381467819214,27.41612099149,12
68400,30.7856960296631,16.017110824585,27.6739089096466,12
68550,30.0164375305176,16.3709678649902,27.5084553165686,13
68700,31.1151695251465,16.1736469268799,27.8640080383316,12
68850,31.0067653656006,15.6059732437134,27.2885753510452,11
69000,30.2294731140137,16.9067440032959,27.3214457808942,13
69150,30.8755493164062,16.7943363189697,27.4507790708556,12
69300,31.9896564483643,15.9663896560669,27.5388985180865,12
69450,31.1355972290039,16.5661525726318,27.2588765789266,11
69600,29.8211421966553,15.9278345108032,27.5919807904383,12
69750,29.4233722686768,15.8839635848999,27.5212623941405,12
69900,31.233003616333,16.2606143951416,27.7057916218149,12
70050,31.7701148986816,15.7392101287842,27.5582404253931,10
70200,32.0644226074219,16.3108615875244,27.7327206791406,12
70350,31.6588535308838,15.9182662963867,27.6463519436017,12
70500,30.0308494567871,14.9794483184814,27.4964942257206,13
70650,30.3694744110107,15.3106460571289,27.8312495433921,14
70800,31.3554553985596,15.3479986190796,27.6893176175672,14
70950,30.8390808105469,15.9390563964844,27.8224501097611,14
71100,30.159631729126,16.0436973571777,27.6391781672917,12
71250,30.1113395690918,14.8398303985596,27.4125214339714,11
71400,30.4384632110596,16.5298252105713,27.6220117791078,14
71550,30.9520072937012,16.2486095428467,27.5715424013972,11
71700,31.3432083129883,15.7187309265137,27.7191797165179,12
