# Frame, Distance
0,18.667754
1,22.234394
2,22.640908
3,25.997528
4,23.095923
5,24.655430
6,24.559232
7,24.774232
8,24.329782
9,26.290613
10,23.946817
11,21.257923
12,24.865993
13,23.598796
14,22.864246
15,22.819549
16,25.722197
17,23.798155
18,25.225796
19,23.088535
20,24.020500
21,21.449521
22,19.317697
23,20.842077
24,20.917458
25,21.277387
26,19.452331
27,20.604085
28,22.650915
29,21.432901
30,16.898141
31,19.460352
32,19.659007
33,22.676732
34,20.119873
35,18.702725
36,21.213739
37,21.333430
38,20.474965
39,20.573866
40,18.851317
41,20.359106
42,18.993169
43,18.817627
44,20.185958
45,18.083810
46,17.153838
47,16.830141
48,18.732810
49,18.968085
50,18.621127
51,18.965746
52,20.836831
53,19.936282
54,16.958556
55,22.106000
56,19.568810
57,20.040359
58,20.367958
59,20.511408
60,20.126000
61,21.951592
62,22.413324
63,23.225324
64,22.498725
65,19.495690
66,20.969035
67,22.566415
68,22.414317
69,22.358535
70,23.743042
71,24.745711
72,22.691282
73,25.478775
74,24.338225
75,23.026120
76,24.652493
77,22.587049
78,22.245732
79,21.218704
80,21.161873
81,22.229099
82,21.383951
83,23.528423
84,23.328775
85,23.136887
86,23.325000
87,23.524908
88,25.189225
89,23.899810
90,24.717486
91,23.282655
92,23.523437
93,24.106655
94,22.686077
95,25.351852
96,22.842782
97,22.424852
98,25.111986
99,23.075451
100,22.373127
101,22.886542
102,21.833979
103,22.906000
104,22.091127
105,23.092113
106,23.818331
107,22.438106
108,24.270718
109,25.094261
110,22.593775
111,24.276746
112,24.024338
113,24.801268
114,25.221599
115,26.961958
116,26.891232
117,26.806479
118,24.991120
119,23.436042
120,24.873493
121,25.461472
122,25.935803
123,24.585437
124,24.691472
125,21.887493
126,24.396887
127,24.446218
128,25.270155
129,24.583768
130,23.114070
131,24.602092
132,24.986169
133,25.253725
134,25.334056
135,23.286465
136,24.589401
137,23.306965
138,22.313268
139,22.427486
140,22.815690
141,23.705944
142,23.271972
143,22.993458
144,22.867415
145,23.226169
146,24.948923
147,24.550873
148,21.344585
149,19.760866
150,20.219514
151,21.323796
152,22.268401
153,20.275472
154,24.703437
155,20.727563
156,20.568965
157,21.957085
158,18.233648
159,17.924662
160,19.899972
161,15.876585
162,15.658394
163,16.550225
164,16.897986
165,17.280880
166,14.930261
167,15.034218
168,16.019007
169,14.365092
170,23.006725
171,17.334711
172,19.115606
173,20.491401
174,23.605592
175,20.599507
176,21.609444
177,22.031380
178,22.278021
179,22.266366
180,21.373831
181,22.913021
182,24.718908
183,23.811014
184,24.638852
185,23.166908
186,22.465704
187,21.653866
188,22.249204
189,23.173972
190,22.375120
191,22.514056
192,21.462761
193,21.311352
194,20.492268
195,21.421183
196,22.301542
197,22.048838
198,22.897246
199,19.749599
200,20.212986
