#Simulation Analysis Results CSV File 2019-06-07T10:27:05.535428,,,
"#Generated on structure: ""frame000000""",,,
TimeStep,Distance_FMN_C8M-FAD_C8M,Distance_Heme_Fe-FMN_C7M,Rad_Gyration_CPR-glob
16500,34.6418609619141,17.1738586425781,27.5850520199644
16650,36.1474151611328,16.4821243286133,27.6789757392969
16800,38.0194931030273,16.3259124755859,27.8677554163545
16950,38.5182609558105,16.3650493621826,27.7341704573981
17100,36.9031753540039,16.301965713501,27.8134566044063
17250,37.0685768127441,15.9130907058716,27.8509914072617
17400,36.9568710327148,17.6706390380859,27.7318942726567
17550,35.6833763122559,16.3470554351807,27.8746508310375
17700,38.6544609069824,16.6712646484375,28.1448989639669
17850,36.4561386108398,17.1922359466553,28.1725348118174
18000,37.0353622436523,17.5427742004395,27.8986479712432
18150,38.1453628540039,18.269718170166,27.8122316553492
18300,37.1901245117188,16.80810546875,27.8131093936563
18450,36.5999374389648,16.2670555114746,27.7165439636681
18600,37.193302154541,16.8411254882813,28.1847846982799
18750,38.6023101806641,16.7659492492676,27.8812098971506
18900,36.2706108093262,15.5407152175903,27.4979506083556
19050,34.2832565307617,15.5652952194214,27.5848378966091
19200,33.6459617614746,16.1612358093262,27.5435118543217
19350,32.8872756958008,15.6174488067627,27.2700105682288
19500,33.466381072998,15.6130952835083,27.0910126417678
19650,34.4916648864746,15.2602415084839,27.2280071532695
19800,34.2995414733887,15.3829488754272,27.2774930741951
19950,34.261791229248,15.2752923965454,27.7589928211928
20100,34.6416511535645,14.6915731430054,27.5371356721628
20250,36.5358810424805,16.4661197662354,27.8076168658247
20400,34.4554405212402,15.6056785583496,27.6110628143841
20550,34.2460517883301,16.8090839385986,27.8351834588556
20700,33.2137832641602,16.1583023071289,27.4643253709543
20850,33.3558006286621,16.6978378295898,27.5824455686734
21000,34.7417793273926,15.5602807998657,27.6415402662964
21150,35.6632499694824,16.0028114318848,27.6064008188252
21300,33.621509552002,16.5839443206787,27.3697104916434
21450,32.9449462890625,16.5329151153564,27.3526826395004
21600,34.0401420593262,17.6183300018311,27.2702657502527
21750,33.1448440551758,17.9564781188965,27.2339615460869
21900,33.6628684997559,16.644868850708,27.405474927549
22050,31.7985134124756,16.6084003448486,27.5900876530506
22200,32.9604110717773,16.4974269866943,27.6304301777268
22350,33.1678047180176,16.7702579498291,27.5888883656469
22500,34.1529006958008,16.8990669250488,27.7034122984518
22650,34.3486137390137,17.2602653503418,27.7581142848439
22800,34.3230056762695,17.2732887268066,27.8287623708612
22950,34.4053611755371,16.067268371582,27.5736963356369
23100,34.3291206359863,16.512056350708,27.6901760033005
23250,34.8127174377441,15.9927434921265,27.4874579431672
23400,37.4893951416016,16.209789276123,27.5902280526539
23550,35.9297866821289,16.4625358581543,27.5984746070878
23700,35.0303153991699,16.5720729827881,27.8731398967447
23850,36.8199501037598,16.3285045623779,28.073102106638
24000,36.5130805969238,16.1009464263916,27.7619638977763
24150,36.415885925293,17.0678939819336,27.8773599921557
24300,35.8551025390625,16.6452159881592,27.7149701970689
24450,34.8384552001953,16.0606727600098,27.6108372035714
24600,36.059024810791,15.8358373641968,27.7163917612099
24750,35.7141571044922,17.5547294616699,27.4638197571501
24900,36.630313873291,17.5952701568604,27.6491368253354
25050,37.1895217895508,16.8335247039795,27.8591978082101
25200,35.8750343322754,17.0592079162598,27.806201105841
25350,35.2664756774902,17.7860279083252,27.9140593729276
25500,35.0980606079102,18.1988182067871,27.9986835683779
25650,34.1441383361816,17.5892028808594,27.8025014484
25800,35.4698791503906,17.1810779571533,28.1232473796976
25950,34.2018737792969,18.4002704620361,27.8478907938563
26100,35.9009017944336,17.7491092681885,27.9803618789043
26250,35.8550796508789,18.6431274414063,27.7168138805955
26400,36.2986259460449,17.7827434539795,27.6876615292557
26550,33.9233665466309,16.869047164917,27.6063481294181
26700,34.102352142334,18.6545314788818,27.7700236647061
26850,35.4423713684082,18.0420475006104,28.1596533864074
27000,33.4899559020996,18.0649757385254,27.8356809796268
27150,34.6416053771973,17.8868522644043,27.8415264701188
27300,34.1396522521973,17.7972259521484,27.8708623519893
27450,34.6924858093262,17.357307434082,27.4652951359801
27600,32.8623313903809,17.8860492706299,27.6644813778042
27750,33.1376609802246,18.6393814086914,27.6262471212665
27900,35.0646934509277,18.895206451416,27.782061917951
28050,35.017162322998,20.2983512878418,27.578841437526
28200,33.8353996276855,18.2144966125488,27.949813631628
28350,36.9254455566406,18.740385055542,27.8240229678207
28500,35.1862716674805,18.3983936309814,27.5790392872743
28650,34.753532409668,19.3115711212158,27.6477058923201
28800,35.7998428344727,19.3421154022217,27.6453176627796
28950,35.8706817626953,18.9244632720947,27.635597767207
29100,35.184871673584,17.7768650054932,27.658154397681
29250,35.9121437072754,18.3803405761719,27.6828562048541
29400,36.4219207763672,18.7996234893799,27.7795009342537
29550,34.2484397888184,18.4160175323486,27.6929946498116
29700,34.5792541503906,18.9046878814697,27.6802942533571
29850,34.6471710205078,19.2698230743408,27.8154469228004
30000,34.7904739379883,18.1487674713135,27.8468290614695
30150,34.8182792663574,18.5968933105469,28.0765239413866
30300,34.9190902709961,20.027063369751,28.1687810780222
30450,36.4338531494141,19.1210460662842,27.9526963982883
30600,33.716365814209,18.8794803619385,27.8517902309982
30750,35.654541015625,19.4889316558838,28.0716077982907
30900,34.4062652587891,20.9387168884277,27.8679804963255
31050,34.7731323242188,21.1879177093506,27.7464901853115
31200,34.8667297363281,19.7607383728027,27.8300918115061
31350,33.6756439208984,19.3356990814209,27.7030630196878
31500,34.5397109985352,20.413948059082,27.7197420385751
31650,36.5013160705566,18.3915424346924,27.7363647632997
31800,36.2931442260742,19.3953628540039,28.1196477130562
31950,35.6426696777344,18.5781097412109,28.2014515849428
32100,35.0068092346191,19.2040176391602,27.9481233023713
32250,32.9598045349121,19.441967010498,27.8257779144626
32400,32.8149795532227,19.2259521484375,27.6675391475615
32550,33.3244094848633,19.4234828948975,27.6724807139151
32700,33.0841903686523,18.6040363311768,28.0752552957564
32850,32.9426460266113,18.2674293518066,27.8438707063623
33000,33.483814239502,17.2494029998779,28.0793157719606
33150,32.5810585021973,17.6551189422607,27.9133929467966
33300,34.6796493530273,15.9583950042725,28.0869701852842
33450,34.9666938781738,17.5657157897949,28.1402555124777
33600,35.6948471069336,17.8415088653564,27.9403129680033
33750,35.4372749328613,17.1016101837158,28.0049396652447
33900,35.859676361084,16.991117477417,27.9417471695308
34050,35.5341339111328,17.3014316558838,27.9683074252245
34200,35.8766555786133,18.8413162231445,28.1317190075668
34350,35.3673515319824,17.765079498291,28.0404246907545
34500,36.0964508056641,17.666166305542,28.1554414714629
34650,35.2044448852539,18.149112701416,27.6863962698322
34800,34.390552520752,17.4392719268799,27.698017438825
34950,32.7917518615723,17.7932758331299,27.7787838857785
35100,33.4210243225098,17.4530258178711,27.6536621624976
35250,34.2996864318848,17.9894351959229,27.690685640204
35400,33.2202110290527,18.3051319122314,27.6346420511099
35550,35.887767791748,18.1917095184326,27.873589147809
35700,36.2927360534668,17.5746250152588,27.5999915012456
35850,33.6713829040527,16.687744140625,27.725058022477
36000,36.0836143493652,17.9344177246094,27.7393350911646
36150,33.963306427002,17.5799617767334,27.6803472884143
36300,34.0738487243652,18.956371307373,27.6716985743928
36450,36.3622932434082,17.7934150695801,27.7332893153951
36600,34.9709396362305,18.1243667602539,27.8176973925034
36750,34.5994300842285,17.9534645080566,27.7959150556583
36900,34.2580261230469,17.7501640319824,27.842943635647
37050,34.7108459472656,17.3905944824219,27.8895069415636
37200,35.3610076904297,17.9030666351318,27.9217251460563
37350,35.1392250061035,18.0064296722412,27.8833026949789
37500,34.4648399353027,17.7877254486084,27.925348007054
37650,35.5484619140625,19.4801006317139,27.8905522089272
37800,34.802131652832,17.8163108825684,27.8260167954918
37950,34.3593978881836,18.0133838653564,27.6701621510997
38100,34.4284439086914,18.3186683654785,27.6500154070149
38250,36.0469818115234,17.761848449707,27.8335763272537
38400,34.2367172241211,18.1967582702637,27.746797217627
38550,35.6807518005371,18.4985427856445,27.6753316181423
38700,33.8367004394531,17.9960975646973,27.4488655880947
38850,34.6932411193848,17.6066646575928,27.6570803268886
39000,33.9206886291504,17.2744522094727,27.5997864826867
39150,35.6378479003906,17.4330196380615,27.9336490204643
39300,36.5456161499023,18.3525447845459,27.6128716887865
39450,35.5332374572754,17.947681427002,27.8768505116781
39600,33.9320945739746,17.9700584411621,27.4911643466819
39750,35.1743316650391,17.8211975097656,27.8352460927119
39900,36.2266731262207,17.9334850311279,27.9028436122816
40050,34.6940765380859,17.7940330505371,27.5783880344014
40200,33.2982597351074,17.8068008422852,27.6887604223868
40350,32.7577323913574,17.8281574249268,27.4677749151675
40500,32.1466407775879,17.4429740905762,27.4829940466788
40650,31.8977699279785,18.9138126373291,27.3776848259478
40800,32.3042221069336,17.5264854431152,27.4399003971434
40950,30.891939163208,17.8277931213379,27.4079542058136
41100,31.5295600891113,17.2183609008789,27.381500315802
41250,30.9167881011963,19.1602878570557,27.550946803639
41400,31.9209575653076,18.4013156890869,27.6569714309355
41550,32.0715675354004,17.6264781951904,27.519083348636
41700,32.0308418273926,18.1231117248535,27.4986089189934
41850,31.643440246582,18.1627101898193,27.4492498909096
42000,31.9479999542236,17.3793182373047,27.4209635632793
42150,33.0122985839844,17.4323635101318,27.2954987838624
42300,34.8877830505371,17.6907348632813,27.3988792768606
42450,33.3210563659668,17.9128513336182,27.4844800445348
42600,34.6437492370605,17.6489181518555,27.7764206651502
42750,33.4003372192383,18.226110458374,27.5687810434855
42900,35.2182312011719,18.1848068237305,27.5221341802749
43050,34.3880882263184,18.4574356079102,27.5757876489886
43200,32.5777549743652,16.7664470672607,27.5175391867404
43350,32.6669692993164,17.2451610565186,27.6201803835498
43500,34.0965766906738,18.1273612976074,27.8474552147091
43650,34.1244239807129,18.1438159942627,27.610971935476
43800,33.5393028259277,18.2369632720947,27.6074594151756
43950,35.0329399108887,16.7927684783936,27.7614490729039
44100,33.6402740478516,17.9404048919678,27.6472464555143
44250,33.4570121765137,17.9263343811035,27.6462065226689
44400,32.3725128173828,17.9943580627441,27.5897556648003
44550,32.4147148132324,18.6093215942383,27.7904436331458
44700,31.4517154693603,18.253833770752,27.4372173609482
44850,31.3360500335693,19.0452098846436,27.5268599054988
45000,31.451623916626,19.4139366149902,27.4195721542764
45150,33.0874443054199,18.2543315887451,27.4328216212623
45300,33.6776695251465,17.9900569915771,27.4903934600439
45450,34.2126884460449,17.1351985931396,27.5929388946525
45600,32.8493843078613,18.1267948150635,27.498800800308
45750,31.483829498291,17.6352195739746,27.7315460722912
45900,32.2579650878906,17.8251533508301,27.7438788392475
46050,31.765604019165,17.3365440368652,27.5769725868303
46200,32.2515182495117,18.583532333374,27.5525736268775
46350,29.604305267334,18.6727313995361,27.3554273582205
46500,29.7637405395508,19.2321891784668,27.3990899311353
46650,30.1701412200928,19.0790767669678,27.6591115529649
46800,32.0530662536621,17.4895858764648,27.6983441815634
46950,33.4915390014648,17.5385723114014,27.7502318513487
47100,32.3295402526855,18.4925308227539,27.7678614775048
47250,31.2784061431885,19.1697483062744,27.6829460938663
47400,31.9863471984863,18.4163722991943,27.8709898968763
47550,31.7407722473145,17.6549797058105,27.7707963061703
47700,31.803279876709,17.9900913238525,27.6535051701258
47850,31.7490844726562,18.3232231140137,27.476409104207
48000,32.8612403869629,17.6264247894287,27.8246260987111
48150,34.1479911804199,17.4395980834961,27.8847986135091
48300,33.8721084594727,18.0467090606689,27.687626591433
48450,32.7601318359375,17.5873947143555,27.5058159338666
48600,32.6310920715332,18.412088394165,27.4414343517671
48750,34.6387672424316,18.1975402832031,27.4913149685654
48900,33.8535041809082,18.255838394165,27.5666098664139
49050,32.8007507324219,18.26535987854,27.563001686222
49200,32.9930953979492,17.6810283660889,27.5821347252942
49350,33.1989707946777,17.6654396057129,27.5500278604712
49500,32.9344635009766,17.855863571167,27.7757991811455
49650,33.5990905761719,17.9223861694336,27.6925900601249
49800,32.0782203674316,17.8813457489014,27.6659782933856
49950,34.5300941467285,18.3857555389404,27.8072086739743
50100,35.0813446044922,18.7134990692139,28.027546850314
50250,34.2380256652832,18.0220432281494,28.0543549087145
50400,32.9007034301758,18.6739101409912,27.6412738653466
50550,33.286449432373,18.789758682251,27.3844132824001
50700,32.9368782043457,18.6500930786133,27.5162880497268
50850,33.152645111084,19.4578723907471,27.7003659233584
51000,34.439380645752,18.0450000762939,27.7959020975772
51150,32.1778221130371,18.1973094940186,27.5767336677609
51300,34.1318817138672,17.6762886047363,27.5860377374815
51450,34.7535781860352,18.3691596984863,27.817036595205
51600,34.8131217956543,17.1228675842285,27.6601889504431
51750,33.3736190795898,18.3175354003906,27.7982908840526
51900,33.649974822998,18.3306007385254,27.6139059872356
52050,33.7999649047852,18.4395637512207,27.7292435247484
52200,34.0422744750977,17.5354709625244,27.7329704635572
52350,33.5116348266602,17.5561676025391,27.5714485718699
52500,34.4743881225586,17.808141708374,27.5746266531364
52650,34.2402000427246,18.8859462738037,27.5277975729273
52800,35.7560958862305,17.4412403106689,27.7065400588125
52950,34.0911598205566,18.1788673400879,27.6972191042019
53100,34.520133972168,18.3282871246338,27.6896520602438
53250,33.7256088256836,17.9827556610107,27.4542023946323
53400,33.0814056396484,17.39231300354,27.4491254450144
53550,34.5913963317871,17.7028312683105,27.6103870930957
53700,33.8100128173828,18.1035861968994,27.5808946337399
53850,35.0223693847656,16.7945728302002,27.5094078845588
54000,34.9359245300293,18.4108943939209,27.7292746918211
54150,34.09814453125,18.6120643615723,27.7683191638971
54300,34.5082015991211,17.7521171569824,27.6946779500044
54450,34.0355491638184,17.3663368225098,27.5935794177169
54600,33.961799621582,17.3523235321045,27.5530143373082
54750,34.1611595153809,16.8433895111084,27.4823965078715
54900,34.8317756652832,17.4210815429688,27.6140720223323
55050,33.2250785827637,17.9144592285156,27.5778600504578
55200,34.1942520141602,18.4907150268555,27.4320278922735
55350,35.0150260925293,17.43825340271,27.5847832232876
55500,35.2033309936523,18.567892074585,27.576185821354
55650,34.4498901367187,17.4455471038818,27.4914112835809
55800,34.4546928405762,17.8301887512207,27.4566699495442
55950,34.1697616577148,17.3679370880127,27.5850847568656
56100,34.7305603027344,17.5948963165283,27.5562932570592
56250,35.0222930908203,17.6438846588135,27.6213338441115
56400,34.5255317687988,18.5143508911133,27.7866403801634
56550,34.9014434814453,17.3865509033203,27.5656561313827
56700,34.1626358032227,17.4222621917725,27.5353086842237
56850,33.2704200744629,17.9136829376221,27.5777188584252
57000,34.1653251647949,16.5758571624756,27.4954924044498
57150,33.9921569824219,16.7652778625488,27.4742822508156
57300,32.7032470703125,17.1645622253418,27.438699871472
57450,32.7099571228027,17.2833099365234,27.3548743604462
57600,34.0206413269043,17.7448024749756,27.542065791166
57750,33.0253791809082,17.8434371948242,27.2872817077593
57900,32.0677337646484,17.3253440856934,27.4630046503921
58050,33.707103729248,16.7792339324951,27.5780574047828
58200,32.963809967041,18.3776016235352,27.5458354826266
58350,32.4274291992187,17.9342956542969,27.367083606317
58500,34.0494384765625,18.5044631958008,27.569918538529
58650,33.8218574523926,17.2182693481445,27.4192164093364
58800,33.013729095459,18.2809886932373,27.3660053046107
58950,34.7516212463379,17.463737487793,27.6720625048056
59100,32.2950325012207,17.6680927276611,27.4100212215436
59250,34.0656967163086,17.9559516906738,27.4306563153112
59400,34.111328125,16.6402282714844,27.4734168202308
59550,34.277416229248,17.1608104705811,27.7386047024762
59700,33.8743782043457,18.7434883117676,27.670552564332
59850,34.915210723877,17.5586376190186,27.5768242239991
60000,34.3835525512695,18.1061305999756,27.4878532863899
60150,33.1686172485352,18.2399940490723,27.528447266225
60300,33.011905670166,18.0807399749756,27.6090819980856
60450,34.2396926879883,17.8730850219727,27.3868901984374
60600,32.8760185241699,18.0594959259033,27.6219917115676
60750,32.9542083740234,17.4328269958496,27.5215031256854
60900,33.677318572998,18.1068935394287,27.5012770559798
61050,33.4596138000488,17.5720653533936,27.4443466230824
61200,33.8034553527832,17.4899673461914,27.6205393636861
61350,34.1769943237305,17.3976402282715,27.5512819461719
61500,34.5405387878418,16.85719871521,27.5375920679042
61650,33.3124084472656,16.9937343597412,27.6461947600404
61800,33.309398651123,18.1044292449951,27.7232030903854
61950,34.137565612793,17.2786197662354,27.7008715877535
62100,34.1815757751465,17.6076774597168,27.6664498623501
62250,34.3648452758789,17.7699184417725,27.7431937554419
62400,34.7006530761719,17.349027633667,27.6862940000044
62550,35.2524032592773,17.5439338684082,27.8321154577179
62700,32.8279113769531,17.4778175354004,27.4489549824363
62850,33.6670074462891,17.9674015045166,27.7456343942504
63000,32.9433784484863,17.6199226379395,27.6669452689045
63150,33.5572547912598,17.5546646118164,27.5449983285601
63300,32.2191123962402,17.7384929656982,27.539593035058
63450,32.494197845459,18.1029644012451,27.4804754223367
63600,32.6672515869141,17.5221672058105,27.4905349132552
63750,33.8737373352051,17.5353298187256,27.4652623510786
63900,32.8960189819336,16.9114112854004,27.4530561686
64050,32.6968879699707,17.5058269500732,27.4861314823985
64200,33.5395736694336,17.2012920379639,27.7267095938173
64350,34.4374046325684,17.6784553527832,27.5070785453136
64500,33.1295547485352,16.8635215759277,27.7579850065062
64650,32.8121795654297,17.5891628265381,27.753085264569
64800,32.9109039306641,17.8225173950195,27.7410668953138
64950,31.7799072265625,18.0531940460205,27.3508045608035
65100,32.9746589660645,17.2878894805908,27.6743100307625
65250,33.7971954345703,17.6573467254639,27.6708390749871
65400,31.6072006225586,17.3834781646729,27.3404539824556
65550,32.2696495056152,17.2227306365967,27.6574957568356
65700,33.2074317932129,17.3179473876953,27.6049552892173
65850,32.8187255859375,17.156810760498,27.634548010335
66000,32.8465881347656,17.4386825561523,27.5453576411527
66150,32.4413871765137,17.5081157684326,27.612023308177
66300,34.1714286804199,17.6988697052002,27.5966646079408
66450,32.987247467041,17.8232746124268,27.4246476251419
66600,34.1092071533203,17.3928127288818,27.3649641163448
66750,33.6334609985352,18.0637683868408,27.4996557156287
66900,33.0009117126465,17.3437557220459,27.5600504443799
67050,33.325569152832,17.2166500091553,27.4258218718093
67200,32.6029891967773,17.4039840698242,27.353271214488
67350,33.950756072998,17.7703342437744,27.7404083068776
67500,31.8157558441162,18.0505561828613,27.3580372025047
67650,32.844108581543,17.6253795623779,27.7188584846378
67800,31.6142597198486,17.9437675476074,27.5159535662276
67950,31.7273235321045,17.7230434417725,27.3866408006302
68100,33.5860595703125,17.6573543548584,27.5578423495529
68250,33.2231025695801,18.5664024353027,27.6165462713997
68400,33.5339317321777,17.9580745697021,27.482061219058
68550,32.0877990722656,18.4156665802002,27.7284824207114
68700,33.7235565185547,17.2762184143066,27.596761155456
68850,32.1498794555664,17.8720092773438,27.407639440402
69000,32.8469657897949,17.5847873687744,27.3811210348535
69150,32.6163024902344,17.6425857543945,27.5154063882122
69300,33.1157608032227,18.2026195526123,27.4559292051377
69450,32.3690490722656,18.8738746643066,27.5502058621049
69600,33.8234710693359,17.909538269043,27.4311346408315
69750,32.3368186950684,18.0831260681152,27.5224329027444
69900,33.5887794494629,17.9993743896484,27.5906745205702
70050,33.6743011474609,18.4656143188477,27.6883744950003
70200,33.7810096740723,18.5782852172852,27.5872267622063
70350,33.1569938659668,17.9236660003662,27.4843422615901
70500,33.1043586730957,17.4211044311523,27.6044809280016
70650,34.476734161377,17.3770980834961,27.704849345402
70800,33.6318511962891,17.2454280853271,27.5191201428414
70950,34.4241065979004,17.4432029724121,27.6324997498906
71100,33.6353569030762,17.7832279205322,27.4402812141522
71250,33.6429901123047,18.8824577331543,27.4937323406922
71400,32.0869445800781,18.1274318695068,27.4576829585547
71550,32.8073921203613,17.9753246307373,27.4618638704648
71700,33.4369926452637,18.1887130737305,27.3222824554539
71850,33.5339050292969,18.0011291503906,27.6104144848507
72000,33.4011878967285,18.527702331543,27.5753007579184
72150,34.1820793151855,17.774787902832,27.4360856263907
72300,33.9885025024414,17.50514793396,27.7307265730712
72450,33.4679183959961,18.2721500396729,27.482626172343
72600,32.9409065246582,17.9130668640137,27.4408454053733
72750,33.4881591796875,17.8559875488281,27.3464674716281
72900,32.4367065429688,18.5716953277588,27.362656717304
73050,32.5720710754395,18.5907726287842,27.4134184348447
73200,32.073314666748,17.6936454772949,27.4564897073587
73350,33.2644233703613,18.3659934997559,27.6956891288894
73500,33.179443359375,18.1563053131104,27.4726005961511
73650,31.4105663299561,18.5447978973389,27.2273806258203
73800,32.916561126709,18.0000171661377,27.399197522084
73950,34.5111274719238,18.5742454528809,27.657999989803
74100,33.4012680053711,17.9261817932129,27.6862891314061
74250,33.4841194152832,18.5699691772461,27.6574321147105
74400,33.9520950317383,17.3467884063721,27.559121268915
74550,35.2982978820801,18.6673679351807,27.6833411033009
74700,34.9331741333008,17.7918910980225,27.6522846413811
74850,34.3516311645508,17.4494495391846,27.8173887703599
75000,34.6111793518066,17.3615627288818,27.6969389650109
75150,33.3759422302246,17.692813873291,27.4273159581737
75300,31.4832992553711,17.2464714050293,27.387144980898
75450,32.4882202148437,17.794225692749,27.4242516072543
75600,34.0446472167969,18.3822898864746,27.3410234914577
75750,32.3814697265625,17.3204288482666,27.5015927172133
75900,33.831787109375,18.2118473052979,27.2530415812824
76050,34.1002655029297,17.7904415130615,27.5965714018499
76200,33.386775970459,17.7021884918213,27.4672162854682
76350,32.7338752746582,18.3855171203613,27.477638927418
76500,32.6903953552246,18.2301464080811,27.3657441649618
76650,33.4860000610352,18.4672870635986,27.5086538848347
