#Simulation Analysis Results CSV File 2020-11-25T13:54:43.561501
#Generated on structure: "frame1"
TimeStep,Torsion_psi,Torsion_phi
600012.0,-126.195,62.047
600112.002,-113.879,52.363
600212.004,-104.192,49.182
600312.006,-128.938,71.508
600412.008,-128.244,60.817
600512.01,-140.378,75.461
600612.012,-119.854,62.727
600712.014,-130.74,69.547
600812.0160000001,-118.121,61.53
600912.018,-139.535,62.172
601012.02,-119.39,37.404
601112.022,-129.062,71.751
601212.024,-109.373,83.306
601312.026,-105.562,58.623
601412.028,-128.431,75.578
601512.03,-113.852,60.192
601612.032,-119.967,61.231
601712.034,-137.99,68.712
601812.036,-109.769,57.596
601912.0380000001,-128.598,70.155
602012.04,-123.431,83.808
602112.042,-111.661,68.66
602212.044,-123.24,81.025
602312.046,-105.954,46.637
602412.0480000001,-113.196,64.149
602512.05,-116.564,78.0
602612.052,-103.558,44.075
602712.054,-106.79,58.232
602812.056,-119.441,81.205
602912.058,-117.868,38.457
603012.06,-120.597,75.891
603112.062,-123.77,68.378
603212.064,-124.593,79.389
603312.066,-111.568,61.793
603412.068,-128.423,79.863
603512.0700000001,-108.536,74.231
603612.072,-122.158,69.861
603712.074,-98.955,61.128
603812.076,-133.498,67.852
603912.078,-112.824,55.382
604012.08,-111.257,64.91
604112.082,-123.921,66.171
604212.084,-113.181,77.53
604312.086,-116.297,66.278
604412.088,-130.602,33.444
604512.09,-119.935,73.254
604612.0920000001,-129.859,65.197
604712.094,-105.25,55.677
604812.096,-123.063,74.666
604912.098,-113.823,52.137
605012.1,-114.555,75.395
605112.102,-109.155,47.944
605212.104,-105.711,57.295
605312.106,-106.831,64.101
605412.108,-109.694,59.944
605512.11,-116.816,64.182
605612.112,-116.962,75.206
605712.1140000001,-104.214,25.76
605812.116,-121.851,78.141
605912.118,-126.034,45.896
606012.12,-102.435,40.62
606112.122,-119.533,87.521
606212.1240000001,-112.655,56.007
606312.126,-115.725,52.071
606412.128,-112.59,51.897
606512.13,-111.538,62.447
606612.132,-95.23,52.331
606712.134,-100.143,62.252
606812.136,-116.115,65.623
606912.138,-120.961,86.243
607012.14,-106.364,55.886
607112.142,-136.236,75.93
607212.144,-122.034,67.877
607312.1460000001,-109.12,42.936
607412.148,-123.854,56.061
607512.15,-116.12,60.569
607612.152,-110.765,63.895
607712.154,-127.448,66.799
607812.156,-102.604,46.003
607912.158,-107.598,57.935
608012.16,-115.76,71.734
608112.162,-115.713,42.826
608212.164,-126.671,59.265
608312.166,-123.386,64.131
608412.1680000001,-104.604,55.297
608512.17,-119.605,62.087
608612.172,-108.334,52.22
608712.174,-115.458,46.468
608812.176,-118.972,50.063
608912.178,-97.654,61.505
609012.18,-116.202,56.317
609112.182,-119.339,74.15
609212.184,-113.235,62.393
609312.186,-124.094,58.849
609412.188,-119.161,52.658
609512.1900000001,-131.641,63.831
609612.192,-105.303,70.363
609712.194,-139.075,73.673
609812.196,-115.427,57.661
609912.198,-119.231,75.655
610012.2000000001,-117.633,56.765
610112.202,-126.922,59.762
610212.204,-120.338,62.476
610312.206,-112.79,61.808
610412.208,-129.563,61.343
610512.21,-138.051,72.427
610612.212,-130.868,69.023
610712.214,-104.387,66.352
610812.216,-106.399,54.19
610912.218,-120.735,55.528
611012.22,-127.496,49.616
611112.2220000001,-111.183,68.868
611212.224,-119.676,77.086
611312.226,-112.894,79.294
611412.228,-110.522,76.53
611512.23,-118.936,61.31
611612.232,-118.225,72.064
611712.234,-100.065,48.356
611812.236,-101.269,41.381
611912.238,-118.276,73.863
612012.24,-114.815,68.605
612112.242,-99.963,55.765
612212.2440000001,-117.634,69.46
612312.246,-100.452,21.194
612412.248,-108.858,73.482
612512.25,-104.934,46.155
612612.252,-112.766,54.539
612712.254,-111.305,66.792
612812.256,-118.427,89.719
612912.258,-119.845,61.836
613012.26,-105.724,50.803
613112.262,-129.611,57.215
613212.264,-115.748,57.167
613312.2660000001,-116.098,63.059
613412.268,-123.501,71.81
613512.27,-109.806,55.127
613612.272,-120.344,74.656
613712.274,-100.829,43.338
613812.2760000001,-117.123,61.126
613912.278,-98.972,50.272
614012.28,-104.054,59.669
614112.282,-119.647,80.166
614212.284,-93.507,62.561
614312.286,-113.63,54.205
614412.2880000001,-119.395,68.658
614512.29,-109.142,29.827
614612.292,-120.948,62.284
614712.294,-117.999,38.138
614812.296,-108.998,53.298
614912.2980000001,-132.222,56.548
615012.3,-125.488,56.717
615112.302,-104.72,42.542
615212.304,-117.595,57.876
615312.306,-120.422,61.571
615412.308,-122.189,66.219
615512.31,-113.788,58.415
615612.312,-104.58,34.905
615712.314,-120.511,57.409
615812.316,-120.102,45.086
615912.318,-116.861,52.94
616012.3200000001,-121.473,48.715
616112.322,-119.268,46.837
616212.324,-125.613,47.205
616312.326,-139.381,72.529
616412.328,-131.293,59.029
616512.33,-119.034,56.651
616612.332,-104.13,53.57
616712.334,-106.129,58.257
616812.336,-117.277,53.355
616912.338,-124.86,55.399
617012.34,-112.742,57.493
617112.3420000001,-135.399,71.742
617212.344,-109.137,69.985
617312.346,-96.522,51.06
617412.348,-122.526,67.424
617512.35,-119.452,57.69
617612.352,-119.718,60.127
617712.354,-108.894,64.98
617812.356,-133.464,79.52
617912.358,-117.767,58.156
618012.36,-128.846,64.558
618112.362,-118.699,69.406
618212.3640000001,-106.512,47.327
618312.366,-132.022,57.45
618412.368,-117.725,40.286
618512.37,-130.471,61.595
618612.372,-133.435,64.043
618712.3740000001,-119.116,73.144
618812.376,-108.456,41.068
618912.378,-121.614,54.302
619012.38,-134.975,57.678
619112.382,-124.024,72.203
619212.384,-112.545,37.685
619312.386,-118.933,51.84
619412.388,-112.112,56.162
619512.39,-126.356,67.324
619612.392,-106.837,63.939
619712.394,-99.044,70.63
619812.3960000001,-116.0,60.803
619912.398,-113.778,71.733
620012.4,-118.608,46.574
620112.402,-125.579,51.879
620212.404,-112.78,54.024
620312.406,-124.773,60.418
620412.408,-119.838,51.111
620512.41,-120.49,70.747
