#Simulation Analysis Results CSV File 2020-11-25T13:45:10.425500
#Generated on structure: "frame1"
TimeStep,Torsion_psi,Torsion_phi
0.0,92.844,-21.365
100.002,125.177,-41.907
200.004,118.966,-31.469
300.00600000000003,120.895,-37.045
400.008,114.964,-22.172
500.01,131.555,-59.378
600.0120000000001,119.119,-36.178
700.014,115.879,-46.109
800.016,128.076,-43.957
900.018,135.624,-32.232
1000.02,129.811,-49.924
1100.022,145.2,-48.952
1200.0240000000001,128.399,-42.637
1300.026,126.781,-39.134
1400.028,120.364,-41.182
1500.03,122.139,-37.846
1600.032,117.041,-48.941
1700.034,134.332,-71.134
1800.036,142.146,-45.648
1900.038,146.52,-44.408
2000.04,119.633,-22.468
2100.042,112.962,-27.891
2200.044,128.562,-53.514
2300.046,123.202,-24.649
2400.0480000000002,146.579,-45.984
2500.05,143.452,-45.418
2600.052,136.239,-45.735
2700.054,115.946,-21.465
2800.056,122.208,-46.149
2900.058,125.573,-33.205
3000.06,119.721,-53.424
3100.062,134.38,-34.407
3200.064,139.956,-56.919
3300.0660000000003,136.488,-55.217
3400.068,143.36,-53.83
3500.07,89.623,2.339
3600.072,142.83,-63.173
3700.074,139.668,-51.364
3800.076,133.502,-51.631
3900.078,126.221,-47.675
4000.08,128.136,-38.676
4100.082,136.791,-55.147
4200.084,143.248,-53.839
4300.086,127.071,-60.582
4400.088,139.421,-53.185
4500.09,125.383,-49.93
4600.092,127.323,-49.286
4700.094,141.587,93.781
4800.0960000000005,153.732,83.692
4900.098,155.782,73.385
5000.1,144.833,88.386
5100.102,153.779,105.425
5200.104,128.288,87.194
5300.106,150.758,73.633
5400.108,151.184,81.233
5500.11,156.073,87.836
5600.112,160.213,97.047
5700.1140000000005,153.056,107.206
5800.116,146.247,84.232
5900.118,164.647,93.262
6000.12,144.62,109.098
6100.122,131.291,102.167
6200.124,136.77,86.173
6300.126,144.583,78.935
6400.128,156.286,92.777
6500.13,156.474,86.134
6600.1320000000005,144.989,95.214
6700.134,141.504,104.678
6800.136,148.602,99.909
6900.138,133.615,119.435
7000.14,146.336,87.445
7100.142,156.225,80.73
7200.144,137.63,93.953
7300.146,145.716,89.85
7400.148,122.044,96.378
7500.150000000001,135.726,80.17
7600.152,152.513,113.71
7700.154,141.507,75.984
7800.156,140.006,102.409
7900.158,141.749,87.873
8000.16,132.603,90.017
8100.162,131.698,96.05
8200.164,151.12,74.758
8300.166000000001,156.052,82.45
8400.168,126.597,102.996
8500.17,122.498,93.038
8600.172,141.48,103.841
8700.174,140.764,82.538
8800.176,141.89,92.789
8900.178,143.612,87.882
9000.18,124.855,86.997
9100.182,120.191,89.082
9200.184,145.739,72.475
9300.186,110.15,95.663
9400.188,152.702,75.173
9500.19,143.919,66.566
9600.192000000001,155.398,97.238
9700.194,146.987,76.848
9800.196,142.484,68.584
9900.198,148.739,88.443
10000.2,157.629,84.622
10100.202,139.383,95.833
10200.204,154.598,96.151
10300.206,151.213,72.327
10400.208,129.089,99.103
10500.210000000001,145.022,71.545
10600.212,152.586,89.674
10700.214,150.374,89.028
10800.216,143.993,74.619
10900.218,147.245,91.7
11000.22,152.345,80.499
11100.222,151.129,73.211
11200.224,114.21,76.012
11300.226,80.377,54.986
11400.228000000001,124.792,79.264
11500.23,106.389,87.821
11600.232,118.787,78.369
11700.234,123.229,73.31
11800.236,141.047,72.634
11900.238,114.244,79.951
12000.24,86.838,76.505
12100.242,127.361,88.312
12200.244,102.836,82.048
12300.246000000001,100.354,76.554
12400.248,72.208,93.032
12500.25,109.335,83.654
12600.252,129.92,95.508
12700.254,114.092,89.115
12800.256,104.869,83.896
12900.258,129.655,98.991
13000.26,133.715,77.545
13100.262,126.207,76.036
13200.264000000001,110.351,67.25
13300.266,133.133,71.857
13400.268,137.799,64.797
13500.27,105.319,68.013
13600.272,130.992,86.922
13700.274,110.001,-23.699
13800.276,121.249,-45.954
13900.278,97.244,79.288
14000.28,110.714,71.467
14100.282000000001,78.789,69.529
14200.284,127.374,72.146
14300.286,126.415,59.566
14400.288,108.108,81.309
14500.29,99.507,77.84
14600.292,110.793,92.706
14700.294,116.076,78.608
14800.296,130.306,91.609
14900.298,111.321,84.092
15000.300000000001,118.811,73.827
15100.302,112.415,62.756
15200.304,113.334,64.639
15300.306,111.494,70.26
15400.308,118.485,78.241
15500.31,117.699,65.51
15600.312,104.775,86.874
15700.314,109.523,77.998
15800.316,95.318,67.321
15900.318000000001,92.093,37.087
16000.32,126.005,49.388
16100.322,104.261,90.061
16200.324,118.265,74.034
16300.326000000001,146.025,75.458
16400.328,93.27,93.454
16500.33,90.219,77.442
16600.332000000002,99.224,98.704
16700.334,104.885,98.492
16800.336,109.752,56.156
16900.338,109.722,64.373
17000.34,106.271,79.824
17100.342,101.314,85.841
17200.344,94.78,80.824
17300.346,136.124,81.896
17400.348,119.667,79.413
17500.350000000002,104.202,77.386
17600.352,112.412,71.985
17700.354,149.953,108.685
17800.356,142.616,96.627
17900.358,107.567,73.921
18000.36,132.488,85.174
18100.362,133.858,81.133
18200.364,126.626,72.684
18300.366,130.562,89.849
18400.368,119.819,76.232
18500.37,132.028,91.83
18600.372,135.395,93.96
18700.374,136.536,102.595
18800.376,117.092,7.165
18900.378,118.63,80.781
19000.38,138.922,72.165
19100.382,131.392,80.44
19200.384000000002,129.739,76.498
19300.386,121.802,89.47
19400.388,117.061,78.693
19500.39,147.256,87.869
19600.392,109.05,92.287
19700.394,101.64,81.429
19800.396,152.453,72.305
19900.398,129.415,75.922
20000.4,129.391,100.69
20100.402000000002,133.464,69.511
20200.404,123.046,76.344
20300.406,129.911,64.838
20400.408,133.029,94.094
20500.41,142.628,83.849
20600.412,160.72,77.704
20700.414,147.577,85.79
20800.416,157.818,49.533
20900.418,152.245,84.051
21000.420000000002,136.694,-49.906
21100.422,136.985,-62.642
21200.424,124.22,-23.391
21300.426,132.608,-50.145
21400.428,155.412,-67.577
21500.43,115.786,-37.146
21600.432,118.473,-19.827
21700.434,121.199,-44.824
21800.436,112.884,-34.06
21900.438000000002,130.97,-60.695
22000.44,122.803,-48.934
22100.442,113.523,-43.952
22200.444,129.503,-34.221
22300.446,135.4,-59.939
22400.448,107.372,-24.118
22500.45,143.119,-52.081
22600.452,144.604,-52.193
22700.454,129.637,-61.21
22800.456000000002,123.835,-40.957
22900.458,125.367,-36.283
23000.46,126.834,-50.685
23100.462,131.344,-38.079
23200.464,136.483,-32.552
23300.466,140.622,-72.621
23400.468,118.837,-42.813
23500.47,143.061,-49.462
23600.472,129.909,-55.513
23700.474000000002,139.531,-73.016
23800.476,135.827,-47.48
23900.478,138.724,-36.515
24000.48,140.301,-45.709
24100.482,119.306,-47.322
24200.484,140.632,-55.66
24300.486,137.784,-49.437
24400.488,120.95,-44.898
24500.49,131.558,-58.614
24600.492000000002,136.681,-33.76
24700.494,133.338,-34.668
24800.496,123.07,-34.387
24900.498,159.421,-63.602
25000.5,149.791,-38.861
25100.502,153.606,-43.899
25200.504,137.126,-42.342
25300.506,137.235,-39.321
25400.508,133.486,-48.486
25500.510000000002,136.227,-55.923
25600.512,120.959,-41.685
25700.514,115.963,-28.886
25800.516,115.838,-17.175
25900.518,144.497,-64.212
26000.52,149.719,-59.474
26100.522,136.33,-38.864
26200.524,121.828,-37.503
26300.526,131.811,-45.121
26400.528000000002,124.184,-58.9
26500.53,142.842,-49.876
26600.532,112.434,-27.611
26700.534,127.382,-47.675
26800.536,114.703,-37.955
26900.538,133.77,-44.72
27000.54,137.355,-37.343
27100.542,144.466,-44.538
27200.544,138.821,-56.083
