# Frame, Distance
0,23.314758
1,22.203268
2,22.800834
3,19.314910
4,22.696627
5,17.288911
6,21.585364
7,22.401099
8,18.885572
9,16.037363
10,19.993077
11,21.484158
12,25.037430
13,28.152294
14,25.001463
15,18.584099
16,14.374394
17,18.247225
18,17.094465
19,11.911170
20,17.783972
21,17.354345
22,17.249852
23,15.932028
24,16.769923
25,15.344944
26,20.651035
27,16.214979
28,17.434521
29,14.828310
30,16.743394
31,15.952099
32,19.341746
33,18.249704
34,20.539303
35,18.488421
36,17.974085
37,16.669648
38,16.643965
39,16.944430
40,13.766831
41,14.832783
42,13.356007
43,11.448485
44,16.000129
45,15.673609
46,15.956752
47,16.032646
48,20.214510
49,16.980837
50,18.005810
51,20.469577
52,13.852507
53,19.587718
54,18.476831
55,18.817859
56,13.352958
57,12.519479
58,11.813814
59,14.660319
60,14.053966
61,10.990430
62,13.014303
63,12.428662
64,10.636648
65,11.239415
66,11.650063
67,13.549965
68,10.887507
69,11.941824
70,12.552599
71,12.597613
72,12.074937
73,14.239141
74,11.380796
75,13.903408
76,12.772359
77,12.763225
78,15.300338
79,14.194465
80,13.706852
81,15.520507
82,15.764373
83,17.837718
84,16.365423
85,15.073401
86,16.556486
87,15.468273
88,14.543345
89,14.659852
90,12.894000
91,11.914200
92,13.744718
93,16.594782
94,16.567387
95,17.945923
96,16.256824
97,15.827394
98,14.144824
99,13.747134
100,11.233352
101,12.626310
102,10.838338
103,9.661176
104,9.980690
105,9.027444
106,7.603930
107,8.014608
108,7.911845
109,7.059507
110,10.594415
111,10.650246
112,13.637261
113,10.638683
114,9.794092
115,11.267380
116,12.616944
117,9.830903
118,11.904859
119,14.502803
120,11.219817
121,12.217331
122,12.086521
123,13.662655
124,13.967803
125,13.628711
126,11.167386
127,13.154634
128,12.550254
129,16.224483
130,11.715239
131,8.623752
132,11.340458
133,15.539514
134,12.400810
135,7.252532
136,7.210522
137,7.966570
138,9.036782
139,12.822662
140,13.687876
141,15.089723
142,13.338133
143,10.896112
144,11.536229
145,11.227219
146,12.578631
147,13.845507
148,9.373500
149,7.117275
150,8.236531
151,8.819069
152,5.776125
153,6.144090
154,6.106391
155,9.755190
156,12.959891
157,8.103021
158,4.193798
159,10.218156
160,6.876710
161,1.742400
162,3.975728
163,7.897535
164,0.872179
165,2.790728
166,4.531627
167,8.099777
168,10.885579
169,11.058639
170,10.429635
171,7.426832
172,7.004986
173,8.558387
174,9.373222
175,7.349439
176,6.808022
177,10.131690
178,11.563423
179,11.218972
180,8.964507
181,10.765880
182,8.263120
183,8.688106
184,9.858828
185,10.969148
186,11.344148
187,9.690669
188,9.535563
189,10.391359
190,9.441748
191,6.952622
192,8.268773
193,10.194622
194,4.861225
195,4.378028
196,7.331243
197,10.161437
198,11.673676
199,11.006021
200,12.488732
