# Frame, Distance
0,18.921373
1,21.090732
2,19.230838
3,16.770049
4,17.901866
5,18.092155
6,19.180127
7,21.018599
8,17.927718
9,19.503127
10,18.651493
11,18.103993
12,18.582852
13,15.717641
14,17.883810
15,18.108880
16,17.200866
17,19.183873
18,20.230662
19,20.321408
20,16.545817
21,18.181324
22,17.529592
23,17.041845
24,17.478775
25,15.304028
26,15.134930
27,15.889458
28,14.451599
29,17.454296
30,14.726282
31,14.743232
32,15.055127
33,13.173211
34,15.036472
35,14.376732
36,14.269373
37,14.059796
38,16.592042
39,17.011049
40,20.146218
41,15.255099
42,17.015613
43,16.874697
44,17.050408
45,18.092444
46,16.342563
47,16.529528
48,14.434901
49,15.030923
50,15.963239
51,18.068697
52,18.026232
53,19.578000
54,17.495380
55,15.899430
56,16.384134
57,20.452000
58,18.978458
59,17.838190
60,17.848338
61,17.606824
62,18.947486
63,17.747268
64,18.832986
65,17.549486
66,20.364113
67,16.398141
68,15.948120
69,15.425796
70,19.834437
71,18.728106
72,18.433028
73,19.815592
74,15.567746
75,16.376746
76,17.697655
77,17.734254
78,18.109599
79,16.746014
80,17.670070
81,16.972775
82,18.666063
83,13.927465
84,17.021993
85,19.272451
86,19.077261
87,16.175380
88,17.856176
89,16.756549
90,16.546077
91,15.261972
92,15.506465
93,17.321754
94,15.272465
95,16.674246
96,16.392732
97,16.086606
98,18.056577
99,17.590444
100,16.223500
101,15.494056
102,16.464754
103,14.432437
104,14.784345
105,16.854317
106,15.386845
107,15.758810
108,14.817866
109,14.092535
110,14.793204
111,13.187183
112,15.812401
113,14.969141
114,15.523366
115,13.044155
116,11.966035
117,12.074514
118,14.123430
119,15.375570
120,17.165775
121,18.721282
122,15.123704
123,13.906232
124,14.388303
125,15.034514
126,16.729754
127,19.421930
128,19.233338
129,17.339887
130,15.184211
131,15.983789
132,16.622697
133,13.229732
134,13.479901
135,13.096387
136,14.349373
137,13.375768
138,14.325134
139,12.149894
140,15.758859
141,12.929472
142,13.674479
143,16.412986
144,14.897732
145,14.603092
146,16.613775
147,14.380113
148,12.260803
149,13.802401
150,11.124394
151,13.233148
152,12.971796
153,13.831408
154,12.633134
155,14.069944
156,12.808754
157,14.532197
158,13.172085
159,15.152634
160,16.638486
161,14.479873
162,16.704887
163,13.310915
164,14.773451
165,18.006521
166,17.396472
167,17.357176
168,15.276254
169,16.192930
170,16.052775
171,18.154387
172,17.053535
173,16.718282
174,18.017817
175,16.085176
176,16.074493
177,14.388570
178,14.002725
179,16.151930
180,16.182824
181,17.117261
182,15.191761
183,15.467746
184,14.886359
185,14.162768
186,16.940401
187,14.953796
188,15.378845
189,17.094092
190,15.281718
191,14.592014
192,15.915324
193,15.557965
194,15.800789
195,15.796648
196,12.909901
197,13.010718
198,11.112401
199,11.717324
200,9.717408
