#Simulation Analysis Results CSV File 2019-01-24T09:22:49.977794,,,,
"#Generated on structure: ""frame000000""",,,,
TimeStep,Distance_FAD_C8M-FMN_C8M,Distance_FMN_C7M-Heme_Fe,Rad_Gyration_POR-glob,HBonds_ASL_2D6-POR
36150,29.9171314239502,22.0269107818604,28.4312722593122,8
36300,29.5359992980957,20.6489009857178,28.6324514380579,9
36450,29.3535461425781,21.6102313995361,28.5658359742463,12
36600,28.9346885681152,21.4415969848633,28.7102907219042,13
36750,29.4181785583496,21.7847805023193,28.5721910314319,10
36900,27.8695468902588,21.2358531951904,28.5506534965031,12
37050,29.3752994537353,20.992130279541,28.5765317630524,13
37200,30.0359230041504,20.5304698944092,28.7536860703887,12
37350,29.0710372924805,19.7710819244385,28.5645849845707,13
37500,30.1547012329102,20.3542652130127,28.5400983938902,12
37650,30.9771537780762,21.3989906311035,28.6524159275183,12
37800,30.2050609588623,20.2192974090576,28.6665904483829,14
37950,31.1503295898437,20.1895542144775,28.6153863955943,13
38100,29.1227569580078,20.0952072143555,28.5002222011372,9
38250,29.264799118042,20.2246589660645,28.598086069587,11
38400,28.3713779449463,21.1472797393799,28.5504074655392,11
38550,28.9712505340576,21.3608016967773,28.5293472662533,12
38700,30.2733497619629,19.5766525268555,28.6234576679525,14
38850,30.6629314422607,20.237585067749,28.4252480435841,14
39000,29.463062286377,20.7426471710205,28.8098822256111,12
39150,30.5940589904785,20.5356521606445,28.3823651944896,11
39300,30.1597995758057,20.5441055297852,28.5693061158883,12
39450,29.8863315582275,20.155611038208,28.7144771344629,12
39600,30.3108158111572,19.9053173065186,28.7147796523345,12
39750,29.8475971221924,20.0041332244873,28.654776986195,13
39900,30.1514987945557,20.5636539459228,28.7170711474069,12
40050,29.7436027526855,20.424560546875,28.6266728963734,13
40200,28.6856517791748,20.5231246948242,28.6955811568449,13
40350,28.7455253601074,19.8164730072021,28.5269126674605,12
40500,28.3018836975098,20.5988998413086,28.5529121552491,12
40650,28.8355197906494,21.0868473052979,28.6623555943496,12
40800,30.1381130218506,20.0015830993652,28.7911376871009,12
40950,28.1232204437256,21.0597953796387,28.5988153337371,10
41100,27.2911224365234,21.4246120452881,28.6848388109122,13
41250,28.9754524230957,20.6699047088623,28.5976101628491,14
41400,28.659631729126,20.1068172454834,28.4456815733762,12
41550,28.9418392181396,20.6288299560547,28.6777496788322,12
41700,29.3751277923584,21.1565895080566,28.538688173219,13
41850,30.3277568817139,20.607738494873,28.5999009528938,13
42000,30.0762100219727,21.4898815155029,28.8757944676737,12
42150,30.5444240570068,20.2936668395996,28.9183939398003,12
42300,30.1169185638428,20.4591274261475,28.6730299148677,14
42450,28.8022899627686,19.9675579071045,28.762590469593,12
42600,28.5185642242432,20.7628326416016,28.9855633024108,10
42750,29.01003074646,21.324764251709,28.6300734000323,9
42900,30.710563659668,20.7306213378906,28.668703252549,10
43050,28.3157825469971,20.9004650115967,28.649816842175,11
43200,31.7911167144775,20.0668678283691,28.6743734333483,10
43350,29.9079761505127,20.7823162078857,28.6334581783869,9
43500,29.7934226989746,20.6310787200928,28.5918643773844,13
43650,30.0484619140625,21.0956497192383,28.5714877456329,11
43800,27.8093700408936,19.8161487579346,28.5955024604576,12
43950,29.331184387207,21.410737991333,28.5179485229032,13
44100,29.2407188415527,21.1902618408203,28.5395675144443,16
44250,30.6576862335205,20.1084518432617,28.7420858093241,15
44400,29.0390167236328,20.0367527008057,28.9501174753022,11
44550,29.5685119628906,20.9655494689941,28.7398610319772,18
44700,29.3814239501953,20.7127285003662,28.5942874583296,16
44850,29.6456108093262,19.8715324401855,28.5241561267216,12
45000,31.1111831665039,20.2293033599854,28.7891072687246,15
45150,30.3295478820801,20.9989109039307,28.5653135819951,17
45300,29.8475589752197,21.4922790527344,28.6531719305878,14
45450,30.979907989502,22.0297298431396,28.5750647896232,11
45600,31.4092197418213,20.8584690093994,28.7587061176377,12
45750,29.737720489502,20.5635395050049,28.6942759571096,17
45900,29.9689979553223,21.8968944549561,28.6303682134376,13
46050,30.026086807251,21.0751953125,28.7295251906065,18
46200,29.0292186737061,21.4762401580811,28.7494432687585,15
46350,28.6593074798584,23.6273498535156,28.743491741649,15
46500,29.6532192230225,21.2306365966797,28.688256716048,15
46650,29.1413478851318,21.5948143005371,28.8030900189981,12
46800,29.0661468505859,20.5677680969238,28.9227378210538,11
46950,28.9698295593262,22.0707664489746,28.9218198528254,12
47100,29.1977252960205,21.6376323699951,28.6464604794574,14
47250,27.2439804077148,22.5266990661621,28.5883282505338,13
47400,29.1361846923828,21.1209182739258,28.8584920651212,10
47550,29.0192070007324,22.4924621582031,28.8000572353558,9
47700,29.4958305358887,20.6919345855713,28.7387814660105,12
47850,30.6173839569092,20.4237937927246,29.035365200362,10
48000,29.5090236663818,21.1303577423096,29.011491723373,8
48150,29.6281127929687,20.5467643737793,28.9095960205374,14
48300,29.375373840332,20.9796600341797,28.7756486281337,16
48450,29.3757839202881,21.4995651245117,28.928967004681,15
48600,29.3124923706055,19.9978313446045,28.9035628120169,15
48750,30.9290866851807,20.5158405303955,28.9484434554291,14
48900,30.3791599273682,21.6337223052979,29.1795001338985,12
49050,30.2213039398193,21.3932247161865,28.8468123185792,11
49200,29.3613834381104,21.0464782714844,28.8268158806672,12
49350,30.6244106292725,22.2211284637451,29.1029680208446,13
49500,29.4878692626953,21.5807113647461,28.7653722892403,13
49650,29.5057144165039,21.4053573608398,28.7112302494254,15
49800,31.5028610229492,21.4465942382812,28.881867441093,15
49950,30.1704845428467,20.9362182617187,28.897644691993,10
50100,30.5215454101562,20.9744186401367,28.9918928410918,10
50250,32.2733192443848,19.8493423461914,29.1144850057786,13
50400,31.2746868133545,21.3316268920898,28.9107761438777,12
50550,31.3996200561523,21.1894607543945,28.8412840507092,10
50700,31.8085517883301,20.9949722290039,29.0520076830771,13
50850,30.3478717803955,19.9282360076904,29.0208841286524,13
51000,31.5686492919922,20.026216506958,28.9061750435984,13
51150,30.899881362915,21.1593608856201,29.0259773752627,12
51300,31.5801258087158,20.8077411651611,29.0336333673393,13
51450,30.1782665252686,20.9687442779541,29.0419734054874,13
51600,31.6166934967041,20.4143123626709,29.1752150558586,13
51750,31.6603984832764,20.8764343261719,29.0589642827668,15
51900,31.8439311981201,20.041919708252,28.9648616228065,14
52050,31.9265556335449,19.4651565551758,29.0280038687921,13
52200,30.742000579834,20.3932628631592,29.3724238545005,10
52350,30.7522087097168,19.9619445800781,29.0762557235516,10
52500,29.6692504882812,19.6487846374512,29.0576653506321,7
52650,29.9733810424805,20.5679721832275,28.9642570521303,8
52800,29.3873443603516,20.5721263885498,28.8117824569755,9
52950,28.1394424438477,20.5850086212158,28.9268208955051,12
53100,30.1831798553467,21.2538871765137,28.9586733301608,8
53250,28.2087497711182,20.415735244751,28.9124319629241,10
53400,29.6397247314453,19.5951976776123,29.165104411369,7
53550,27.2285537719727,20.1087245941162,28.6772341713248,9
53700,28.0686798095703,19.6225776672363,29.1430946384491,6
53850,27.8209056854248,19.07350730896,28.8130516779492,8
54000,28.710355758667,19.7327461242676,28.9673760650535,7
54150,28.7953643798828,20.6068916320801,28.841038667109,8
54300,29.318826675415,19.3856296539307,29.0362480137484,9
54450,29.4365100860596,20.7352046966553,28.8396661493211,9
54600,28.3100929260254,20.5425682067871,29.0475304337992,10
54750,29.4952545166016,18.8807582855225,29.0751786736844,8
54900,28.4548988342285,19.566499710083,28.9757338607306,8
55050,28.9526519775391,19.2491283416748,28.898867232705,8
55200,28.3424663543701,20.8118782043457,28.9548584644346,11
55350,29.1516284942627,20.8066158294678,28.9550347525771,9
55500,28.5864753723145,19.3016147613525,28.9721464652885,11
55650,28.7698917388916,20.9224872589111,28.723435454992,13
55800,29.5712490081787,20.0320682525635,28.8953130679031,11
55950,29.1660575866699,19.2194519042969,28.9445932520213,10
56100,29.3587703704834,20.3837451934814,28.7358861358939,10
56250,30.9173984527588,19.8425693511963,28.9954672064565,9
56400,29.0226783752441,20.3051261901855,28.8134508715456,11
56550,30.2687435150146,20.7015266418457,29.0355610824017,10
56700,29.80055809021,19.613790512085,28.903273374441,9
56850,29.1735973358154,19.378173828125,28.9129934077936,11
57000,28.9613056182861,20.7194328308105,28.8215301978991,13
57150,27.9248485565186,21.5304183959961,28.8386003075759,9
57300,31.1503448486328,20.7115745544434,29.0155931074545,12
57450,30.2125129699707,20.9061470031738,28.9241408230045,9
57600,29.0104541778564,19.0999717712402,28.96109008979,10
57750,28.0085487365723,21.1829433441162,28.8599039497759,7
57900,29.0316963195801,22.1616134643555,28.850681349794,9
58050,28.1759815216064,21.116491317749,28.6158856748389,8
58200,30.4904918670654,20.7403583526611,28.9337299975538,8
58350,30.22682762146,21.2754440307617,28.9637142656077,8
58500,30.1814975738525,21.5167293548584,29.1342907370702,7
58650,27.15625,23.2845630645752,28.9008827435673,10
58800,29.0497035980225,21.9192562103271,29.0959385812586,8
58950,30.0931606292725,21.4970016479492,29.0600125384681,7
59100,31.4910831451416,20.3922233581543,28.9900644333664,7
59250,29.6699886322021,21.09010887146,29.070010482359,8
59400,28.9914512634277,21.5385322570801,28.9031872951623,7
59550,29.2673225402832,21.4315700531006,28.6763659587247,8
59700,29.652946472168,21.1861534118652,28.6126047131846,9
59850,26.1624507904053,21.4780673980713,28.4614428950614,8
60000,28.1637630462646,22.2920169830322,28.9577480265484,9
60150,29.5055103302002,22.3048229217529,29.1195174708168,8
60300,28.2707252502441,21.0418605804443,28.6355684018959,9
60450,28.4948482513428,22.8608455657959,28.7182001650419,9
60600,28.5550670623779,22.6074085235596,28.8413080801033,7
60750,31.899974822998,23.4569091796875,28.9455542342168,11
60900,29.0359745025635,24.0235996246338,28.9377574578914,10
61050,29.1863956451416,24.3955783843994,28.8750997516254,9
61200,30.4120597839355,22.8096694946289,28.8249122382026,10
61350,28.6862087249756,23.0238800048828,28.7482492942061,11
61500,29.0849914550781,22.6181697845459,28.9841755720661,10
61650,30.512975692749,21.3918399810791,28.9767447272401,8
61800,27.8552989959717,22.1078662872314,28.7693812891963,9
61950,28.9803428649902,21.878101348877,29.0445675776461,7
62100,29.4986248016357,21.7330131530762,28.8777463793004,8
62250,27.3221836090088,20.9328155517578,28.8245198950407,9
62400,28.5574073791504,21.786937713623,28.6216219792896,12
62550,27.929084777832,23.1531810760498,28.8718133740168,8
62700,27.8070907592773,23.1750373840332,28.8584346616203,10
62850,28.4289245605469,21.8262729644775,28.5637586400057,11
63000,26.3196620941162,22.4583930969238,28.6923472201779,6
63150,27.8986186981201,20.0250797271728,28.8314616022071,8
63300,27.4258651733398,21.4862575531006,28.7208370290066,9
63450,28.9244899749756,20.9593181610107,28.7975256782528,8
63600,28.2572650909424,21.333854675293,28.6214309542318,11
63750,28.9248657226562,20.9703121185303,28.8382544290711,9
63900,27.4658107757568,21.6825180053711,28.5978981984905,8
64050,29.9401760101318,20.6356506347656,28.6699834091672,9
64200,30.4464778900146,21.3685684204102,28.6138951817024,9
64350,29.1009922027588,21.0009860992432,28.5663642506017,7
64500,29.3233394622803,20.8514652252197,28.555111435541,11
64650,29.2317314147949,21.5449714660645,28.7633898281631,11
64800,28.8352661132812,20.718786239624,28.3960428586722,11
64950,30.3391761779785,20.2757835388184,28.4700818040986,12
65100,28.8645210266113,21.2887191772461,28.6308371057213,11
65250,30.3315525054932,22.45041847229,28.7089885728814,11
65400,28.6893672943115,22.4331550598145,28.6294388943838,11
65550,29.1461029052734,22.0161476135254,28.7532277308249,11
65700,28.5245952606201,20.7110061645508,28.6906867785969,10
65850,30.3039932250977,21.8217067718506,29.0408220076184,10
66000,29.1837120056152,21.3131637573242,28.699761161345,10
66150,29.7125835418701,20.7245464324951,28.8152587305198,11
66300,29.4885425567627,20.7730903625488,28.5895060763766,9
66450,27.7095317840576,20.446928024292,28.5224629044418,11
66600,29.1830940246582,21.4971561431885,28.6105402441675,10
66750,28.0955371856689,20.1546363830566,28.6944907924587,8
66900,27.9861717224121,22.0618915557861,28.5601883382113,9
67050,27.6018772125244,22.6297130584717,28.3956869408926,8
67200,29.6203575134277,22.1499557495117,28.5934283105686,10
67350,29.1457786560059,21.9654026031494,28.6820798458504,10
67500,25.8889827728271,23.7170696258545,28.3412876080502,10
67650,28.0064392089844,21.9436664581299,28.6116496584538,10
67800,27.6070461273193,21.9831695556641,28.4148282379187,9
67950,28.5440158843994,21.1124515533447,28.4554011781094,12
68100,28.3503608703613,21.4482955932617,28.5807932318858,12
68250,26.5941066741943,22.8844680786133,28.3944645206327,11
68400,29.3473052978516,21.7302207946777,28.6247917899179,12
68550,29.2005310058594,21.4353675842285,28.6633287177674,13
68700,28.0632553100586,21.589054107666,28.4157092878315,10
68850,29.0024280548096,21.1517715454102,28.6139028007518,11
69000,30.0591297149658,21.3579158782959,28.6544484990076,9
69150,28.9168376922607,22.7148876190186,28.6776241074417,12
69300,30.2954349517822,21.4919338226318,28.6473605178564,11
69450,28.9494075775146,22.3009433746338,28.8995556291097,13
69600,28.1599006652832,22.2265853881836,28.6477901311244,14
69750,30.532434463501,19.7850379943848,28.7222076994975,10
69900,27.7654857635498,21.4731788635254,28.7045338013844,14
70050,27.9411811828613,19.6280403137207,28.3905343698004,13
70200,27.3593559265137,22.9449234008789,28.6608421850138,12
70350,28.5993232727051,22.8645782470703,28.7052420587134,12
70500,30.0427627563477,21.6188430786133,28.698801955157,10
70650,29.9600982666016,21.6501426696777,28.6195221309521,12
70800,28.0351257324219,22.710277557373,28.551348212816,11
70950,29.3781356811523,23.1918525695801,28.9732605297747,10
