#Simulation Analysis Results CSV File 2019-05-27T14:40:22.164916,,
"#Generated on structure: ""frame001000""",,
TimeStep,Rad_Gyration_CPR_glob,Distance_FMN_C8M-FAD_C8M
0,26.104767908746,5.18803024291992
60,26.0697058082569,4.7453408241272
120,26.074994640816,4.55889225006104
180,26.2547957783047,4.1164116859436
240,26.1845042800658,4.10144281387329
300,26.1320376009206,3.95709085464478
360,26.119954067637,3.7678918838501
420,26.2517395063043,4.6013708114624
480,26.1105678203506,3.87674117088318
540,26.1751298398033,4.25904560089111
600,26.0660289334389,3.87396860122681
660,26.1267285438582,4.98960113525391
720,26.1358071387676,4.34034967422485
780,26.2424295160376,4.84632110595703
840,26.2268105749311,4.99598121643066
900,26.2398076201831,4.26507377624512
960,26.1756919298783,4.56229162216187
1020,26.2909027274336,3.64348483085632
1080,26.2337743020918,4.56826448440552
1140,26.1360045732051,3.79458403587341
1200,26.1171645737637,4.35157775878906
1260,26.2046047091789,4.45305109024048
1320,26.1273692978676,4.61064577102661
1380,26.2369391126398,5.17794418334961
1440,26.1046331719805,5.19594144821167
1500,26.1163850305623,4.37609624862671
1560,26.1523565524679,4.05477476119995
1620,26.1150073984651,3.62770128250122
1680,26.2121456698693,4.9249849319458
1740,26.1770666368669,4.90387201309204
1800,26.1613790862755,4.09868097305298
1860,26.1798644609375,6.15102767944336
1920,26.2165348818864,5.25658655166626
1980,26.2426212131327,4.98837423324585
2040,26.2465692646714,4.34709548950195
2100,26.2514109578126,4.93830299377441
2160,26.2537867558477,3.90540599822998
2220,26.1277629518056,4.86268043518066
2280,26.1290227182744,3.95246529579163
2340,26.2054452970099,4.34070730209351
2400,26.1879256178731,4.47304248809814
2460,26.1388513741629,4.50726890563965
2520,26.1486091296108,3.62369823455811
2580,26.1423581333678,5.23744440078735
2640,26.1017131282897,4.2333083152771
2700,26.147711895025,4.71523189544678
2760,26.1504271719421,5.32753467559814
2820,26.1313266114816,5.42926836013794
2880,26.199305996473,5.75973749160767
2940,26.2084528512825,4.59565401077271
3000,26.1805594190538,5.08568716049194
3060,26.2543715758306,5.41510009765625
3120,26.0864964372099,4.84410762786865
3180,26.1844462700814,5.49782133102417
3240,26.1215795724011,4.32481813430786
3300,26.1716030325074,5.55113220214844
3360,26.1198131057522,5.7575945854187
3420,26.1038089093589,4.97500085830689
3480,26.1785725730984,4.82520246505737
3540,26.215702649906,5.02334547042847
3600,26.1417397821596,5.13196134567261
3660,26.1159829131508,4.59803676605225
3720,26.2123280053281,3.39894342422485
3780,26.0699657850922,4.00006437301636
3840,26.104265398456,4.72681856155396
3900,26.1532310606314,4.56389045715332
3960,26.076711838243,4.30155372619629
4020,26.1625554801452,5.66210556030273
4080,26.0276562355227,4.23469209671021
4140,26.1794261173269,4.98331689834595
4200,26.1035399585032,3.93510842323303
4260,26.1010846941242,4.40349245071411
4320,26.0987455745605,3.65418982505798
4380,26.0477595022347,3.73536562919617
4440,26.2111097326215,4.05162286758423
4500,26.2414819660843,3.89604187011719
4560,26.2692259459734,4.35482120513916
4620,26.0762747156296,4.2743763923645
4680,26.0829141781192,4.72748184204102
4740,26.1407238910899,4.54185009002686
4800,26.0330119912852,4.61497068405151
4860,26.0028414590086,4.59704446792603
4920,26.0504059568445,4.93177366256714
4980,26.020226156869,4.61338090896606
5040,26.0302376181509,4.55353975296021
5100,26.0403170614674,5.61494636535645
5160,26.0838372450348,3.970534324646
5220,26.0505185732937,3.98739790916443
5280,26.0487918373607,3.7532913684845
5340,26.1131209656948,4.05571556091309
5400,26.0115061804825,4.42618036270142
5460,26.0262011772235,3.903977394104
5520,26.042194390488,4.57491874694824
5580,26.0232736196273,5.67509603500366
5640,25.9847158619022,4.0011191368103
5700,26.0773070789359,3.9265501499176
5760,26.0643466269474,4.43764734268189
5820,26.0169539670993,4.03719758987427
5880,26.1013287366708,3.97321605682373
5940,26.0964171080406,5.2021951675415
6000,26.0867275254876,4.22377252578735
6060,26.0611011024281,4.00199890136719
6120,26.0836599690537,4.00110340118408
6180,26.04286623393,4.02179384231567
6240,26.0966954491669,4.81733798980713
6300,26.0814483858834,4.55282592773438
6360,26.0987839414993,4.14762783050537
6420,26.090190561419,4.08149909973145
6480,26.0526240653901,4.23240756988525
6540,26.0586933959021,4.35728883743286
6600,26.0411709708504,3.78684949874878
6660,26.0835675913586,4.41169691085815
6720,26.0797492203001,4.13491535186768
6780,26.0916453617236,3.95924019813538
6840,26.025897363589,3.85459065437317
6900,26.0972142988327,4.12072229385376
6960,25.9723794998674,3.9817373752594
7020,26.1419165254278,4.51695775985718
7080,26.1368053172151,4.74548387527466
7140,26.1141527861236,4.04559898376465
7200,26.1650714391239,4.63343572616577
7260,26.256630098927,4.08533096313477
7320,26.0870817178732,4.34572887420654
7380,26.1778473541673,4.63433647155762
7440,26.0793585959607,3.93753218650818
7500,26.2701916688852,4.19144725799561
7560,26.2288809150412,3.77724146842957
7620,26.0977632653082,4.33500194549561
7680,26.1738279705675,3.61531543731689
7740,26.1860037185051,4.28729581832886
7800,26.2838351670892,4.36750221252441
7860,26.2915112261638,4.35061740875244
7920,26.3133604274819,4.23226261138916
7980,26.3646360231206,3.7991349697113
8040,26.3560706119895,4.30645895004272
8100,26.2446332844001,4.08670282363892
8160,26.2140989696207,4.48470544815064
8220,26.1578646458068,3.63686490058899
8280,26.1846853771471,4.92244291305542
8340,26.2137537976336,5.2306752204895
8400,26.182829166889,3.4847583770752
8460,26.2084390619069,3.89923715591431
8520,26.0708048462407,3.54854249954224
8580,26.174054597492,3.93206906318665
8640,26.1797898232109,3.97982597351074
8700,26.0831830709114,4.93943643569946
8760,26.2382550471816,4.52286624908447
8820,26.1885772109641,4.20538854598999
8880,26.1449233785126,4.64693641662598
8940,26.1378485240849,4.13002681732178
9000,26.2249022870189,4.07250022888184
9060,26.2548473870825,3.50673651695251
9120,26.2192082407418,3.97962212562561
9180,26.1865051549034,3.95766639709473
9240,26.2045713404964,3.69557309150696
9300,26.2284543624949,4.50268840789795
9360,26.1788070863871,4.76388549804688
9420,26.1077445753588,3.88549113273621
9480,26.145391656023,4.01045322418213
9540,26.1680571812794,3.40605282783508
9600,26.1212715166554,4.04951047897339
9660,26.2251759901488,4.77247905731201
9720,26.220340077444,3.99317669868469
9780,26.1936693958972,3.54590487480164
9840,26.0848074188108,4.03811979293823
9900,26.1734811380722,4.13726711273193
9960,26.1755817000706,4.31290149688721
10020,26.2751216361862,5.08407783508301
10080,26.2832019254613,4.57471179962158
10140,26.1843842448159,3.72799921035767
10200,26.1948837746551,4.53558969497681
10260,26.2060083051693,4.16454076766968
10320,26.1658374530215,5.15709829330444
10380,26.2613093767936,3.7726309299469
10440,26.2250999385158,4.06714105606079
10500,26.2351933736217,4.13947582244873
10560,26.1737009634082,4.00132989883423
10620,26.270896576603,3.80941128730774
10680,26.1668624788389,3.74174690246582
10740,26.092494775196,3.98474502563477
10800,26.1267110745511,4.38019132614136
10860,26.1267828149668,3.74810600280762
10920,26.1874245166159,3.68155574798584
10980,26.1744202537931,4.05456781387329
11040,26.2144775507022,4.75555562973022
11100,26.1343704744723,3.44031953811645
11160,26.1217880959678,3.70193123817444
11220,26.2471184502478,3.38125801086426
11280,26.261361914011,4.04717969894409
11340,26.2656144253591,4.31895923614502
11400,26.2681103631192,3.35277462005615
11460,26.2126443294914,4.42676115036011
11520,26.2302204189099,3.87823414802551
11580,26.260480491909,3.43351435661316
11640,26.1004203666622,3.50937676429749
11700,26.1292793246032,3.7440881729126
11760,26.1661727363775,3.67326092720032
11820,26.0495689836562,3.77805137634277
11880,26.0337322731382,3.76037311553955
11940,26.1295719139699,3.86571049690247
12000,26.0876863063344,4.47430467605591
12060,26.1243483823969,5.20574951171875
12120,26.126587600487,3.82275915145874
12180,26.2133195601371,4.13116121292114
12240,26.1108784163581,4.16079044342041
12300,26.1032143349204,4.18256616592407
12360,26.1242892127811,3.82134914398193
12420,26.0765578505442,3.86791038513184
12480,26.083466661915,4.13824224472046
12540,25.9977283264214,3.73366904258728
12600,26.0892874027359,4.26008701324463
12660,26.144287370689,3.34225249290466
12720,26.0635929963431,4.10446929931641
12780,26.0514050038079,3.57006406784058
12840,26.0644564258987,4.03237390518189
12900,26.0707263864935,3.86469841003418
12960,26.1048826350932,3.92199301719666
13020,26.0913030102332,3.88440656661987
13080,26.1181741397463,3.80034828186035
13140,26.1290010138062,4.66377878189087
13200,26.0704334342213,3.82176351547241
13260,26.0617492971834,4.08703660964966
13320,26.0386138378934,3.71029233932495
13380,26.1340929564286,4.69305038452148
13440,26.1470892409741,5.54080724716187
13500,26.2089495330948,4.64482641220093
13560,26.2143154838708,4.21537351608276
13620,26.1239208783933,4.32824182510376
13680,26.0235983697729,3.90115308761597
13740,26.0493187360805,3.87935066223145
13800,26.1454898181598,4.35831212997437
13860,26.0769102590575,5.19527816772461
13920,26.0802106335177,4.18186283111572
13980,26.1244100461623,4.22023868560791
14040,26.1247992164875,3.97631359100342
14100,26.2629096452179,4.13948678970337
14160,26.1757417865931,3.80264043807983
14220,26.1635296900291,4.28509569168091
14280,26.1354294053231,3.87967991828918
14340,26.209582924337,4.06464385986328
14400,26.1936330908982,4.25576496124268
14460,26.1722806580536,3.62611794471741
14520,26.1812274610972,3.83715677261353
14580,26.1170867874189,4.50352954864502
14640,26.1236839863872,4.22453117370606
14700,26.2145973527695,4.28671789169312
14760,26.1898071535597,3.796870470047
14820,26.1919786554271,3.80755758285522
14880,26.3309068751448,3.95302891731262
14940,26.309474864243,3.73925948143005
15000,26.3549247708932,4.33834981918335
15060,26.2793692714656,3.38656044006348
15120,26.3478771522095,3.85883164405823
15180,26.2853525328534,3.81387901306152
15240,26.3012881798695,4.92760705947876
15300,26.2464705544095,4.23282098770142
15360,26.278401622397,4.58011102676392
15420,26.1826619872767,4.06921434402466
15480,26.2423191214069,4.05794477462769
15540,26.1623532497949,3.89120149612427
15600,26.2632179109547,4.11171674728394
15660,26.3188533504024,4.3413462638855
15720,26.1581512330988,3.76214051246643
15780,26.2047193827643,3.62813115119934
15840,26.3522546147606,3.68677806854248
15900,26.3314835412934,3.6168212890625
15960,26.303126038032,4.11044025421143
16020,26.3521656948503,3.40606594085693
16080,26.2941449176166,3.96065831184387
16140,26.3408031221752,4.53657484054565
16200,26.3412173310734,4.06726408004761
16260,26.2859970275564,3.90908026695251
16320,26.1926935791154,3.21745133399963
16380,26.3421601860774,3.83828663825989
16440,26.2763644920434,4.21558237075806
16500,26.3034837342544,3.93170571327209
16560,26.2464647883732,4.2346715927124
16620,26.1697316307967,4.09969758987427
16680,26.1576552085569,4.35525989532471
16740,26.1447633168261,4.13939523696899
16800,26.1612917272309,4.90602254867554
16860,26.2550386526048,4.28517770767212
16920,26.2027113123547,4.65813636779785
16980,26.3245300961037,3.90617609024048
17040,26.1105109934894,3.67933869361877
17100,26.2256651497775,4.15834617614746
17160,26.2542446930593,5.05710554122925
17220,26.2813298352596,4.88094902038574
17280,26.2713892779532,3.7783727645874
17340,26.2117197093952,3.99342679977417
17400,26.2341117212075,3.89873337745667
17460,26.1955076303567,3.8219633102417
17520,26.1461611134255,4.18200206756592
17580,26.2445042846315,4.38117361068726
17640,26.2263725393383,4.32887983322144
17700,26.1040267245675,6.09006595611572
17760,26.2074245001948,5.08290433883667
17820,26.2018358178176,5.03614234924316
17880,26.2501730141029,4.56191444396973
17940,26.2667586296182,4.44575452804565
18000,26.199315214822,5.66793012619019
18060,26.211904931172,3.75288128852844
18120,26.2788679495268,4.11070442199707
18180,26.2783814939362,5.13180255889893
18240,26.239726139743,3.73774290084839
18300,26.2642319598689,4.24976778030396
18360,26.2069750235606,5.37280607223511
18420,26.2702216488243,4.36924839019775
18480,26.1739803309776,4.07352781295776
18540,26.3179675723082,3.7845630645752
