#Simulation Analysis Results CSV File 2019-05-27T14:40:22.164916,,
"#Generated on structure: ""frame001000""",,
TimeStep,Rad_Gyration_CPR_glob,Distance_FMN_C8M-FAD_C8M
18600,26.119891252361,4.57834768295288
18660,26.1553330147997,4.62682342529297
18720,26.2392722922348,5.69629430770874
18780,26.3110942953472,3.9587767124176
18840,26.1954552480538,3.864666223526
18900,26.2010460099617,5.01922559738159
18960,26.2378428305307,5.96296072006226
19020,26.2353107477601,6.91662693023682
19080,26.1975501843013,5.10615205764771
19140,26.3100399922335,5.00494575500488
19200,26.2603972574547,4.75686502456665
19260,26.1626824365276,5.75606441497803
19320,26.1536100529779,4.87121343612671
19380,26.1784837054492,5.07466077804565
19440,26.1848777591059,5.26052761077881
19500,26.2324151925122,5.32433891296387
19560,26.156952219514,5.48410511016846
19620,26.1373331022417,5.27847814559937
19680,26.2541515429514,3.86663484573364
19740,26.1637100614876,4.07483434677124
19800,26.0657735631547,4.34464979171753
19860,26.1668145809528,4.93776559829712
19920,26.2842237961127,5.35754871368408
19980,26.179771030015,4.71308326721191
20040,26.1383969875878,3.85272550582886
20100,26.1770299766771,4.6826171875
20160,26.2395984751472,4.181715965271
20220,26.2355578701413,3.74494957923889
20280,26.152171550738,3.94863390922546
20340,26.227123889937,4.57328414916992
20400,26.1866948120862,4.58727216720581
20460,26.1416968569647,4.17128276824951
20520,26.0540209097526,5.19085216522217
20580,26.1178217134759,4.5350341796875
20640,26.147899444356,5.32825756072998
20700,26.1182771976714,4.33621263504028
20760,26.1022319234652,4.46203660964966
20820,26.121715094518,4.11988830566406
20880,26.0491901863348,4.00038194656372
20940,26.1041390560506,3.79121446609497
21000,26.031191929916,3.65047478675842
21060,26.0268899993988,3.64088225364685
21120,25.9430713270373,4.06533908843994
21180,26.0424194779113,4.20334339141846
21240,26.1587469836121,4.44170713424683
21300,26.0999255029894,4.58120393753052
21360,26.1261067401816,4.32371091842651
21420,26.077850835493,5.25225019454956
21480,26.1430397620223,4.3555178642273
21540,26.1590078819446,4.00440788269043
21600,26.1355442102685,4.51450252532959
21660,26.0965733941703,4.1309084892273
21720,26.0615413232868,4.29955816268921
21780,26.1200547972935,4.38048505783081
21840,26.0510950137418,4.16253328323364
21900,25.9833253697469,3.82667541503906
21960,26.1648162413067,4.72322559356689
22020,26.2226643981921,5.03576040267944
22080,26.0899006259241,4.18814325332642
22140,26.1504417443451,4.12811422348022
22200,26.0803097022023,3.97627663612366
22260,26.1553022906445,4.52074480056763
22320,26.0666545832829,4.2672643661499
22380,26.1016337749936,4.37782335281372
22440,26.0942325862712,3.88145208358765
22500,26.1205797882419,4.56017112731934
22560,26.2768361037145,4.79726028442383
22620,26.2136377047507,4.05029964447022
22680,26.1683621418923,4.16324806213379
22740,26.2743508339338,3.80542182922363
22800,26.1436109192576,3.88553738594055
22860,26.1667959877055,4.88780450820923
22920,26.2061331236032,5.25830221176147
22980,26.2612114330983,4.70674276351929
23040,26.2418143554796,4.99044132232666
23100,26.218827271248,4.28409242630005
23160,26.1971555638612,3.97303676605225
23220,26.1334269652698,3.83692383766174
23280,26.1772924312781,3.59502935409546
23340,26.1825477681916,4.63137769699097
23400,26.2555439949629,4.47702121734619
23460,26.1982319930377,4.67852544784546
23520,26.1916703604428,5.1022629737854
23580,26.2196715603479,4.53145122528076
23640,26.3034971966111,3.81701636314392
23700,26.2704345421614,4.9520959854126
23760,26.2262375969317,4.20230054855347
23820,26.2621772983559,3.91245985031128
23880,26.1555429847835,4.11287450790405
23940,26.226888056113,4.36375284194946
24000,26.2083976410319,3.81933856010437
24060,26.177650459026,4.00028800964356
24120,26.167730536676,4.81203460693359
24180,26.1826984674695,4.52539777755737
24240,26.2255081098647,4.59431743621826
24300,26.3039446820161,4.3795428276062
24360,26.2733123288058,3.87765574455261
24420,26.2541266840341,3.82452440261841
24480,26.2255506427447,4.77775001525879
24540,26.1217592569173,3.68968367576599
24600,26.1317637485585,4.55001449584961
24660,26.1717456954188,4.50493383407593
24720,26.2401675875628,4.5791072845459
24780,26.183070462233,3.97831201553345
24840,26.2145366179254,5.8033390045166
24900,26.1671953785219,6.16850185394287
24960,26.2818912645504,6.26901578903198
25020,26.1929279315925,5.61045646667481
25080,26.1355437878413,5.78881549835205
25140,26.1271788419736,5.26518535614014
25200,26.1918331543054,4.43518352508545
25260,26.1665329682424,4.42331981658936
25320,26.1904143889018,6.96941137313843
25380,26.1781388917686,7.23383378982544
25440,26.2488891359947,6.90988922119141
25500,26.2656276740366,5.35501623153687
25560,26.1958312058238,5.71983861923218
25620,26.2746577610573,4.69186019897461
25680,26.270509158597,4.61473655700684
25740,26.2610023726123,4.22600603103638
25800,26.345267232398,4.00003099441528
25860,26.3493544320462,4.09511661529541
25920,26.2329375043458,4.76556301116943
25980,26.2901562180215,3.41137218475342
26040,26.1920444288196,3.57067847251892
26100,26.2002924809501,3.9598696231842
26160,26.1831217006714,3.75598335266113
26220,26.2370322709682,4.19401454925537
26280,26.1516339560745,3.63868594169617
26340,26.1123871889862,4.30517339706421
26400,26.1754922020991,4.02182149887085
26460,26.2460602724401,3.94426012039185
26520,26.178303160122,4.75978517532349
26580,26.277308203077,5.38107585906982
26640,26.1750859501923,4.37185382843018
26700,26.1943558735096,4.89277696609497
26760,26.2329075613572,3.86118221282959
26820,26.2732695505456,6.03784227371216
26880,26.1805257277099,4.16880941390991
26940,26.2157975447405,5.29599952697754
27000,26.1723033607231,5.60074186325073
27060,26.17475882802,6.25169706344605
27120,26.188364787679,5.04739904403687
27180,26.2392188427979,5.29362535476685
27240,26.174004045379,4.27039051055908
27300,26.1176347228861,5.06246280670166
27360,26.0679064967042,5.23359394073486
27420,26.0808413515686,5.31637096405029
27480,26.1252630548926,4.9401273727417
27540,26.1327885813714,5.7901930809021
27600,26.2314933100051,5.1618914604187
27660,26.2752147345363,4.03607273101807
27720,26.2938133369421,5.31563520431519
27780,26.3671263279669,5.04190587997437
27840,26.352273013825,5.37617206573486
27900,26.3102627817277,6.42091369628906
27960,26.2091175980116,5.27883434295654
28020,26.3191042474346,4.34688997268677
28080,26.3248369187746,4.57861137390137
28140,26.3838488116057,4.50155925750732
28200,26.3665674214314,5.00454568862915
28260,26.324362572482,5.23163938522339
28320,26.3007655371964,4.0740065574646
28380,26.2312543475564,5.04701280593872
28440,26.2311760622138,4.65975952148438
28500,26.2304668120172,4.70211029052734
28560,26.2432170449568,3.94058656692505
28620,26.2650808988936,4.6919732093811
28680,26.2172400700619,3.53706383705139
28740,26.1696038781591,3.75555634498596
28800,26.2039310663574,4.27894878387451
28860,26.1432362057681,3.98929166793823
28920,26.1932820300688,4.78445386886597
28980,26.216347334186,4.17267656326294
29040,26.1510130428155,5.66446399688721
29100,26.0863780682743,4.59708023071289
29160,26.1812509204941,4.54913425445557
29220,26.1207094810408,3.89243984222412
29280,26.2182404210808,3.70856738090515
29340,26.2407514195269,4.94237089157105
29400,26.192321220064,3.9442024230957
29460,26.1062664200112,4.77264070510864
29520,26.1900734005304,5.88915729522705
29580,26.1385357265832,5.37360191345215
29640,26.1698460420612,4.2497181892395
29700,26.0658466924665,4.74484300613403
29760,26.1011856398695,4.25642776489258
29820,26.0272876858586,3.87705516815186
29880,26.0833656798273,3.99853491783142
29940,26.0054329604398,4.50422048568726
30000,26.1472499117663,4.33955478668213
30060,26.1398425704571,3.58006072044373
30120,26.1004632875811,4.99876403808594
30180,26.0698759877988,3.98041892051697
30240,26.0816764094744,3.64341878890991
30300,26.1467576130459,4.57029485702515
30360,26.119060559699,4.3253116607666
30420,25.9988556956261,5.58220815658569
30480,26.0674911191707,5.67665481567383
30540,26.080382988034,6.27733659744263
30600,26.1424858726364,5.11846303939819
30660,26.0845460686825,4.64443445205689
30720,26.0789701609761,4.98985910415649
30780,26.1709874681582,4.28950119018555
30840,26.2212457231809,4.68831586837769
30900,26.1247579320166,4.56416797637939
30960,26.1674110233529,3.58085632324219
31020,26.1655560209041,3.86253571510315
31080,26.2010638399031,3.67280626296997
31140,26.1645389540354,3.86951494216919
31200,26.2024560146986,4.61572980880737
31260,26.1678398485257,3.97658705711365
31320,26.2839828138437,4.31491708755493
31380,26.0960665113277,4.54805707931519
31440,26.2072690774298,4.42061233520508
31500,26.1075904582944,5.27549839019775
31560,26.1847284990048,4.46334409713745
31620,26.2733292633907,4.52085208892822
31680,26.1512323701496,4.17174911499023
31740,26.177207208964,3.79535365104675
31800,26.1871640324618,4.09958505630493
31860,26.1566272477619,3.67181873321533
31920,26.201354112908,3.93637704849243
31980,26.1388806953925,4.06185102462769
32040,26.0964420928764,3.73682618141174
32100,26.1362461407739,4.61663246154785
32160,26.0935104887416,3.80449676513672
32220,26.1177599216539,3.66698479652405
32280,26.1126327380262,4.16750001907349
32340,26.3149575686785,5.10600852966309
32400,26.1883195922131,4.15364933013916
32460,26.1506545659218,4.70766496658325
32520,26.2569966947666,4.78114700317383
32580,26.2523341862693,5.39358949661255
32640,26.2717308185133,5.50919198989868
32700,26.1759849359122,4.44191837310791
32760,26.3516052325787,6.58715009689331
32820,26.2155907611627,4.57267427444458
32880,26.2799694417502,5.45003747940064
32940,26.1786150702629,5.949791431427
33000,26.2158113237673,4.28681373596191
33060,26.2487492035702,4.55504894256592
33120,26.261553947214,4.54915809631348
33180,26.275610117719,4.81287240982056
33240,26.2140993038121,4.21167707443237
33300,26.1798702254353,4.69424200057983
33360,26.1701203261473,4.2740626335144
33420,26.0856274925556,4.06685876846314
33480,26.071645665025,4.54227447509766
33540,26.2529684708299,4.63050413131714
33600,26.2230179638892,4.06961059570313
33660,26.1260869951693,4.81865644454956
33720,26.1064790357231,3.56404113769531
33780,26.1849188341294,4.46951818466187
33840,26.1518562456716,3.75140571594238
33900,26.0687955913407,4.22977304458618
33960,26.2334631970486,3.63978719711304
34020,26.2273430972742,4.55872821807861
34080,26.3406930456334,3.64006185531616
34140,26.2158685589517,4.47337102890015
34200,26.199651938155,3.53494930267334
34260,26.1627503443713,4.72381496429443
34320,26.1963314649976,4.78542566299439
34380,26.1162101965199,3.92801237106323
34440,26.1909800819539,3.61644411087036
34500,26.2234103391697,3.52753067016602
34560,26.2540203778073,3.85923933982849
34620,26.2670638452022,4.15036773681641
34680,26.1300512035713,4.00228357315064
34740,26.0923852011582,3.68870663642883
34800,26.1228754108824,3.90912675857544
34860,26.0716788934549,3.56375169754028
34920,26.1543839784794,3.94929504394531
34980,26.1667078836135,3.57618856430054
35040,26.1945842459383,3.51012420654297
35100,26.172970238016,3.65363717079163
35160,26.2062570462001,3.76117658615112
35220,26.1555718673896,4.03738164901733
35280,26.2616321024715,3.87439036369324
35340,26.2944909250503,4.38320922851563
35400,26.2573067444318,3.69808340072632
35460,26.2240182719114,4.14507532119751
35520,26.2370305133414,5.91368865966797
35580,26.3729528080705,4.76129102706909
35640,26.2096809858909,5.27373266220093
35700,26.1530211544819,4.32892322540283
35760,26.2574497128592,4.11224031448364
35820,26.2369168501018,3.58958721160889
35880,26.1967365329027,3.80195236206055
35940,26.1580354775625,5.43544721603394
36000,26.2525255207927,4.85327672958374
36060,26.2294329810029,4.52694416046143
36120,26.2178838525521,4.69230794906616
36180,26.3488504123909,3.90219473838806
36240,26.2754081944428,4.31967544555664
36300,26.2665946364701,4.22413349151611
36360,26.2504839375265,4.90083980560303
36420,26.2562161207501,4.50547170639038
36480,26.3298356959022,4.36837387084961
36540,26.2451006761115,6.5298171043396
36600,26.2945320948246,5.95033931732178
36660,26.3034039548593,5.18397092819214
36720,26.3741501806842,5.00775384902954
36780,26.3159354153143,4.99332427978516
36840,26.355990998527,3.97223997116089
36900,26.350906119521,5.2649130821228
36960,26.3007207785876,3.99456524848938
37020,26.2930828529769,5.29090118408203
37080,26.283917913619,4.02137327194214
37140,26.2488676407531,4.68368864059448
37200,26.236478476447,4.69050264358521
37260,26.3080229345571,4.65129375457764
37320,26.3146444080038,4.63366317749023
37380,26.255080645858,5.52144336700439
37440,26.2589092134262,4.99100828170776
37500,26.1345313485482,4.85041332244873
37560,26.2451393315629,4.92010927200317
37620,26.2238861049149,3.80028772354126
37680,26.217571687701,4.62336349487305
37740,26.2419818696715,5.47907590866089
37800,26.3247786231087,5.09609889984131
37860,26.2218839060201,4.80549383163452
37920,26.2953601378392,6.52438497543335
37980,26.1971728313085,5.20654439926147
38040,26.1404740875479,4.66256141662598
38100,26.248620380214,5.30836534500122
38160,26.1688733746887,4.22523736953735
38220,26.1752666278935,4.27726888656616
38280,26.246350708221,4.26112699508667
38340,26.3175586396808,3.73658776283264
38400,26.2123795656854,4.11704826354981
38460,26.2591931533784,5.70909261703491
38520,26.1683835357936,4.50460910797119
38580,26.1603093366374,4.25551557540894
38640,26.2439165966533,4.27709341049194
38700,26.3235364826109,4.95539283752441
38760,26.3998650839737,5.3603663444519
38820,26.3577995890835,5.02218246459961
38880,26.4322913671805,3.74308204650879
38940,26.2475328736613,4.11710357666016
39000,26.3191981833086,4.36461973190308
39060,26.2273314012332,4.65271377563477
39120,26.1522355297773,4.11371564865112
39180,26.3574514313982,4.46245765686035
39240,26.3275629640944,4.59025049209595
39300,26.245996730867,4.17062139511108
39360,26.3705062379981,3.66108632087708
39420,26.3334779923372,4.0572829246521
39480,26.2129101253482,4.06539916992188
39540,26.1873774711807,4.35101509094238
39600,26.1287009223605,4.31824016571045
39660,26.2099674833885,4.35994911193848
39720,26.1967714388852,4.23894214630127
39780,26.0982167638861,5.41501331329346
39840,26.1782053245612,4.36898422241211
39900,26.1633171604835,4.50824022293091
39960,26.2429399041473,4.03149223327637
40020,26.2484149415124,3.56116795539856
40080,26.1454499846784,4.18622732162476
40140,26.1682751600943,4.94709825515747
40200,26.139582293613,4.03111028671265
40260,26.1408456114265,4.54382753372192
40320,26.1523412572254,4.01362466812134
40380,26.1541519025694,4.79895353317261
40440,26.2081375548856,4.93493843078613
40500,26.145435250757,4.37058162689209
40560,26.1911196738518,3.97827124595642
40620,26.2427570412277,5.55216550827026
40680,26.1563706974396,5.28847980499268
40740,26.1671648553623,4.55875539779663
40800,26.1014296738242,3.94194841384888
40860,26.0854994758795,5.33682823181152
40920,26.117827204964,5.33995342254639
40980,26.1987442247112,4.71903657913208
41040,26.1387414255244,4.99151420593262
41100,26.1430260601662,4.32807922363281
41160,26.1663146965511,4.28445768356323
41220,26.1175979356263,4.43828535079956
41280,26.1543148184418,4.66155052185059
41340,26.0739566680978,3.65310406684875
41400,26.0553544044099,4.47495889663696
41460,26.1712794051912,3.86145639419556
41520,26.2138902280898,3.87848019599915
41580,26.2195528298113,4.63758325576782
41640,26.2813966571894,3.97167706489563
41700,26.240951696632,4.63005304336548
41760,26.257548662924,3.65120649337769
41820,26.2658693598353,3.59052276611328
41880,26.1707378588091,3.94561266899109
41940,26.3049138145099,3.9119668006897
42000,26.3091712557835,3.92090821266174
42060,26.3019652355042,3.88418650627136
42120,26.2307338343074,3.77493572235107
42180,26.2678409119166,3.90974307060242
42240,26.1195267053329,3.81883406639099
42300,26.2202651295908,3.54193830490112
42360,26.1546662280296,4.54033327102661
42420,26.1754642100791,4.45613241195679
42480,26.1898318317032,3.42664408683777
42540,26.215601542439,3.79594421386719
42600,26.1605467747925,3.67786073684692
42660,26.1678539111633,4.75929164886475
42720,26.2045211905775,4.05143404006958
42780,26.1422527599557,3.89719724655151
42840,26.2306463223559,4.36438989639282
42900,26.2851311615127,3.46169185638428
42960,26.186289333395,4.71619367599487
43020,26.1725854081788,3.58924245834351
43080,26.1967171469901,4.41079044342041
43140,26.2233309293874,5.19948196411133
43200,26.2566398598232,3.96694350242615
43260,26.2124119342558,3.85225963592529
43320,26.2709812632388,4.56692457199097
43380,26.298090227557,3.88332533836365
43440,26.1965879814485,4.05577325820923
43500,26.262349488546,3.79131317138672
43560,26.1494837355884,4.44627046585083
43620,26.2264920705647,4.13310956954956
43680,26.2849332327451,4.09303140640259
43740,26.1653126595022,3.98405003547668
43800,26.2397870884947,3.93087720870972
43860,26.1538615232581,4.03490257263184
