# Frame, Distance
0,14.175308
1,13.482250
2,22.026516
3,23.613485
4,20.076886
5,13.216088
6,6.917693
7,8.529688
8,7.409672
9,8.606237
10,11.939414
11,15.786538
12,10.842000
13,12.465936
14,15.565613
15,18.888277
16,13.183716
17,19.822574
18,19.350432
19,22.405125
20,13.926162
21,17.612000
22,19.047710
23,13.062372
24,11.299674
25,11.629015
26,8.036987
27,8.864642
28,8.893816
29,10.587794
30,18.646487
31,13.964014
32,13.125371
33,14.077433
34,12.550725
35,15.039681
36,13.696828
37,10.041809
38,17.246730
39,15.564494
40,18.550305
41,17.125301
42,15.078578
43,16.367529
44,12.454811
45,19.475207
46,16.307095
47,20.538308
48,20.678881
49,17.470307
50,20.741588
51,19.159280
52,17.510910
53,18.835726
54,23.080605
55,15.168014
56,19.230493
57,17.450742
58,15.608023
59,15.626555
60,16.117559
61,13.394746
62,15.785307
63,20.584074
64,17.801351
65,20.633268
66,16.155384
67,22.140341
68,13.754826
69,18.163264
70,23.975510
71,23.302683
72,18.739442
73,16.514273
74,18.977361
75,17.533278
76,23.612207
77,22.940187
78,21.916550
79,21.998527
80,20.981007
81,18.800948
82,23.649488
83,20.340517
84,20.720121
85,18.582939
86,17.970221
87,21.080886
88,18.280460
89,22.977056
90,22.658221
91,18.571036
92,18.641427
93,25.902241
94,22.537939
95,24.815093
96,23.939771
97,22.818048
98,22.844357
99,24.803224
100,21.388316
101,20.465809
102,20.958088
103,20.047443
104,22.195223
105,24.335347
106,26.320191
107,23.895229
108,26.326912
109,25.164759
110,24.330719
111,22.860524
112,24.877067
113,25.709235
114,25.451711
115,27.051646
116,25.729816
117,23.850242
118,22.607240
119,23.712657
120,21.964157
121,15.760307
122,17.007354
123,21.466307
124,16.923304
125,14.543403
126,20.135748
127,25.020620
128,20.298796
129,21.150306
130,22.717221
131,23.922496
132,17.444364
133,18.144633
134,26.078865
135,25.590926
136,22.597825
137,24.459961
138,23.616450
139,25.308437
140,22.015679
141,24.238626
142,19.044772
143,21.288319
144,17.584980
145,19.601007
146,21.725425
147,16.677807
148,21.880172
149,22.895068
150,22.317037
151,21.766521
152,26.276534
153,23.500787
154,29.868195
155,26.164701
156,25.243930
157,27.453844
158,23.819953
159,27.229916
160,24.973483
161,26.873842
162,23.280567
163,22.273122
164,27.344597
165,26.012517
166,23.079154
167,16.957030
168,21.267236
169,19.410833
170,21.064871
171,23.658207
172,25.210211
173,23.419775
174,20.343123
175,20.162397
176,25.145000
177,23.710247
178,24.758296
179,25.861189
180,26.844381
181,28.136503
182,26.320020
183,27.580085
184,23.460791
185,27.734091
186,25.785128
187,27.919967
188,22.757592
189,26.516986
190,26.509697
191,26.192308
192,24.070831
193,24.027190
194,23.977655
195,25.302028
196,23.068567
197,27.314627
198,24.113873
199,28.326197
200,28.401141
