# Frame, Distance
0,18.578585
1,20.988225
2,21.977754
3,18.261063
4,16.033493
5,15.116077
6,15.930387
7,17.318908
8,17.430479
9,22.086373
10,22.145908
11,22.039310
12,20.647415
13,20.055303
14,20.691472
15,22.311380
16,22.142373
17,19.779232
18,18.904761
19,16.762676
20,17.812824
21,18.323852
22,18.779472
23,18.837606
24,20.145070
25,18.588577
26,14.955542
27,17.973218
28,19.290768
29,17.343704
30,15.489676
31,13.325739
32,13.056908
33,13.627014
34,10.541106
35,12.691718
36,16.450894
37,12.125627
38,13.634683
39,12.294599
40,13.688261
41,13.363345
42,14.561915
43,12.031162
44,16.860275
45,13.670331
46,16.433880
47,16.486310
48,13.921528
49,15.886190
50,16.656944
51,17.555401
52,14.854148
53,15.193556
54,16.240282
55,13.747401
56,12.319169
57,12.032275
58,13.373556
59,12.465606
60,11.126542
61,15.001606
62,11.770845
63,14.811662
64,15.279620
65,14.526768
66,16.307585
67,13.877852
68,14.955831
69,13.302986
70,14.324063
71,11.353176
72,12.874859
73,12.898570
74,13.119042
75,13.308521
76,14.239803
77,12.702859
78,14.250127
79,14.061092
80,16.677021
81,13.859500
82,11.702923
83,14.749648
84,15.257007
85,15.245303
86,14.367155
87,14.469852
88,16.395563
89,14.243923
90,16.816542
91,14.706669
92,14.912183
93,14.643768
94,15.060563
95,15.883972
96,14.036627
97,12.058683
98,12.724542
99,12.988549
100,13.122979
101,11.850894
102,11.896655
103,14.947077
104,13.434000
105,15.460261
106,18.469711
107,16.652408
108,16.787986
109,15.874887
110,14.231261
111,13.540796
112,13.909317
113,13.993627
114,10.822923
115,12.854211
116,13.076148
117,13.458662
118,12.972690
119,13.850986
120,13.460796
121,11.553676
122,14.475211
123,13.702331
124,15.422810
125,14.613859
126,13.869148
127,14.682444
128,13.049303
129,13.356852
130,12.733423
131,13.647007
132,16.132141
133,14.164437
134,10.544662
135,13.419859
136,13.973077
137,10.161620
138,12.160211
139,11.461789
140,10.880246
141,11.865162
142,10.838979
143,10.955063
144,13.119937
145,10.463479
146,13.080211
147,13.579796
148,15.469430
149,15.247718
150,13.953162
151,14.104282
152,14.163246
153,14.138937
154,12.966831
155,13.978162
156,12.645761
157,14.730472
158,11.983204
159,15.546408
160,16.582683
161,14.288873
162,16.978261
163,13.453077
164,11.958106
165,12.140542
166,12.283873
167,12.786655
168,12.489845
169,13.159021
170,13.351042
171,15.194162
172,17.592761
173,18.398486
174,17.486563
175,18.058655
176,18.659310
177,17.191338
178,19.152951
179,19.119225
180,16.854514
181,16.798162
182,18.698148
183,19.650662
184,15.232261
185,17.555155
186,17.621310
187,17.777683
188,15.939162
189,15.785535
190,15.838092
191,14.675838
192,14.280324
193,14.681641
194,14.298303
195,13.477810
196,16.145901
197,13.816915
198,14.726528
199,11.326338
200,14.068218
