# Frame, Distance
0,5.864101
1,12.159957
2,11.814549
3,19.078336
4,12.497372
5,21.424289
6,24.407972
7,21.974266
8,16.728289
9,17.271693
10,16.692608
11,19.761652
12,20.989736
13,18.345979
14,22.594503
15,18.660493
16,17.194324
17,19.176691
18,17.945979
19,21.204646
20,21.338028
21,21.304803
22,19.781535
23,20.397063
24,21.799669
25,22.852789
26,22.239739
27,15.739861
28,21.216711
29,21.807965
30,23.452373
31,23.825902
32,25.877839
33,24.505783
34,23.218824
35,24.717647
36,24.090321
37,25.726465
38,24.407586
39,24.334399
40,21.050546
41,22.149915
42,24.788746
43,25.861394
44,26.162014
45,25.738338
46,26.523734
47,27.501819
48,24.616797
49,22.531171
50,21.261510
51,22.774683
52,22.850000
53,21.625794
54,23.199879
55,24.255524
56,20.593514
57,19.677507
58,18.296141
59,18.877819
60,20.179014
61,18.910277
62,16.050843
63,16.925252
64,18.579929
65,18.823761
66,17.327978
67,14.421015
68,13.935596
69,16.097848
70,7.926277
71,14.768833
72,16.144320
73,17.400193
74,16.715896
75,10.488984
76,12.444424
77,15.212287
78,8.643878
79,12.706588
80,12.408861
81,9.992679
82,15.393034
83,15.473445
84,10.343847
85,4.083718
86,10.477328
87,9.451979
88,8.627038
89,8.743311
90,9.643275
91,10.430470
92,10.803434
93,12.432353
94,19.141739
95,15.476951
96,15.806466
97,15.063500
98,12.446316
99,17.858378
100,12.911781
101,12.898530
102,11.357353
103,11.186923
104,12.944730
105,12.330154
106,13.363592
107,14.210552
108,12.432450
109,16.322544
110,15.404779
111,17.225411
112,14.495247
113,12.671669
114,12.213266
115,12.227133
116,13.729716
117,8.666324
118,9.606615
119,12.713718
120,11.616142
121,11.948486
122,12.489936
123,13.711800
124,14.932271
125,10.110054
126,17.677885
127,16.688818
128,13.861056
129,10.677241
130,15.454521
131,13.218411
132,16.408595
133,16.323912
134,11.629075
135,8.991863
136,15.427345
137,15.126899
138,11.031986
139,8.982570
140,12.045318
141,10.334050
142,12.174007
143,10.905240
144,4.484304
145,8.606785
146,0.446121
147,9.802200
148,11.154193
149,8.635043
150,0.369113
151,0.395237
152,2.704717
153,5.876310
154,0.688472
155,7.349789
156,7.070518
157,6.525465
158,8.178056
159,9.499035
160,7.297028
161,7.263746
162,6.379872
163,6.248296
164,0.268389
165,5.741829
166,5.317058
167,6.814627
168,8.382839
169,7.705535
170,12.421063
171,8.252511
172,11.678690
173,9.566261
174,11.563880
175,10.689648
176,9.177697
177,7.716049
178,8.814739
179,4.290099
180,3.471844
181,6.699908
182,6.469042
183,8.394690
184,8.922655
185,4.916204
186,7.245289
187,9.545211
188,11.755352
189,9.130394
190,9.349465
191,7.373736
192,10.125106
193,10.810324
194,15.325035
195,11.115465
196,10.895465
197,11.937754
198,12.107944
199,8.415838
200,11.428817
