Frame,Distance HEM800-RTZ602
0,9.4821005
1,10.622984
2,10.283364
3,10.856757
4,10.282296
5,10.702091
6,10.511566
7,9.937945
8,10.119419
9,10.388941
10,11.1545925
11,11.229242
12,9.869714
13,9.5508175
14,10.569281
15,10.480581
16,9.746394
17,9.967697
18,9.715867
19,10.118895
20,9.654811
21,10.453075
22,9.787524
23,9.659853
24,9.576776
25,10.207472
26,9.793325
27,9.979419
28,9.587908
29,11.267588
30,10.063337
31,11.093269
32,10.508506
33,12.068367
34,11.520707
35,11.474884
36,12.217777
37,11.907908
38,11.122091
39,9.544945
40,9.00486
41,9.402145
42,8.809012
43,8.707145
44,10.0754175
45,10.322693
46,10.759666
47,9.927057
48,10.565983
49,10.440874
50,10.048685
51,10.36773
52,10.267782
53,10.367132
54,10.338179
55,9.767662
56,10.527149
57,10.488681
58,9.614117
59,10.664405
60,10.630937
61,10.528205
62,9.646496
63,9.933704
64,9.884841
65,10.574924
66,10.019568
67,10.042329
68,10.2651825
69,9.428613
70,10.477084
71,10.082926
72,10.306298
73,10.465076
74,9.84865
75,9.837922
76,10.362508
77,9.980924
78,10.418785
79,9.936565
80,10.094883
81,9.994105
82,9.798423
83,10.2506695
84,9.776378
85,9.973269
86,9.922452
87,10.572986
88,10.544067
89,10.767212
90,10.848852
91,10.712675
92,10.101659
93,10.631701
94,10.044512
95,11.255655
96,10.85703
97,10.246145
98,10.868012
99,10.18304
100,9.930939
101,10.0833
102,9.819552
103,9.989635
104,10.373969
105,10.077953
106,10.675194
107,10.754593
108,10.384242
109,10.100562
110,10.434936
111,10.704697
112,10.98266
113,9.754219
114,10.861619
115,10.739983
116,10.596236
117,11.089048
118,10.715725
119,10.144022
120,11.406203
121,10.528821
122,10.745142
123,11.064664
124,10.829707
125,11.094426
126,10.717696
127,9.627578
128,9.898349
129,11.420629
130,10.895391
131,10.519875
132,11.276606
133,11.097069
134,10.084681
135,11.192242
136,10.301325
137,10.303895
138,10.218357
139,10.3818035
140,9.757312
141,10.837561
142,10.330483
143,9.984834
144,9.853489
145,10.285395
146,11.083924
147,10.576234
148,10.594669
149,10.64254
150,10.498914
151,10.469445
152,10.171598
153,9.475138
154,10.917103
155,10.456616
156,11.0655
157,10.539337
158,10.567057
159,10.105115
160,10.6568575
161,11.0180235
162,10.356934
163,10.8908825
164,11.305282
165,9.65742
166,9.023313
167,10.116739
168,9.719284
169,9.682571
170,9.332661
171,9.926585
172,9.299197
173,9.948297
174,9.236213
175,10.066651
176,9.404435
177,8.867093
178,9.367347
179,8.995664
180,9.738173
181,9.246402
182,9.360094
183,9.596991
184,9.176262
185,8.536415
186,11.17373
187,9.711534
188,10.216276
189,10.254595
190,10.530315
191,11.105904
192,10.946027
193,9.832546
194,10.916637
195,10.577613
196,10.358797
197,10.637806
198,10.623565
199,10.537715
200,11.143693
