#Simulation Analysis Results CSV File 2019-01-03T12:25:14.065076,,,,
"#Generated on structure: ""frame000000""",,,,
TimeStep,Distance_FAD_C8-FMN_C8,Distance_FMN_C7-Heme_Fe,Rad_Gyration_POR-glob,HBonds_ASL_2D6-POR
0,40.3527412414551,12.7396717071533,29.8635827426271,4
150,39.1771240234375,12.5148239135742,30.5618006289569,4
300,40.7231025695801,12.9423875808716,30.4041144143279,6
450,39.163990020752,13.5653381347656,30.0566090517383,6
600,40.3654441833496,13.1098928451538,30.0509622552909,4
750,40.7177734375,13.2540674209595,30.2535045075268,6
900,38.419677734375,13.9614324569702,30.1330856100142,4
1050,40.3793296813965,13.7648286819458,30.1111321244157,5
1200,41.146598815918,14.0655479431152,30.072216275334,6
1350,41.0068397521973,14.5320615768433,30.1959131620146,5
1500,40.5999450683594,15.0380802154541,29.7977408438375,5
1650,41.327579498291,14.6149778366089,30.424249533237,6
1800,40.4557838439941,15.0142364501953,30.5023505013466,4
1950,40.0184097290039,15.9790296554565,30.3862140660004,9
2100,40.5650787353516,14.0636682510376,29.9736250923258,6
2250,39.217414855957,15.6116962432861,30.0563200651935,5
2400,37.8574714660645,15.4745073318481,29.6516874970302,7
2550,38.604061126709,15.443585395813,29.5035399873419,6
2700,37.6421394348145,15.809178352356,29.4367361324531,7
2850,39.3791732788086,14.8497943878174,29.4538702303557,5
3000,37.8097953796387,15.4521903991699,29.0802573417377,6
3150,38.3287696838379,15.0904655456543,29.1624083984806,6
3300,36.7324295043945,14.9333772659302,28.8009176121538,7
3450,35.9960632324219,15.4505653381348,28.5907727901251,7
3600,36.1916389465332,16.1407413482666,28.6576762353377,6
3750,36.5141906738281,15.0055294036865,28.9113643557148,5
3900,35.4476509094238,15.6084327697754,28.4659273531352,5
4050,36.2062911987305,14.5868577957153,28.5014984662708,6
4200,36.0474967956543,15.2885513305664,28.5430379718067,6
4350,36.9912300109863,15.4127731323242,28.5857350722599,4
4500,36.4081954956055,15.8444585800171,28.6272787466969,4
4650,38.6886863708496,16.1200256347656,28.8946767783841,4
4800,37.7596855163574,16.2564926147461,28.7729838829679,2
4950,39.3815612792969,15.9649238586426,28.5663811669315,3
5100,38.8142547607422,16.1118812561035,28.9207704074891,6
5250,41.1361427307129,15.7814493179321,28.9510110487809,5
5400,41.5894813537598,15.3360357284546,28.8610946347963,7
5550,40.5178833007813,15.5166292190552,28.7760683160059,4
5700,39.332836151123,16.3818511962891,28.8149504579182,6
5850,39.9510841369629,15.7780179977417,29.1306332858998,7
6000,40.9237251281738,15.7381038665771,28.8881123119121,9
6150,39.8309745788574,16.0208740234375,29.1484958402829,7
6300,41.6726303100586,16.7405643463135,29.3956281230748,10
6450,41.7901496887207,15.4956979751587,29.2292525241685,9
6600,41.0256462097168,15.2883205413818,29.0468774194677,11
6750,40.3934211730957,16.0190505981445,29.1048486756199,12
6900,40.9024162292481,17.1698818206787,29.0061326585969,9
7050,41.1407508850098,16.9752101898193,28.753559669657,7
7200,41.4613494873047,16.3525924682617,29.0921934225736,7
7350,41.2795257568359,15.9300289154053,28.7807346222495,6
7500,42.4495315551758,16.3024559020996,28.9806760498667,6
7650,41.9956817626953,16.0343933105469,29.0931108338198,9
7800,42.7917976379395,15.5094919204712,28.78382520731,8
7950,41.1496696472168,16.1562385559082,28.84110304059,7
8100,43.0619354248047,16.67409324646,29.1939538625639,9
8250,42.0816078186035,15.9494676589966,29.0848939760306,7
8400,40.9410705566406,16.2712516784668,29.0619062119646,7
8550,43.0302696228027,16.4854621887207,29.1011988895962,10
8700,41.3708915710449,16.1652889251709,28.8471570755157,8
8850,42.5650482177734,15.0821762084961,29.1201343463702,8
9000,41.5334968566895,15.6217985153198,29.0504573859382,8
9150,42.8877754211426,15.1526517868042,28.7589693697227,9
9300,41.7396354675293,15.4666662216187,28.5393407636526,9
9450,42.7613220214844,15.2287492752075,28.7763914416066,7
9600,42.5000877380371,15.2962636947632,28.9142832086429,7
9750,42.4431533813477,15.1274366378784,28.85839867419,8
9900,43.9213371276856,15.7483921051025,29.1610102798069,11
10050,43.0486068725586,16.2147407531738,29.0268155603432,8
10200,43.6381721496582,15.1455087661743,29.0165030520479,6
10350,42.988941192627,16.0300159454346,28.6407069942978,7
10500,43.1598968505859,15.5569801330566,28.5892718027295,9
10650,41.2478485107422,15.0530014038086,28.5442541178239,10
10800,41.1293563842773,15.1504211425781,28.5836750133004,12
10950,42.503833770752,16.4118843078613,28.5411846072396,9
11100,44.2041778564453,15.6747598648071,29.0101808582548,9
11250,42.1888694763184,15.8786773681641,28.9329094164098,9
11400,42.1642227172852,16.402946472168,28.721867255098,7
11550,42.078914642334,15.8313760757446,28.5963638932998,7
11700,42.5045890808106,14.8251075744629,28.8004394407455,7
11850,41.7038040161133,15.3422479629517,28.8413216824163,5
12000,43.1952629089355,15.9447956085205,29.0153024863089,6
12150,42.6912956237793,15.2277240753174,28.8243260759161,4
12300,43.8124237060547,15.778413772583,28.8693763925739,9
12450,44.2439727783203,15.4941530227661,28.8620424301815,10
12600,42.9421997070313,15.6576871871948,28.9109862084834,8
12750,42.4519081115723,15.3385610580444,28.6174243651692,8
12900,42.3694267272949,15.7713298797607,28.6462989162828,9
13050,42.8478317260742,15.6915578842163,28.7293925097352,9
13200,43.1763763427734,15.6399154663086,28.597089739753,9
13350,44.0239105224609,15.6108293533325,28.8708566879804,7
13500,43.0761489868164,16.2814712524414,28.9287107928839,7
13650,41.6384696960449,16.2158832550049,28.8556248276281,6
13800,39.8969841003418,16.2974395751953,28.6127574241002,7
13950,41.6233177185059,16.003511428833,28.7570728108497,8
14100,41.7406005859375,14.8846654891968,28.7079675047992,7
14250,40.4560966491699,15.3729791641235,28.5780376784271,5
14400,40.8794898986816,15.9149055480957,28.2916334671029,4
14550,41.8997116088867,15.4434938430786,28.1031562342503,5
14700,40.4458885192871,15.6463851928711,27.9733691571138,5
14850,41.9489250183105,15.5273456573486,28.3541797896244,7
15000,40.9954299926758,15.3222885131836,28.2355854962591,9
15150,41.9782409667969,15.8373441696167,28.3599431151276,10
15300,41.6479225158691,15.6191005706787,28.3236157344412,9
15450,41.0942649841309,15.6603269577026,27.6938284549964,9
15600,41.2267303466797,16.904167175293,28.3836306565408,9
15750,40.8523864746094,16.9281234741211,28.1895948715589,9
15900,40.5962219238281,16.1059875488281,28.1826580562047,8
16050,39.4950675964355,16.162561416626,28.2482268528719,10
16200,39.805965423584,16.2192611694336,28.123627526619,9
16350,39.2892646789551,16.2328186035156,27.9231961500968,10
16500,39.893985748291,16.202808380127,28.0431230143888,8
