# Frame, Distance
0,21.555559
1,17.510782
2,15.411070
3,15.525211
4,11.611183
5,8.796336
6,0.510535
7,1.450935
8,4.392285
9,5.657176
10,8.676248
11,6.107028
12,10.402655
13,12.776782
14,13.173176
15,16.427191
16,20.074007
17,13.070887
18,8.675275
19,10.768211
20,6.721965
21,11.597597
22,4.752719
23,7.264711
24,5.169489
25,7.426013
26,7.926045
27,10.248029
28,8.498987
29,9.608865
30,12.368767
31,7.198370
32,4.079937
33,6.121262
34,13.947597
35,9.758027
36,2.157442
37,0.494897
38,0.811716
39,0.111121
40,2.329550
41,1.850119
42,2.186013
43,0.832305
44,5.565022
45,6.181713
46,4.973021
47,5.101469
48,1.794426
49,1.253220
50,5.337951
51,2.379117
52,2.677145
53,8.398705
54,4.023236
55,4.458566
56,5.625824
57,6.009352
58,4.474200
59,7.452306
60,6.942021
61,11.223739
62,11.559021
63,10.339686
64,16.852602
65,17.607918
66,15.584523
67,18.637469
68,16.081344
69,12.589523
70,16.853167
71,18.275927
72,22.104106
73,19.636345
74,15.967414
75,17.765247
76,19.871279
77,18.055979
78,18.691143
79,18.244275
80,15.966404
81,16.857298
82,20.104297
83,20.150807
84,19.828616
85,23.041497
86,17.490918
87,20.306732
88,18.916601
89,17.755074
90,21.465987
91,21.755691
92,24.463914
93,12.628268
94,13.702021
95,20.109298
96,19.090118
97,16.024206
98,18.436597
99,16.012730
100,16.349190
101,22.394650
102,19.570590
103,21.210036
104,16.954262
105,20.742806
106,23.618067
107,15.295796
108,17.393556
109,14.389239
110,17.352634
111,14.413246
112,18.357246
113,17.562317
114,17.030636
115,13.979711
116,18.485479
117,16.196472
118,19.198887
119,14.481577
120,14.136662
121,16.350113
122,15.512507
123,19.325152
124,18.136430
125,18.751028
126,18.223789
127,14.311408
128,18.174317
129,14.902873
130,15.935134
131,17.189655
132,17.919662
133,18.973493
134,21.729085
135,21.208261
136,24.422586
137,22.435818
138,22.848259
139,19.763972
140,15.924563
141,19.737042
142,18.175634
143,18.753704
144,14.447775
145,16.073627
146,15.232289
147,12.678542
148,15.092120
149,16.377866
150,16.916472
151,12.453655
152,22.916007
153,17.894803
154,19.056873
155,14.606606
156,17.386413
157,15.886204
158,12.275206
159,11.738713
160,16.536092
161,12.380613
162,13.163655
163,17.901345
164,16.741556
165,12.746296
166,9.005451
167,10.361599
168,13.599085
169,11.455993
170,14.718493
171,9.198500
172,9.125599
173,15.061865
174,15.248117
175,13.560944
176,17.363195
177,16.064664
178,15.694839
179,11.852246
180,13.354560
181,14.335063
182,10.736042
183,13.839549
184,17.379768
185,15.660782
186,14.816049
187,16.255944
188,13.716190
189,13.540782
190,17.527224
191,16.153729
192,19.267705
193,17.164563
194,20.621042
195,17.160380
196,18.424725
197,18.651458
198,14.172458
199,16.462894
200,14.440070
