#Simulation Analysis Results CSV File 2019-03-18T09:50:38.512985
#Generated on structure: "frame000000"
TimeStep,Distance_FMN - Heme,Rad_Gyration_CPR-glob
0.0,12.870538711547852,29.795821346867662
150.0,13.573241233825684,30.218971848251385
300.0,14.347256660461426,29.825909721663418
450.0,14.181254386901855,29.901049935074177
600.0,14.548694610595703,30.239849653567106
750.0,15.178201675415039,30.02362656220423
900.0,15.374869346618652,30.041007779688528
1050.0,15.182738304138184,29.928577341115197
1200.0,14.763073921203613,29.78113499035856
1350.0,14.955217361450195,29.806690373904118
1500.0,15.90478515625,29.75506078895097
1650.0,15.854564666748047,29.986010693340326
1800.0,16.81797981262207,29.75586494533856
1950.0,19.60073471069336,29.635166593678374
2100.0,17.146678924560547,29.74439613505211
2250.0,17.727384567260742,29.700372253562303
2400.0,16.937435150146484,29.658407237625088
2550.0,16.428892135620117,29.508841251321137
2700.0,15.48681354522705,29.473688398319755
2850.0,15.612139701843262,29.571294283536428
3000.0,16.127403259277344,29.68210203222509
3150.0,15.952455520629883,29.667860302873233
3300.0,17.017473220825195,29.71363744802886
3450.0,16.57295036315918,29.609789214963612
3600.0,16.275039672851562,29.767217805774635
3750.0,15.299113273620605,29.886193829726814
3900.0,13.384425163269043,29.964414162308703
4050.0,14.240915298461914,30.07158702743604
4200.0,13.786452293395996,29.94304767863027
4350.0,14.27446460723877,29.6267429846191
4500.0,14.692166328430176,29.63693687100856
4650.0,14.089165687561035,29.540803549771077
4800.0,14.212692260742188,29.524519295809526
4950.0,14.382905960083008,29.388965146335366
5100.0,14.233610153198242,29.384185550100337
5250.0,15.66950511932373,29.793843782768118
5400.0,15.39143180847168,29.37937529059253
5550.0,14.780570030212402,29.285056881765897
5700.0,15.57801628112793,29.51883712251701
5850.0,15.747023582458496,29.42259037447989
6000.0,15.245983123779297,29.392786870864374
6150.0,15.10204029083252,29.187507008218603
6300.0,15.687169075012207,29.328992292828516
6450.0,15.507287979125977,29.254825819375196
6600.0,15.567553520202637,29.371368897269644
6750.0,15.97750186920166,29.338317114317856
6900.0,16.20220375061035,29.4418697227256
7050.0,16.906078338623047,29.36133282462488
7200.0,15.794898986816406,29.03486247108714
7350.0,16.484479904174805,29.2533906343786
7500.0,15.59701156616211,29.14427177062293
7650.0,16.52330207824707,28.994254798020677
7800.0,16.45844078063965,28.982922040318417
7950.0,17.20326042175293,29.319775890200493
8100.0,17.451807022094727,29.00348771306171
8250.0,15.933140754699707,29.040151327086093
8400.0,16.530961990356445,29.036225534395427
8550.0,16.287982940673828,29.047726500513797
8700.0,16.669633865356445,28.979916485398157
8850.0,15.715855598449707,28.830833329714398
9000.0,16.775320053100586,29.1628755734608
9150.0,15.362813949584961,29.10173384001242
9300.0,15.873577117919922,29.21149460566767
9450.0,15.560335159301758,28.79910554905863
9600.0,15.41009521484375,28.971879891679848
9750.0,15.530529022216797,29.07326445446397
9900.0,15.041101455688477,28.841613406077464
10050.0,16.078798294067383,28.895203500646748
10200.0,15.920357704162598,28.702676463682685
10350.0,16.80811882019043,29.016557034361334
10500.0,16.377660751342773,28.921669513109553
10650.0,15.648164749145508,29.09742926518605
10800.0,17.295509338378906,29.03756489371322
10950.0,17.091039657592773,28.894464029812053
11100.0,18.9459285736084,28.971197606761212
11250.0,17.760587692260742,29.101064834165022
11400.0,17.45657730102539,28.936350608494187
11550.0,17.503408432006836,28.87325301752585
11700.0,16.20777702331543,28.644207503416474
11850.0,17.17351722717285,28.85076174543684
12000.0,17.18459701538086,28.78091994169092
12150.0,17.722055435180664,29.039597630889126
12300.0,18.34754180908203,29.048802614855905
12450.0,16.46905517578125,29.04205345907909
12600.0,15.932826042175293,29.025679674258306
12750.0,17.34644889831543,28.934989210391663
12900.0,16.57195281982422,29.249628469511045
13050.0,16.83928871154785,28.959154433296664
13200.0,15.758048057556152,28.60948708297703
13350.0,17.264272689819336,28.792212869309783
13500.0,16.780643463134766,28.66187084452593
13650.0,17.115633010864258,28.4896208310401
13800.0,17.207744598388672,28.644916051431526
13950.0,17.364587783813477,28.847743929618847
14100.0,17.61273765563965,28.72254355781214
14250.0,17.38936424255371,28.623525652876413
14400.0,16.151912689208984,28.885261545421947
14550.0,17.079214096069336,28.97835343048274
14700.0,17.318885803222656,28.785473047087205
14850.0,16.095890045166016,28.55506148962522
15000.0,16.53564453125,28.48381519545073
15150.0,15.889959335327148,28.614381636799717
15300.0,15.982928276062012,28.499697708965275
15450.0,16.389724731445312,28.48622801535949
15600.0,15.660016059875488,28.558561643773285
15750.0,16.657392501831055,28.687543523576817
15900.0,17.030685424804688,28.864101050479807
16050.0,17.333309173583984,28.651268416013576
16200.0,16.908525466918945,28.456979015580433
16350.0,16.78453254699707,28.42863057715225
16500.0,16.389713287353516,28.62660576159246
16650.0,16.89516830444336,28.739887589191603
16800.0,16.799217224121094,28.68726659758293
16950.0,16.917150497436523,28.707063304051292
17100.0,16.275493621826172,28.56881971155911
17250.0,17.104755401611328,28.748679108975804
17400.0,16.263071060180664,28.50210505102077
17550.0,16.785642623901367,28.276949314576935
17700.0,16.52395248413086,28.548394077653175
17850.0,17.875362396240234,28.53595218356094
18000.0,17.738128662109375,28.631467813009795
18150.0,18.05329132080078,28.515800506739122
18300.0,16.178558349609375,28.34403632280527
18450.0,16.75519371032715,28.251627856366248
18600.0,17.320466995239258,28.544237492556025
18750.0,17.165700912475586,28.724156775249742
18900.0,16.284015655517578,28.644568240718222
19050.0,16.773082733154297,28.775338720347175
19200.0,16.99579620361328,28.512394782615903
19350.0,18.316343307495117,28.68271248227102
19500.0,18.161014556884766,28.560593751195483
19650.0,17.52005958557129,28.453563556052195
19800.0,18.229734420776367,28.49291885544813
19950.0,17.695730209350586,28.74600999804781
20100.0,17.53164291381836,28.575960719444804
20250.0,17.38869285583496,28.60983983867641
20400.0,17.202472686767578,28.449267158475894
20550.0,16.930681228637695,28.881229414454523
20700.0,17.371671676635742,28.925265076309778
20850.0,17.66581153869629,28.662188823675315
21000.0,17.872467041015625,28.44247544335854
21150.0,17.00710678100586,28.71375688149366
21300.0,16.439477920532227,28.624030796478856
21450.0,16.980783462524414,28.53272753225617
21600.0,17.45360565185547,28.46007497561629
21750.0,16.197481155395508,28.571348813916572
21900.0,16.174732208251953,28.69792983845003
22050.0,16.699495315551758,28.552203200804893
22200.0,16.606300354003906,28.63765619200665
22350.0,16.73088836669922,28.577640229636042
22500.0,16.71004295349121,28.530584689756942
22650.0,17.266746520996094,28.539380734714996
22800.0,16.666337966918945,28.475751394638426
22950.0,16.776100158691406,28.529650480860678
23100.0,17.170324325561523,28.554374780654594
23250.0,16.251867294311523,28.263695527022392
23400.0,16.81867218017578,28.610084956815374
23550.0,17.3513240814209,28.492517734076866
23700.0,16.555320739746094,28.573630245689493
23850.0,18.5256290435791,28.536387471118914
24000.0,18.09220314025879,28.37950454101838
24150.0,17.562480926513672,28.62656261364807
24300.0,18.032236099243164,28.284849936571284
24450.0,17.9771671295166,28.185128803796385
24600.0,18.71021842956543,28.551133383302922
24750.0,18.43367576599121,28.460105346866552
24900.0,18.29180145263672,28.430895823645212
25050.0,18.723247528076172,28.36268101652391
25200.0,17.4229793548584,28.28008992761014
25350.0,18.377099990844727,28.406265224384047
25500.0,17.625272750854492,28.308526187545777
25650.0,17.640249252319336,28.457426980508387
25800.0,18.280893325805664,28.344552485038587
25950.0,17.940677642822266,28.321428548148205
26100.0,17.41067886352539,28.391703281587063
26250.0,17.0853328704834,28.36951094708129
26400.0,17.906156539916992,28.54878478682913
26550.0,18.647659301757812,28.318951433156027
26700.0,18.76231575012207,28.24634449801598
26850.0,19.358549118041992,28.5061083726009
27000.0,18.333683013916016,28.5678814754938
27150.0,18.62645721435547,28.353573145658583
27300.0,18.101423263549805,28.33763532858913
27450.0,18.144805908203125,28.419695143691207
27600.0,17.61726188659668,28.301363047200887
27750.0,18.614349365234375,28.379211260759188
27900.0,18.8267765045166,28.28297264783998
28050.0,18.27302360534668,28.408963420744797
28200.0,17.389556884765625,28.445334160745276
28350.0,18.39668083190918,28.532705199205555
28500.0,17.35755157470703,28.36689213390843
28650.0,17.70586395263672,28.095191614139406
28800.0,17.55703353881836,28.301936426837464
28950.0,18.22129249572754,28.474352065614266
29100.0,18.595088958740234,28.26082035720132
29250.0,18.0467472076416,28.019929347604993
29400.0,18.742902755737305,28.2820500709861
29550.0,18.240135192871094,28.03544509779347
29700.0,18.994068145751953,28.371746094632645
29850.0,18.59688377380371,28.345700635768488
30000.0,18.271034240722656,28.235962408776512
30150.0,18.410322189331055,28.378584144941062
30300.0,18.2196044921875,28.502728225998972
30450.0,17.652799606323242,28.265998103568997
30600.0,18.039640426635742,28.455767233944286
30750.0,17.9530086517334,28.42130445939346
30900.0,18.365816116333008,28.376272138435837
31050.0,16.45733070373535,28.424695628175318
31200.0,17.022781372070312,28.57821998795254
31350.0,17.43009376525879,28.467575257143018
31500.0,18.08881378173828,28.629765190937437
31650.0,17.607208251953125,28.325811028532783
31800.0,17.467952728271484,28.502812443026887
31950.0,17.8499813079834,28.434671707927663
32100.0,17.548179626464844,28.67006448220243
32250.0,17.71442985534668,28.4833474476812
32400.0,16.95840072631836,28.43486512050815
32550.0,17.75931739807129,28.45796634599331
32700.0,17.94063377380371,28.630755833741492
32850.0,16.47399139404297,28.30171803025026
33000.0,16.51314353942871,28.311749768866154
33150.0,17.179046630859375,28.47789891804075
33300.0,17.584598541259766,28.593662932106337
33450.0,17.291744232177734,28.35945389244844
33600.0,17.95844841003418,28.553740161209575
33750.0,17.763851165771484,28.478085865730485
33900.0,18.26967430114746,28.598143964340625
34050.0,17.178016662597656,28.58317912497261
34200.0,17.49793815612793,28.602809301927564
34350.0,17.5040283203125,28.634764558096325
34500.0,17.634613037109375,28.64551401448282
34650.0,17.83071517944336,28.6889442394292
34800.0,17.567298889160156,28.52224381203685
34950.0,17.456279754638672,28.549666229187512
35100.0,19.031391143798828,28.333358613098497
35250.0,18.475061416625977,28.446242424691444
35400.0,18.990633010864258,28.260552889722266
35550.0,18.210298538208008,28.589759915048425
35700.0,19.009716033935547,28.568230800847786
35850.0,17.912654876708984,28.51497481169735
36000.0,17.475448608398438,28.26647386616945
36150.0,19.07485580444336,28.4717463718733
36300.0,18.67427635192871,28.591520086487005
36450.0,18.93244743347168,28.44408272815527
36600.0,18.441646575927734,28.396409792025402
36750.0,18.54706573486328,28.538921659598714
36900.0,19.380130767822266,28.358002357868447
37050.0,19.043500900268555,28.48443696566715
37200.0,19.259811401367188,28.366669438711867
37350.0,18.54680824279785,28.23160483990232
37500.0,19.038204193115234,28.28235762974374
37650.0,19.24521827697754,28.470504588416976
37800.0,19.071578979492188,28.48414918663544
37950.0,18.68145751953125,28.64365811041984
38100.0,18.45264434814453,28.391314013554336
38250.0,18.52366828918457,28.567141932533456
38400.0,17.693021774291992,28.480749824657273
38550.0,18.43893051147461,28.550039406180325
38700.0,19.289106369018555,28.519309683752926
38850.0,18.78636360168457,28.338960957837042
39000.0,19.332929611206055,28.608286869395283
39150.0,19.155593872070312,28.646713144646096
39300.0,19.0606632232666,28.64316294693459
39450.0,18.270048141479492,28.635384807496223
39600.0,18.743806838989258,28.810378045045145
39750.0,17.786569595336914,28.605817816370553
39900.0,18.65247917175293,28.653199897076814
40050.0,18.149639129638672,28.682840160539005
40200.0,17.557981491088867,28.771921743942087
40350.0,18.516408920288086,28.76400809730734
40500.0,18.123844146728516,28.55086813659546
40650.0,17.246871948242188,28.576910558742096
40800.0,17.503597259521484,28.49196409221876
40950.0,17.721054077148438,28.626669043052
41100.0,17.651508331298828,28.68063434676446
41250.0,17.42959213256836,28.42410657289306
41400.0,17.750736236572266,28.658667460860066
41550.0,17.170269012451172,28.514375944890975
41700.0,16.925201416015625,28.61479940831475
41850.0,17.903799057006836,28.863313865688433
42000.0,17.8160457611084,28.757760653319643
42150.0,17.95414924621582,28.745649917189525
42300.0,18.677526473999023,28.882276457020264
42450.0,18.28986358642578,28.578969403169097
42600.0,18.346691131591797,28.668769867020924
42750.0,18.06438636779785,28.794070704523325
42900.0,18.0047550201416,28.703652324006757
43050.0,18.7541561126709,28.706938944403138
43200.0,17.086463928222656,28.729558306646858
43350.0,18.248294830322266,28.70049273973755
43500.0,18.788116455078125,28.833928934920767
43650.0,19.277992248535156,28.938236234740646
43800.0,18.620752334594727,28.808772096522414
43950.0,18.430723190307617,28.581792860524256
44100.0,18.23507308959961,28.686509422626155
44250.0,18.264902114868164,28.765197880228225
44400.0,18.860477447509766,28.85823797129485
44550.0,18.762048721313477,28.62390549687823
44700.0,18.280630111694336,28.595358801549345
44850.0,17.226572036743164,28.366129818482715
45000.0,18.123777389526367,28.68782326878323
45150.0,17.75489044189453,28.516820305441204
45300.0,18.758481979370117,28.413275627449977
45450.0,18.41170310974121,28.378259486358047
45600.0,18.060239791870117,28.530236777847268
45750.0,18.127071380615234,28.600615233062076
45900.0,18.698171615600586,28.734733582077904
46050.0,18.406076431274414,28.495589959303828
46200.0,17.93301010131836,28.610114953421444
46350.0,18.152870178222656,28.521616336347847
46500.0,18.184812545776367,28.578117715051153
46650.0,18.761903762817383,28.620171152649192
46800.0,18.560144424438477,28.814275885402857
46950.0,18.083276748657227,28.535365104294556
47100.0,17.71526336669922,28.69832907911979
47250.0,17.927644729614258,28.438090522777763
47400.0,17.640535354614258,28.350828983545966
47550.0,17.666454315185547,28.541275126066594
47700.0,17.63995933532715,28.60887937859101
47850.0,18.35723114013672,28.687488542687614
48000.0,18.380998611450195,28.285529411752886
48150.0,17.308483123779297,28.478532934912025
48300.0,17.34868812561035,28.601342561286653
48450.0,19.18408966064453,28.683169689649375
48600.0,18.789209365844727,28.60328169322656
48750.0,17.726520538330078,28.605312169676434
48900.0,18.10219383239746,28.710620989597395
49050.0,18.06162452697754,28.780194213684524
49200.0,17.322364807128906,28.81285085474385
49350.0,18.17618751525879,28.522633428369605
49500.0,17.910633087158203,28.614583926278037
49650.0,18.580095291137695,28.58349962663719
49800.0,18.642518997192383,28.605345468174587
49950.0,18.473857879638672,28.722638953360534
