#Simulation Analysis Results CSV File 2019-06-08T19:58:16.128330,,
"#Generated on structure: ""frame000000""",,
TimeStep,Distance_FMN_C8M-FAD_C8M,Distance_FMN - Heme
0,40.3028831481934,12.6874895095825
150,38.5599632263184,13.7276773452759
300,38.9300880432129,14.2793483734131
450,41.2850341796875,13.5923843383789
600,41.3011512756348,13.8898782730103
750,41.1744995117188,13.6457462310791
900,41.7421264648438,12.9507179260254
1050,41.8823661804199,13.6601314544678
1200,39.8669204711914,14.556752204895
1350,41.119010925293,16.2446823120117
1500,41.1374206542969,15.2035627365112
1650,42.956729888916,15.1146659851074
1800,41.6465606689453,15.5426731109619
1950,40.0842552185059,15.786901473999
2100,36.4821319580078,15.2430028915405
2250,38.8147010803223,15.3513994216919
2400,40.631721496582,15.3609533309937
2550,40.7358131408691,14.9217948913574
2700,40.0878868103027,15.0364332199097
2850,40.0389022827148,14.5037126541138
3000,38.1955413818359,14.4648666381836
3150,41.0873641967774,15.8347005844116
3300,38.8414421081543,15.6203422546387
3450,41.0066032409668,14.1145114898682
3600,40.1311683654785,16.0709342956543
3750,42.0387382507324,15.1097106933594
3900,39.4061317443848,15.4245834350586
4050,40.2283477783203,15.7241983413696
4200,39.5491065979004,16.2673435211182
4350,38.9056282043457,16.4485206604004
4500,40.2014846801758,16.9833126068115
4650,40.7033233642578,16.5239334106445
4800,36.5584259033203,16.8019313812256
4950,37.7223243713379,17.635591506958
5100,38.7808532714844,16.1444664001465
5250,38.5701065063477,16.5127201080322
5400,36.7944183349609,16.6615085601807
5550,35.6741561889648,16.6011295318604
5700,38.6695899963379,16.5293292999268
5850,37.8246688842773,16.7476100921631
6000,36.264965057373,16.5705909729004
6150,34.3395805358887,16.8049430847168
6300,34.9225616455078,17.6123123168945
6450,34.4455986022949,16.7785701751709
6600,34.5739707946777,17.4175033569336
6750,36.5692329406738,17.5266551971436
6900,38.3623161315918,17.0962772369385
7050,38.1154670715332,16.808464050293
7200,38.509952545166,16.5942916870117
7350,36.3301544189453,16.8827419281006
7500,39.5609436035156,16.908748626709
7650,37.4633560180664,17.0696620941162
7800,37.4708786010742,16.8194007873535
7950,37.6299705505371,16.8353652954102
8100,39.6126251220703,16.8512859344482
8250,39.0880546569824,16.9699382781982
8400,37.7351188659668,17.1677150726318
8550,38.6018104553223,16.4605121612549
8700,37.7190589904785,16.1206188201904
8850,36.9753150939941,14.9935188293457
9000,36.275691986084,14.8618507385254
9150,37.2234497070312,14.852991104126
9300,35.0349006652832,15.0657243728638
9450,35.9923629760742,16.151496887207
9600,34.9470977783203,16.4867935180664
9750,33.3459663391113,16.8288440704346
9900,35.9775238037109,17.1893692016602
10050,35.2685737609863,16.6684379577637
10200,35.6136856079102,16.3083724975586
10350,36.9184799194336,15.9244365692139
10500,36.6257743835449,16.3446884155273
10650,38.6635246276855,16.6091594696045
10800,35.5600395202637,16.588228225708
10950,36.7529754638672,15.7533330917358
11100,37.8452911376953,16.6387310028076
11250,37.6369514465332,16.5265045166016
11400,37.1176567077637,15.6177749633789
11550,37.6133346557617,16.5316524505615
11700,38.7785873413086,16.274320602417
11850,34.6825675964355,16.0079612731934
12000,37.996021270752,15.5400838851929
12150,37.1238479614258,15.8038730621338
12300,35.6711540222168,14.4991779327393
12450,34.9292182922363,16.02272605896
12600,32.9749908447266,17.7531833648682
12750,37.1111679077148,15.1524496078491
12900,36.3770637512207,16.9797039031982
13050,36.1226997375488,17.4871158599854
13200,37.3391456604004,16.7152614593506
13350,36.0023651123047,16.7001914978027
13500,36.3861770629883,17.1656246185303
13650,36.5199165344238,17.1395492553711
13800,36.1566505432129,16.1139659881592
13950,35.6156158447266,16.7342720031738
14100,37.0873413085937,16.0713214874268
14250,37.8489990234375,13.860725402832
14400,37.4357261657715,14.3367195129395
14550,34.6263236999512,15.1705131530762
14700,38.379753112793,13.2780466079712
14850,38.143497467041,13.7622394561768
15000,38.0915260314941,13.6172475814819
15150,35.8181915283203,14.2661409378052
15300,37.2445678710937,14.540337562561
15450,36.0643119812012,14.5992841720581
15600,36.2318115234375,14.7109689712524
15750,35.1748085021973,14.7097177505493
