# Frame, Distance
0,21.753664
1,18.437719
2,17.686155
3,16.295007
4,15.939086
5,16.412909
6,21.509303
7,22.560153
8,20.734636
9,17.968570
10,14.684493
11,17.746420
12,15.447473
13,18.484366
14,14.569782
15,12.464641
16,11.565676
17,14.175458
18,13.352930
19,16.803930
20,14.132007
21,16.372394
22,20.078868
23,15.213458
24,15.626434
25,13.612007
26,13.992979
27,12.531570
28,16.161423
29,15.185165
30,11.578566
31,11.887085
32,13.034261
33,14.983803
34,14.961486
35,11.033768
36,12.541876
37,15.693468
38,11.515434
39,9.374829
40,9.693864
41,8.361927
42,6.943500
43,8.423241
44,12.475255
45,15.788115
46,11.693112
47,9.338493
48,11.541437
49,11.829336
50,15.234371
51,13.575875
52,12.562190
53,14.886254
54,13.447163
55,9.553674
56,9.736070
57,12.393267
58,14.616081
59,13.890890
60,12.344387
61,10.850357
62,8.873616
63,12.258575
64,15.797072
65,15.478739
66,14.098299
67,13.479662
68,11.908076
69,11.621071
70,11.842616
71,15.939758
72,17.902108
73,12.796596
74,15.320300
75,16.637993
76,12.687399
77,16.056269
78,14.360259
79,15.249703
80,10.988071
81,8.440534
82,14.282527
83,11.112914
84,12.586799
85,16.553218
86,13.607426
87,13.979862
88,10.176211
89,11.677959
90,13.088069
91,15.902770
92,14.525664
93,14.485823
94,11.890709
95,12.127166
96,15.046778
97,13.850550
98,13.571914
99,9.991331
100,12.722127
101,12.520773
102,13.229669
103,10.154534
104,12.677745
105,10.223840
106,8.873667
107,15.185654
108,16.243374
109,13.003471
110,16.969644
111,15.392311
112,13.968850
113,10.174965
114,9.249303
115,12.768958
116,14.654759
117,17.946529
118,14.176771
119,12.741448
120,8.279220
121,13.348571
122,8.876458
123,10.234562
124,10.270099
125,8.843182
126,4.261260
127,11.943562
128,8.651020
129,12.121538
130,11.569894
131,8.151027
132,8.707194
133,3.652826
134,7.635327
135,8.011887
136,5.264248
137,8.591236
138,7.590176
139,8.853507
140,9.570829
141,9.098162
142,8.797218
143,8.721944
144,14.663423
145,10.179580
146,4.968923
147,6.454503
148,8.028035
149,10.990465
150,14.681359
151,10.217437
152,10.277176
153,6.120852
154,9.749028
155,6.572528
156,6.079606
157,3.977528
158,6.487007
159,6.688648
160,5.942951
161,5.925331
162,10.202803
163,11.095056
164,12.220203
165,15.154700
166,16.422993
167,11.460245
168,9.571227
169,13.065741
170,13.287283
171,7.041951
172,7.012254
173,6.312162
174,9.597559
175,12.521800
176,12.356401
177,14.470007
178,14.659711
179,14.480718
180,17.057340
181,15.993718
182,14.943071
183,13.342676
184,13.650845
185,14.290979
186,11.477190
187,10.860310
188,12.321007
189,13.534711
190,16.114577
191,13.241549
192,11.946818
193,9.756063
194,12.701711
195,13.411168
196,13.312551
197,11.410176
198,10.672514
199,12.812585
200,7.497077
