#Simulation Analysis Results CSV File 2019-04-26T18:19:48.849447
#Generated on structure: "frame000530"
TimeStep,Energy_Coulomb_Self_Unnamed,Energy_Coulomb_Solute_Unnamed,Energy_Coulomb_Membrane_Unnamed,Energy_Coulomb_Solvent_Unnamed,Energy_Coulomb_Other_Unnamed,Energy_vdW_Self_Unnamed,Energy_vdW_Solute_Unnamed,Energy_vdW_Membrane_Unnamed,Energy_vdW_Solvent_Unnamed,Energy_vdW_Other_Unnamed,Energy_Bond_Self_Unnamed,Energy_Bond_Solute_Unnamed,Energy_Bond_Membrane_Unnamed,Energy_Bond_Solvent_Unnamed,Energy_Bond_Other_Unnamed,Energy_Angle_Self_Unnamed,Energy_Angle_Solute_Unnamed,Energy_Angle_Membrane_Unnamed,Energy_Angle_Solvent_Unnamed,Energy_Angle_Other_Unnamed,Energy_Torsion_Self_Unnamed,Energy_Torsion_Solute_Unnamed,Energy_Torsion_Membrane_Unnamed,Energy_Torsion_Solvent_Unnamed,Energy_Torsion_Other_Unnamed,Energy_Total_Self_Unnamed,Energy_Total_Solute_Unnamed,Energy_Total_Membrane_Unnamed,Energy_Total_Solvent_Unnamed,Energy_Total_Other_Unnamed
6720.0,5911.3714199999995,-246.416702,-245.428522,-12092.9811,-48.816335,-1553.7803600000002,-86.5564362,-256.810183,-603.43073,6.54562975,2015.97794,0.0,0.0,0.0,0.0,5354.26329,0.0,0.0,0.0,0.0,2779.34037,0.0,0.0,0.0,0.0,46848.9397,-420.20111,-1361.30269,-20460.4731,-367.116067
6840.0,5891.9004,-252.108607,-212.704512,-12135.8705,-56.6508351,-1467.8507600000003,-96.0120341,-246.067675,-678.056346,6.48720742,2002.58403,0.0,0.0,0.0,0.0,5241.60978,0.0,0.0,0.0,0.0,2718.02958,0.0,0.0,0.0,0.0,46779.8765,-434.331458,-1412.93853,-20149.4583,-562.714028
6960.0,5916.27477,-249.381411,-221.71334,-12164.6957,-25.7107548,-1488.7493400000003,-93.0521888,-244.086436,-633.983086,2.16411283,2040.24481,0.0,0.0,0.0,0.0,5309.46993,0.0,0.0,0.0,0.0,2814.15829,0.0,0.0,0.0,0.0,46993.5073,-397.123267,-1432.27492,-20349.7083,-455.837903
7080.0,5915.113589999999,-257.250399,-268.017144,-12298.635,-31.6944047,-1577.5054099999998,-91.8771068,-247.229515,-462.974564,0.943473601,1999.08417,0.0,0.0,0.0,0.0,5265.98695,0.0,0.0,0.0,0.0,2731.15673,0.0,0.0,0.0,0.0,46829.9778,-429.81796,-1537.36623,-20277.9364,-495.717666
7200.0,5945.31422,-257.863344,-260.632447,-12105.9712,-51.2551036,-1452.4707000000003,-90.3587274,-254.465196,-679.048602,6.71118078,1938.31481,0.0,0.0,0.0,0.0,5260.88677,0.0,0.0,0.0,0.0,2741.10049,0.0,0.0,0.0,0.0,46746.0037,-427.91654,-1588.43127,-19990.9467,-614.625876
7320.0,5926.705250000001,-261.978864,-233.027478,-12144.78,-79.7286233,-1575.14154,-94.299287,-242.10313,-662.538247,12.8796596,2039.58863,0.0,0.0,0.0,0.0,5323.25546,0.0,0.0,0.0,0.0,2872.49868,0.0,0.0,0.0,0.0,47104.6526,-433.456931,-1397.3157,-20385.1167,-643.078982
7440.0,5854.0912499999995,-264.732641,-178.645647,-12272.5585,-102.355091,-1468.5794500000002,-87.5237257,-248.343814,-497.926888,10.2442706,1994.88029,0.0,0.0,0.0,0.0,5296.45961,0.0,0.0,0.0,0.0,2757.84258,0.0,0.0,0.0,0.0,46750.8879,-427.61313,-1270.94486,-20043.298,-740.000798
7560.0,5955.43521,-242.679287,-147.418967,-12383.1661,-124.25055,-1545.8324199999997,-87.959486,-242.16447,-514.907961,14.8448428,1900.84218,0.0,0.0,0.0,0.0,5372.15945,0.0,0.0,0.0,0.0,2792.85512,0.0,0.0,0.0,0.0,46847.3807,-400.431981,-1248.37817,-20184.8846,-946.96288
7680.0,5937.81201,-275.325026,-143.59615,-12362.7398,-123.113193,-1472.4856999999997,-76.0487857,-238.366324,-673.405404,12.5781432,2030.62865,0.0,0.0,0.0,0.0,5227.27313,0.0,0.0,0.0,0.0,2684.65037,0.0,0.0,0.0,0.0,46940.4911,-401.286807,-1288.80741,-20357.3256,-972.938528
7800.0,6017.218510000001,-236.50607,-152.977343,-12209.9914,-96.6247039,-1532.4438299999997,-96.3312183,-230.2784,-610.271608,11.7219971,2021.09279,0.0,0.0,0.0,0.0,5308.33679,0.0,0.0,0.0,0.0,2792.38379,0.0,0.0,0.0,0.0,47137.3425,-368.482831,-1286.8154,-20523.224,-739.33736
7920.0,5950.478000000001,-234.708237,-132.460196,-12359.9738,-98.7411777,-1508.5985099999998,-94.3823952,-225.547968,-518.685297,12.5795602,2024.05073,0.0,0.0,0.0,0.0,5250.37244,0.0,0.0,0.0,0.0,2713.59236,0.0,0.0,0.0,0.0,46946.558,-354.481249,-1277.86318,-20189.8075,-898.595404
