#Simulation Analysis Results CSV File 2019-05-23T17:03:29.802733,,
"#Generated on structure: ""frame000000""",,
TimeStep,Rad_Gyration_CPR-glob,Distance_FMN_C8M-FAD_C8M
0,26.3808954868704,4.35768842697144
100.002,26.3042971959084,4.00902318954468
200.004,26.3344015910321,4.28425931930542
300.006,26.2616614800504,4.37051248550415
400.008,26.3276177736208,4.23574066162109
500.01,26.3347923285908,4.32038307189941
600.012,26.2401632992466,4.11725330352783
700.014,26.2775623210871,3.9721360206604
800.016,26.4491881307081,4.2026047706604
900.018,26.2746182151464,3.96256446838379
1000.02,26.179231985372,4.64183378219605
1100.022,26.1592375485331,4.34816455841064
1200.024,26.1974532451192,4.65752124786377
1300.026,26.181758092735,4.11835670471191
1400.028,26.2243613641114,4.33084774017334
1500.03,26.29926786306,6.01123809814453
1600.032,26.3500606882484,5.64949417114258
1700.034,26.1585450879038,4.41774082183838
1800.036,26.2574083240582,5.23993158340454
1900.038,26.4043875114841,4.29167032241821
2000.04,26.2980456700425,4.40888833999634
2100.042,26.2816724517331,5.04378271102905
2200.044,26.1654846918038,4.86848211288452
2300.046,26.2509243774109,4.10644626617432
2400.048,26.2791796095581,3.72700524330139
2500.05,26.2913263315256,4.30655860900879
2600.052,26.3124369902568,4.4736795425415
2700.054,26.1872534167467,3.79835081100464
2800.056,26.1734284235178,4.00613451004028
2900.058,26.2874623552542,4.06134653091431
3000.06,26.242017508773,4.32777881622314
3100.062,26.2622099385467,3.88898682594299
3200.064,26.1665291743133,4.22460603713989
3300.066,26.2608421056205,4.23755979537964
3400.068,26.3176371590725,4.63494443893433
3500.07,26.4233897186791,4.42863750457764
3600.072,26.2877332855846,5.09637928009033
3700.074,26.2501116551289,4.24789333343506
3800.076,26.2892813074476,4.34312725067139
3900.078,26.299415912743,4.6014723777771
4000.08,26.3561479008462,4.23842620849609
4100.082,26.2398546342596,4.50617504119873
4200.084,26.338780395524,3.78480219841003
4300.086,26.2950218366357,3.88071846961975
4400.088,26.2635335190242,4.89051246643066
4500.09,26.3966354287658,4.30319166183472
4600.092,26.417128940651,4.63097953796387
4700.094,26.1841135467249,4.5365948677063
4800.096,26.3333453949713,4.5595817565918
4900.098,26.2463216211751,4.04696702957153
5000.1,26.4027880382181,4.0486478805542
5100.102,26.4389500551622,4.47514152526856
5200.104,26.2698258168731,4.69799709320068
5300.106,26.3349407014418,3.94795799255371
5400.108,26.24695796875,4.53862571716309
5500.11,26.2981017464878,4.61218500137329
5600.112,26.2707486449957,3.89207673072815
5700.114,26.3789489949937,4.33180999755859
5800.116,26.2876238710914,4.10452461242676
5900.118,26.4316550591719,3.73970937728882
6000.12,26.3749063780762,4.51394462585449
6100.122,26.4183564842312,5.11528873443604
6200.124,26.3519071988774,5.38201379776001
6300.126,26.3686104862139,4.24543952941895
6400.128,26.3804676891198,4.06778478622437
6500.13,26.3984977566683,4.52369737625122
6600.132,26.4621738664872,4.91111516952515
6700.134,26.4287764294705,5.13575887680054
6800.136,26.4708289887444,3.71479511260986
6900.138,26.3778884453583,3.87908482551575
7000.14,26.4530330385277,4.10296058654785
7100.142,26.3893049952324,3.78475689888
7200.144,26.3874821178872,3.65635824203491
7300.146,26.3637436851461,4.38888168334961
7400.148,26.3510253852876,3.99043774604797
7500.15,26.3947939902133,4.39021444320679
7600.152,26.3544236274007,4.11661291122437
7700.154,26.4269645938268,3.48070240020752
7800.156,26.4121826527136,3.86411476135254
7900.158,26.4507788605209,4.19209146499634
8000.16,26.3999977914595,3.7236020565033
8100.162,26.4620449317936,3.89365267753601
8200.164,26.4027568844214,4.05967092514038
8300.166,26.4532889914729,4.26264953613281
8400.168,26.4206162697221,4.299391746521
8500.17,26.3714111240723,3.75608086585999
8600.172,26.4917228067429,4.30279064178467
8700.174,26.4565879887522,3.54726910591125
8800.176,26.4044550314935,3.76578092575073
8900.178,26.3689599633104,4.20490074157715
9000.18,26.3184947406896,4.23912143707275
9100.182,26.4141038577377,4.40926456451416
9200.184,26.4863396164397,4.14659214019775
9300.186,26.3528421778204,4.785973072052
9400.188,26.4992138624721,4.22054576873779
