#Simulation Analysis Results CSV File 2020-11-26T16:25:40.960434
#Generated on structure: "frame1"
TimeStep,Rad_Gyration_glob,Distance_FAD-FMN
0.0,26.401,4.348650183716862
100.002,26.206,4.546202860592422
200.004,26.2,4.313437569497856
300.00600000000003,26.265,4.520672756033774
400.008,26.339,4.406229145218456
500.01,26.441,4.51234053322235
600.0120000000001,26.269,4.318510286549232
700.014,26.371,4.899939715296041
800.016,26.376,4.071099351786165
900.018,26.319,4.583462079887212
1000.02,26.29,4.145425833058616
1100.022,26.292,4.0517901927425575
1200.0240000000001,26.384,4.207665865933155
1300.026,26.317,4.205150268900042
1400.028,26.276,4.288525592614079
1500.03,26.346,4.6873494190904665
1600.032,26.285,4.287470642497666
1700.034,26.281,4.267118590304048
1800.036,26.281,4.040811148532171
1900.038,26.329,5.42579413418543
2000.04,26.324,4.676631385356842
2100.042,26.219,4.658533662771555
2200.044,26.276,3.8403451503530928
2300.046,26.336,4.552195823725125
2400.0480000000002,26.376,4.967453957389606
2500.05,26.262,4.1495911652295545
2600.052,26.242,4.448564932299488
2700.054,26.339,5.727314241224682
2800.056,26.193,3.4878256563627903
2900.058,26.133,4.1989753689519915
3000.06,26.246,4.169146856887818
3100.062,26.31,4.474599889383857
3200.064,26.288,4.671146165985916
3300.0660000000003,26.343,4.020773516327634
3400.068,26.349,4.759196248778929
3500.07,26.336,5.032820018031267
3600.072,26.363,4.657567372182597
3700.074,26.386,5.343297791145369
3800.076,26.496,4.900557878523884
3900.078,26.291,4.566558994096864
4000.08,26.336,4.533253407608186
4100.082,26.35,4.673752688171153
4200.084,26.427,4.2217212575241625
4300.086,26.387,4.307376223766471
4400.088,26.327,5.529476913170781
4500.09,26.371,4.315457286734867
4600.092,26.427,4.126173223454219
4700.094,26.333,4.4491770094677126
4800.0960000000005,26.342,4.206524188986431
4900.098,26.29,4.425839478332815
5000.1,26.318,4.656316610265557
5100.102,26.363,4.503189578599819
5200.104,26.286,4.123728887293909
5300.106,26.302,4.28738872062779
5400.108,26.367,3.7291665914910994
5500.11,26.315,4.102318219014401
5600.112,26.335,3.9127316996602146
5700.1140000000005,26.256,4.176528694681202
5800.116,26.278,4.588015945608451
5900.118,26.194,4.368423408769576
6000.12,26.187,4.201889910175338
6100.122,26.125,4.468768412024164
6200.124,26.233,4.733779127448968
6300.126,26.289,4.876764064941842
6400.128,26.349,4.201544213441262
6500.13,26.293,4.360993687664192
6600.1320000000005,26.31,4.580606050003969
6700.134,26.362,4.143537568388692
6800.136,26.222,4.148595735270453
6900.138,26.288,3.9333243602932515
7000.14,26.109,3.9985086770464697
7100.142,26.234,4.572766995572388
7200.144,26.177,5.2005072213605
7300.146,26.241,4.060237783424862
7400.148,26.279,4.060211919158779
7500.150000000001,26.141,4.226294236262162
7600.152,26.255,4.775564335470971
7700.154,26.304,5.120712807334179
7800.156,26.372,4.94488577651051
7900.158,26.381,5.032927365746445
8000.16,26.305,4.410409943645807
8100.162,26.378,4.104144962970114
8200.164,26.314,4.803979414152203
8300.166000000001,26.356,4.368597510097674
8400.168,26.402,4.768124293833472
8500.17,26.315,3.922868966419784
8600.172,26.259,3.9323218870012506
8700.174,26.431,4.126373440404356
8800.176,26.326,4.299428958920415
8900.178,26.398,4.747970359251916
9000.18,26.466,4.413164171883648
9100.182,26.453,3.8708509189556466
9200.184,26.356,4.457423404867914
9300.186,26.407,4.660948471494667
9400.188,26.465,4.230028885259897
9500.19,26.472,3.5535958090164987
9600.192000000001,26.451,4.134560534452982
9700.194,26.356,4.8548231243522135
9800.196,26.302,3.893472792136639
9900.198,26.357,4.196468181042032
10000.2,26.396,4.235657350694732
10100.202,26.373,4.618125931563397
10200.204,26.494,4.956674157854293
10300.206,26.403,4.738918933342013
10400.208,26.477,3.950277758409772
10500.210000000001,26.419,3.7127698725432183
10600.212,26.391,4.889664882218029
10700.214,26.325,4.895739408484674
10800.216,26.508,4.615401993412366
10900.218,26.466,4.6074005682839445
11000.22,26.434,5.436482500033498
11100.222,26.452,5.5939761372807535
11200.224,26.345,4.504825776800254
11300.226,26.455,5.416920105707104
11400.228000000001,26.49,4.718469216772171
11500.23,26.48,5.247364294821743
11600.232,26.441,5.524374690632829
11700.234,26.445,4.646970117863428
11800.236,26.364,4.229069491580869
11900.238,26.521,4.113094482334149
12000.24,26.405,4.480184576656162
12100.242,26.448,3.87774720577472
12200.244,26.547,4.7096018342098
12300.246000000001,26.507,4.1759132519723225
12400.248,26.499,4.684326070480002
12500.25,26.621,4.363602754793835
12600.252,26.522,4.002792054421032
12700.254,26.602,4.5192513841333195
12800.256,26.492,4.237106835141097
12900.258,26.47,4.396016216657057
13000.26,26.574,4.362525560656522
13100.262,26.573,5.512107127197022
13200.264000000001,26.557,4.424669253462938
13300.266,26.54,5.269323720508508
13400.268,26.475,5.1284143865400305
13500.27,26.48,4.6259835017759565
13600.272,26.527,5.165576513765949
13700.274,26.5,4.7447676596936725
13800.276,26.48,4.437597915617359
13900.278,26.508,4.23569026128773
14000.28,26.463,4.572475900155197
14100.282000000001,26.589,4.546842276001338
14200.284,26.466,4.962612759250768
14300.286,26.599,4.017070274734766
14400.288,26.574,5.064412796701248
14500.29,26.54,4.568693386294363
14600.292,26.428,4.5578893228695385
14700.294,26.401,4.78719305060271
14800.296,26.574,4.146509801099703
14900.298,26.45,4.990487272471044
15000.300000000001,26.453,4.242630065798332
15100.302,26.489,4.955773725817773
15200.304,26.483,4.5129200940955165
15300.306,26.426,4.700516198797411
15400.308,26.398,4.64479720429201
15500.31,26.473,5.0049524467395345
15600.312,26.502,5.357010697566106
15700.314,26.484,5.0783910767503055
15800.316,26.564,4.031358968013986
15900.318000000001,26.434,4.531810356643041
16000.32,26.437,4.519512492342416
16100.322,26.407,3.8820079107027503
16200.324,26.381,4.665979488759821
16300.326000000001,26.372,3.6344574875777855
16400.328,26.31,4.171437549572042
16500.33,26.411,4.117281280010662
16600.332000000002,26.387,4.385931472590555
16700.334,26.406,4.645363217989895
16800.336,26.412,4.409705958223148
16900.338,26.428,3.9164581210569156
17000.34,26.364,4.262595000433809
17100.342,26.329,3.73061879965684
17200.344,26.423,5.418652036593854
17300.346,26.395,4.359282870008716
17400.348,26.366,3.9052675206669614
17500.350000000002,26.311,4.45427284856085
17600.352,26.374,4.991457324671514
17700.354,26.378,4.13433998423949
17800.356,26.441,4.412554148465749
17900.358,26.412,4.338312277863955
18000.36,26.426,4.113720759708361
18100.362,26.356,4.5686981539767695
18200.364,26.414,4.510968419799009
18300.366,26.527,3.8539275736214096
18400.368,26.511,3.996894962040838
18500.37,26.538,4.092971643118442
18600.372,26.597,4.153993340850885
18700.374,26.577,3.8513718042023695
18800.376,26.588,4.456018636063853
18900.378,26.56,4.225097960162728
19000.38,26.488,4.6422461910693285
19100.382,26.488,4.312914990101848
19200.384000000002,26.507,5.923255005682817
19300.386,26.486,5.104327324832885
19400.388,26.444,4.8579355660766295
19500.39,26.34,4.239009507095975
19600.392,26.352,3.6408352612510613
19700.394,26.41,4.385508059225106
19800.396,26.365,3.767251852876059
19900.398,26.493,4.765841655379113
20000.4,26.422,4.030855358894718
20100.402000000002,26.493,4.112963895823452
20200.404,26.439,4.158201407822467
20300.406,26.431,4.106506687460672
20400.408,26.398,3.664123849639295
20500.41,26.385,4.5287726700558295
20600.412,26.366,4.37197371084487
20700.414,26.385,4.23729008028971
20800.416,26.339,4.093555923519075
20900.418,26.387,4.089761153231221
