#Simulation Analysis Results CSV File 2020-11-26T15:58:04.605119
#Generated on structure: "frame1"
TimeStep,Rad_Gyration_glob,Distance_FAD_FMN
0.0,26.406,4.059016470994147
250.002,26.22,4.6614623676701
500.004,26.34,4.0205151178238605
750.006,26.39,4.167354936822202
1000.008,26.298,4.863195073134413
1250.01,26.317,4.149890987430036
1500.012,26.281,4.054514784097701
1750.0140000000001,26.231,3.7508036392110116
2000.016,26.276,4.61415782276434
2250.018,26.272,3.9998320888222665
2500.02,26.274,4.109720358171649
2750.022,26.259,4.33628702943949
3000.024,26.183,4.959581522891856
3250.0260000000003,26.286,4.48021578231175
3500.0280000000002,26.38,4.8577180366598345
3750.03,26.34,3.9658995705624194
4000.032,26.302,4.013150142861081
4250.034,26.33,4.886897219199726
4500.036,26.359,4.175576081094002
4750.0380000000005,26.337,4.687682697979801
5000.04,26.282,3.957167226748368
5250.042,26.257,4.179554095500934
5500.044,26.247,3.737482698561594
5750.046,26.285,4.027373066341831
6000.048,26.272,4.16298407726303
6250.05,26.252,3.6795073736158685
6500.052000000001,26.325,3.4934422449140308
6750.054,26.313,4.175205260423287
7000.0560000000005,26.25,4.330648314224564
7250.058,26.178,4.516051972171949
7500.06,26.243,4.7844673824754524
7750.062,26.26,3.901390655996101
8000.064,26.272,4.286901723770582
8250.066,26.272,3.587109348795588
8500.068,26.191,4.049416759285159
8750.07,26.448,4.109109382123673
9000.072,26.281,5.774062366978321
9250.074,26.418,3.8168640906701303
9500.076000000001,26.376,4.643282470439172
9750.078,26.442,4.278756073777729
10000.08,26.383,4.057386568243186
10250.082,26.449,4.080049577876253
10500.084,26.459,4.483115149393956
10750.086,26.465,3.831592939472123
11000.088,26.4,3.8472982624702006
11250.09,26.472,3.880902948244669
11500.092,26.395,4.185261349895086
11750.094000000001,26.404,4.381558338940122
12000.096,26.447,3.73847405423085
12250.098,26.377,4.615673193701584
12500.1,26.282,4.303444138965315
12750.102,26.263,4.359270128552458
13000.104000000001,26.334,4.125011911238703
13250.106,26.291,4.555113699358985
13500.108,26.368,4.189368916680259
13750.11,26.368,3.698151014072038
14000.112000000001,26.39,4.023651092617102
14250.114,26.447,3.6104447771368577
14500.116,26.434,4.115015239455472
14750.118,26.284,3.8339552770369365
15000.12,26.359,3.9675502205099606
15250.122000000001,26.326,3.9923724426834215
15500.124,26.301,4.3078518490089
15750.126,26.221,4.333533914729249
16000.128,26.451,4.098317959933259
16250.130000000001,26.433,3.638124468260915
16500.132,26.274,3.7529496570532097
16750.134000000002,26.453,4.075901601723191
17000.136,26.473,4.041491349871973
17250.138,26.379,4.056918532451041
17500.14,26.52,4.83601076080887
17750.142,26.429,4.343063725048372
18000.144,26.503,4.189555504886329
18250.146,26.461,3.653465503958392
18500.148,26.513,4.267283494364161
18750.15,26.175,4.237414899189718
19000.152000000002,26.254,4.626368238006959
19250.154,26.378,3.7592176396610104
19500.156,26.328,4.116198404193782
19750.158,26.366,4.365916262222837
20000.16,26.434,4.002387120059526
20250.162,26.276,4.543174367296956
20500.164,26.298,4.337331064176398
20750.166,26.355,4.388674136743133
21000.168,26.391,4.320617137789079
21250.170000000002,26.382,3.889539606286664
21500.172,26.292,4.365715265118175
21750.174,26.353,4.0486767386032785
22000.176,26.37,3.9348865516183174
22250.178,26.399,3.999666227733312
22500.18,26.272,3.7251042298129398
22750.182,26.329,4.7356604164580345
23000.184,26.38,3.6038284084736945
23250.186,26.397,4.295606209595354
23500.188000000002,26.329,4.227286601446689
23750.19,26.337,3.7653906557910704
24000.192,26.249,4.09838938027555
24250.194,26.368,3.8640936170171636
24500.196,26.397,4.436622639639301
24750.198,26.4,4.404717637780366
25000.2,26.387,4.235192494355416
25250.202,26.318,4.107972701246841
25500.204,26.429,4.252936295400791
25750.206000000002,26.349,3.79994111954369
26000.208000000002,26.3,4.63085753777918
26250.21,26.408,4.3433659872677985
26500.212,26.394,4.0358535242977895
26750.214,26.296,4.422021547260703
27000.216,26.301,4.6940561385130914
27250.218,26.353,4.104062642003147
27500.22,26.464,4.483988725166615
27750.222,26.361,3.894952146548742
28000.224000000002,26.281,4.171272108665745
28250.226000000002,26.333,4.1007862614253066
28500.228,26.381,5.036278994843213
28750.23,26.518,3.8898425567271406
29000.232,26.47,4.139679009034155
29250.234,26.471,4.088318695282069
29500.236,26.369,3.8431908441160743
29750.238,26.398,3.5962545391186933
30000.24,26.352,3.7900315157698192
30250.242000000002,26.284,3.818105743891696
30500.244000000002,26.373,3.8262580004001534
30750.246,26.364,4.0469125694989065
31000.248,26.322,3.6566518570067705
31250.25,26.285,3.5636827372963595
31500.252,26.359,4.027329688586853
31750.254,26.518,4.050990614617147
32000.256,26.463,4.0274161913928594
32250.258,26.462,4.016310526624762
32500.260000000002,26.4,3.743434395965762
32750.262000000002,26.383,4.00567990418061
33000.264,26.231,3.8270721068601077
33250.266,26.425,3.8097250170686094
33500.268000000004,26.167,4.0927495125487034
33750.270000000004,26.239,4.78443611578074
34000.272,26.158,4.114946884438658
34250.274,26.268,3.5155807136790247
34500.276,26.327,3.6441059127044415
34750.278,26.349,3.88399680808872
35000.28,26.354,3.8608779009322443
35250.282,26.337,4.109298809253944
35500.284,26.4,3.7304804217717895
35750.286,26.351,4.400431835448201
36000.288,26.343,4.739178146760683
36250.29,26.464,4.145820533808229
36500.292,26.448,4.170736491660924
36750.294,26.639,4.044369755014736
37000.296,26.499,3.7326335314015533
37250.298,26.463,4.0575815347054
37500.3,26.522,3.787600813654327
37750.302,26.421,3.772250389762027
38000.304000000004,26.573,4.446030636269354
38250.306000000004,26.431,4.485541939530001
38500.308,26.506,4.574238793107486
38750.31,26.549,4.767969855520268
39000.312,26.496,3.686557877881813
39250.314,26.501,3.6268361684177606
39500.316,26.642,5.581016926198874
39750.318,26.526,4.922834974083206
40000.32,26.515,3.941620241088545
40250.322,26.595,4.507383879698917
40500.324,26.546,3.9472645299985984
40750.326,26.511,3.982518038062531
41000.328,26.581,3.8163905755190934
41250.33,26.489,4.2572856194643185
41500.332,26.443,3.99433061041249
41750.334,26.482,4.019028337988108
42000.336,26.646,4.252729611208897
42250.338,26.43,4.128811559732112
42500.340000000004,26.48,4.337520421930419
42750.342000000004,26.542,4.011770825811119
43000.344,26.606,4.366530475536714
43250.346,26.516,4.039577583609816
43500.348,26.519,4.2233826403674986
43750.35,26.482,4.130009541281152
44000.352,26.506,3.770624788884564
44250.354,26.695,4.5598251399955885
44500.356,26.512,4.539769396142161
44750.358,26.359,3.822256612425203
45000.36,26.482,3.6877098818863647
45250.362,26.422,3.994546249082176
45500.364,26.344,4.268283243028119
45750.366,26.27,3.7789743400098357
46000.368,26.241,4.749441931001886
46250.37,26.481,4.355380190959532
46500.372,26.435,4.560171174151369
46750.374,26.294,3.7543410341857557
47000.376000000004,26.4,3.782788254265149
47250.378000000004,26.381,4.032463027008316
47500.38,26.431,3.5472262854966106
47750.382,26.391,4.252462374406033
48000.384,26.313,4.28137646929889
48250.386,26.342,4.0352189723388765
48500.388,26.346,4.200021214860475
48750.39,26.31,4.640145160562277
49000.392,26.451,4.171446822690514
49250.394,26.409,4.028601413415614
49500.396,26.355,4.299444052817962
49750.398,26.535,3.9500728382144907
50000.4,26.28,3.7881991748920965
50250.402,26.306,4.43191926977722
50500.404,26.356,4.267272793241458
50750.406,26.317,4.105967560058716
51000.408,26.311,3.6250054832274166
51250.41,26.421,4.187473079778386
51500.412000000004,26.384,3.793772128602569
51750.414000000004,26.425,4.040075012056553
52000.416000000005,26.441,4.581711738070383
52250.418,26.524,3.859231440881137
52500.42,26.304,4.212332238696479
52750.422,26.345,4.52730325359028
53000.424,26.307,4.220684978339407
53250.426,26.311,4.314921723764289
53500.428,26.351,4.172840210598383
53750.43,26.473,4.485453422680733
54000.432,26.427,3.693365351550813
54250.434,26.221,4.612007664614199
54500.436,26.439,3.8821808330496643
54750.438,26.341,5.468793956237544
55000.44,26.316,3.8739618109466654
55250.442,26.37,4.092714053668078
55500.444,26.194,4.115000114371857
55750.446,26.253,3.94966680115726
56000.448000000004,26.236,3.993792336977463
56250.450000000004,26.394,3.967721185013183
56500.452000000005,26.231,3.6457549770007307
56750.454,26.402,4.411072885186214
57000.456,26.329,3.997337709231275
57250.458,26.479,4.117989252981621
57500.46,26.477,4.014683742016074
57750.462,26.556,4.64107690217753
58000.464,26.452,4.444672838767229
58250.466,26.241,4.787715445465067
58500.468,26.397,4.834034366692344
58750.47,26.393,3.8923276144771433
59000.472,26.337,3.91485707627438
59250.474,26.47,3.7261559154555512
59500.476,26.428,4.383648768675553
59750.478,26.487,4.801848742970435
60000.48,26.481,4.499790607752684
60250.482,26.454,4.095036401326399
60500.484000000004,26.457,4.686676496867055
60750.486000000004,26.385,4.186432857728425
61000.488000000005,26.291,4.118687944037638
61250.49,26.306,4.900320970158724
61500.492,26.395,4.88663835285858
61750.494,26.512,4.991238548962266
62000.496,26.44,4.8478638882993454
62250.498,26.315,4.1357582890264775
62500.5,26.398,4.3946940481827665
62750.502,26.241,4.977965541992355
63000.504,26.226,5.223315808342633
63250.506,26.365,4.946537346649612
63500.508,26.256,5.600302517551776
63750.51,26.41,5.41608410991057
64000.512,26.26,4.89719663605344
64250.514,26.306,4.831002190216041
64500.516,26.208,5.270330752053922
64750.518000000004,26.304,6.008720039639267
65000.520000000004,26.409,3.8269265931556737
65250.522000000004,26.246,4.174467057107368
65500.524000000005,26.322,3.9841868947780923
65750.526,26.443,4.397946605376212
66000.528,26.307,3.679362996973095
66250.53,26.469,4.724090507598367
66500.532,26.283,4.051884569594927
66750.534,26.268,4.028814255503062
67000.53600000001,26.27,4.231094530261227
67250.538,26.2,4.661214427792097
67500.54000000001,26.27,4.685700719086273
67750.542,26.306,3.9086397413383525
68000.544,26.453,4.222395059168776
68250.546,26.271,4.764607684029746
68500.548,26.441,4.140535911639803
68750.55,26.325,4.04561318987744
69000.552,26.274,4.383677693069421
69250.554,26.273,3.873916202708369
69500.556,26.249,4.196967109033843
69750.558,26.35,4.1574232944928236
70000.56,26.309,3.933886178825666
