#Simulation Analysis Results CSV File 2019-05-24T13:40:44.145232,,
"#Generated on structure: ""frame000000""",,
TimeStep,Rad_Gyration_CPR-glob,Distance_FMN_C8M-FAD_C8M
0,26.4146699432136,4.4290337562561
100.002,26.2194913074863,3.74448108673096
200.004,26.3001005500405,3.77809739112854
300.006,26.4025042790152,4.39473009109497
400.008,26.3844978332802,4.30699300765991
500.01,26.2727054969613,4.42148160934448
600.012,26.2971732064531,4.25331211090088
700.014,26.2694221232733,4.33073949813843
800.016,26.2656620126121,4.81413698196411
900.018,26.2205043091479,4.30359029769897
1000.02,26.3047250878935,4.83838129043579
1100.022,26.3236399674405,4.89568281173706
1200.024,26.3208164933356,4.21350812911987
1300.026,26.3071512509336,4.82772922515869
1400.028,26.2771939077236,4.67079305648804
1500.03,26.3694895821989,4.5788722038269
1600.032,26.3254817778352,3.81699776649475
1700.034,26.2017041555624,4.09588575363159
1800.036,26.3638985899388,4.53891849517822
1900.038,26.2345161600965,3.83473682403564
2000.04,26.1280557526028,4.27795267105103
2100.042,26.2417151485273,4.33027315139771
2200.044,26.4009324617855,4.68826961517334
2300.046,26.2904170999787,3.51420927047729
2400.048,26.3977758526794,3.82228469848633
2500.05,26.2028394414286,4.28088855743408
2600.052,26.3680148621224,4.17746543884277
2700.054,26.2335473600062,4.21816492080689
2800.056,26.3309712882919,4.03059148788452
2900.058,26.2795293407576,4.38424921035767
3000.06,26.1899858479941,3.91380500793457
3100.062,26.4117643455726,4.383957862854
3200.064,26.356656294546,4.09537506103516
3300.066,26.3344038693352,4.37840127944946
3400.068,26.3686914530965,4.2851505279541
3500.07,26.4136954806637,4.38824653625488
3600.072,26.2134387607722,4.38861179351807
3700.074,26.3187778149677,4.93577289581299
3800.076,26.3513732297933,3.80549383163452
3900.078,26.2990520948794,4.16873931884766
4000.08,26.4157912474019,4.36225843429565
4100.082,26.396192338073,4.27946090698242
4200.084,26.3389129410046,4.57744646072388
4300.086,26.4178857639143,4.13746166229248
4400.088,26.1954596426006,4.65954637527466
4500.09,26.3788098898975,3.80199074745178
4600.092,26.3135799814262,3.61783766746521
4700.094,26.2201504212464,3.90518736839294
4800.096,26.2553396358247,4.05711317062378
4900.098,26.1876434480493,4.08355188369751
5000.1,26.2552693068326,4.01434135437012
5100.102,26.3120352101261,4.28057050704956
5200.104,26.4243770347741,4.47531461715698
5300.106,26.2750444338353,4.1928653717041
5400.108,26.3186558418226,3.75963020324707
5500.11,26.3952174462412,4.03710556030273
5600.112,26.2246059523435,4.07767820358276
5700.114,26.274660285571,4.11870670318604
5800.116,26.3856802024845,5.29875993728638
5900.118,26.3739032746739,4.40562248229981
6000.12,26.3030876235902,4.69091796875
6100.122,26.3557024733461,4.07337284088135
6200.124,26.2524847558751,4.87456512451172
6300.126,26.2557687163955,4.23894882202148
6400.128,26.3461315616932,4.51385688781738
6500.13,26.3574247355466,4.33733367919922
6600.132,26.2674879317786,3.83344984054565
6700.134,26.1932028253314,3.96842694282532
6800.136,26.3695644156701,4.08199977874756
6900.138,26.3117227660828,3.40097117424011
7000.14,26.3216738303785,3.939781665802
7100.142,26.3844551768764,3.86163687705994
7200.144,26.3367530485095,4.0620379447937
7300.146,26.3162766225128,3.52720499038696
7400.148,26.4499146462903,3.99753642082214
7500.15,26.3851784778788,4.04578304290772
7600.152,26.3519292353424,4.34053134918213
7700.154,26.3487241533042,4.41536521911621
7800.156,26.3891029975642,4.35146856307983
7900.158,26.2947252974155,4.1785135269165
8000.16,26.2948219664391,4.17619895935059
8100.162,26.3627692690157,4.15496683120728
