# Frame, Distance
0,19.560855
1,13.601007
2,17.349861
3,20.558556
4,19.173276
5,19.939664
6,21.358620
7,19.453810
8,19.055592
9,21.164827
10,23.020067
11,21.837553
12,20.560490
13,23.637020
14,19.142875
15,15.066044
16,18.413479
17,19.387912
18,17.551539
19,22.685317
20,19.271874
21,18.110575
22,18.153232
23,17.347782
24,22.050838
25,18.499783
26,20.209196
27,20.257966
28,19.568028
29,22.718126
30,24.764250
31,22.143176
32,24.842434
33,20.491556
34,24.327559
35,25.621856
36,23.589070
37,25.374772
38,21.371860
39,19.911403
40,21.730525
41,20.699280
42,15.299013
43,20.021808
44,17.127601
45,22.315607
46,23.245719
47,21.049619
48,26.080000
49,20.568080
50,22.366933
51,24.272183
52,18.402184
53,17.495343
54,16.115219
55,12.114092
56,13.066254
57,14.862589
58,17.454785
59,15.380929
60,16.892271
61,18.046981
62,12.605298
63,17.922565
64,16.180468
65,18.494603
66,19.871872
67,22.953065
68,21.222404
69,19.286946
70,17.984818
71,17.927137
72,14.808619
73,20.331071
74,18.951638
75,18.346147
76,17.912282
77,20.488314
78,17.399082
79,16.247486
80,13.526341
81,13.774525
82,19.167735
83,16.955951
84,22.715616
85,21.190844
86,20.013196
87,26.635435
88,24.194327
89,22.607394
90,20.972205
91,17.596570
92,16.832856
93,21.261335
94,18.005776
95,14.595224
96,12.707206
97,13.598667
98,17.991353
99,18.287454
100,13.013959
101,13.784649
102,12.463387
103,11.829558
104,15.723380
105,20.563656
106,15.761194
107,17.786417
108,12.088632
109,14.942386
110,17.543952
111,15.581938
112,18.305070
113,21.788673
114,17.720832
115,14.296930
116,20.749211
117,21.105779
118,15.941504
119,18.062803
120,18.756528
121,11.743852
122,16.917027
123,16.698690
124,18.013324
125,15.414510
126,18.395623
127,21.889090
128,18.561965
129,19.839322
130,16.380514
131,14.303014
132,18.521103
133,15.459014
134,17.059108
135,18.095660
136,19.814007
137,19.911741
138,23.102653
139,16.979912
140,19.172284
141,24.223099
142,22.614427
143,21.882315
144,21.169233
145,21.820469
146,21.458827
147,25.478140
148,21.485750
149,22.321664
150,22.881329
151,19.347801
152,20.050818
153,18.107265
154,19.421919
155,18.507925
156,23.493852
157,15.471932
158,16.469616
159,22.152101
160,19.680021
161,18.283620
162,20.328204
163,23.745831
164,23.871803
165,22.975451
166,25.632681
167,19.620697
168,16.573730
169,18.692796
170,17.265338
171,20.053239
172,17.897810
173,18.670782
174,18.977838
175,18.227085
176,18.788007
177,16.594538
178,20.035352
179,20.565901
180,16.036238
181,11.145246
182,16.070573
183,13.471388
184,10.673058
185,11.126291
186,15.399273
187,18.825062
188,10.600887
189,14.196377
190,15.635055
191,13.996412
192,14.027671
193,17.585156
194,14.471930
195,9.362404
196,8.112645
197,11.502669
198,8.783399
199,20.927085
200,17.892359
