Time,Height_auto,Height_man
0.0,46.66953372258913,46.64341243044562
60.0,47.22125944584958,47.14047817050283
120.0,46.92011798075395,46.90242445430859
180.0,47.672284856570734,47.543360137608715
240.0,47.78380217737588,47.71863689067423
300.0,48.11958160151175,47.93769050304858
360.0,47.45937360012477,47.23523994774506
420.0,48.0310690490736,47.87359521590486
480.0,48.588706440979124,48.5045032548044
540.0,48.57477503564181,48.49939635801237
600.0,48.17910651917831,48.13770878004729
660.0,47.65448721562371,47.568265999944956
720.0,48.00252328557856,47.96023856108931
780.0,48.417374474492355,48.41313283392618
840.0,47.89092806096869,47.87988497726923
900.0,47.615321561107585,47.608526706819724
960.0,47.692434450220794,47.67456922650772
1020.0,47.88962602909402,47.80601712329419
1080.0,47.56772480772894,47.36693459121659
1140.0,48.497614507382835,48.418021685947515
1200.0,47.6986413320793,47.59366237806774
1260.0,48.16010691699073,48.048454649095255
1320.0,48.587346939511214,48.57971315425176
1380.0,48.0867235538969,48.054564992170796
1440.0,48.58191781083287,48.499027127137644
1500.0,48.75735725123467,48.67348784090386
1560.0,49.35167391854193,49.25143936949207
1620.0,49.34587242553107,49.280447671058525
1680.0,48.93351285044437,48.88639977507597
1740.0,49.429424837416335,49.03459273637228
1800.0,48.848581096632984,48.35628198649942
1860.0,48.28209130882591,48.009711386877406
1920.0,48.58874146277109,48.08872241650028
1980.0,48.664450034189265,48.41151372726699
2040.0,48.8403771076223,48.53276815204599
2100.0,48.9035654073038,48.375880407347424
2160.0,48.82121048912932,48.60561231491555
2220.0,47.90639653084768,47.70640395236103
2280.0,47.8626564922758,47.73535242566642
2340.0,47.93020586079847,47.88775558369475
2400.0,48.10061386827389,47.974539186510285
2460.0,47.16277770803768,47.02317347578823
2520.0,48.208457728962664,48.02924136279263
2580.0,48.368937079075025,48.11964019473269
2640.0,48.419475975581435,48.249029506617994
2700.0,47.48369776963663,47.39828118986348
2760.0,47.39079415886026,47.11051918942017
2820.0,47.31544803573239,47.049297440684086
2880.0,46.814708204235885,46.56281693497988
2940.0,47.24972330513617,47.115083830180126
3000.0,47.661790442403394,47.40241021010869
3060.0,47.319328107239365,47.250472536894826
3120.0,47.69928734146511,47.687787046476636
3180.0,47.76388174353269,47.69925001884352
3240.0,48.44673802781354,48.31213541544921
3300.0,48.10747416296688,47.83605571776891
3360.0,48.60451831462108,48.239457519975666
3420.0,49.01879583271698,48.93341724734401
3480.0,48.75674043747225,48.61349404144573
3540.0,48.86422374340963,48.79528099610113
3600.0,49.06057835237089,48.95954361294575
3660.0,48.67358667067714,48.307589947803294
3720.0,49.09993568821873,48.90018899562608
3780.0,48.634990403691326,48.22970664661709
3840.0,48.95740030572896,48.76501813206686
3900.0,49.60027693733581,49.357024706116746
3960.0,49.617254290407864,49.402415400888216
4020.0,50.03658225412028,49.842086270754535
4080.0,49.36331329008291,49.206133753567144
4140.0,49.626416542456575,49.18624493191249
4200.0,49.13874037667943,48.53707245636512
4260.0,49.094896393113515,48.68287408434208
4320.0,49.36677667476993,49.147581739465046
4380.0,49.412714449998944,49.24417761127625
4440.0,49.583514738047796,49.33135121591984
4500.0,49.392997631507924,49.16775707880776
4560.0,49.11444370577496,48.853208353469626
4620.0,49.557961688979674,49.06762628132164
4680.0,49.80640561787993,49.07071210588881
4740.0,49.82651294906986,49.25598720839856
4800.0,50.18691225535227,49.71385068850275
4860.0,49.89256101276336,49.477497333692845
4920.0,49.933392408551576,49.49162700582289
4980.0,50.32191773258937,49.95450319275932
5040.0,50.43903461936801,49.96402078931027
5100.0,49.44586471233156,48.91352815009713
5160.0,49.554145587003,49.0643406516899
5220.0,49.222773377191835,48.60236844063435
5280.0,49.381964579135854,48.86319350157392
5340.0,49.20519701342999,48.663122259496845
5400.0,49.823729531568794,49.46147134333301
5460.0,49.704596011340165,49.19061510029522
5520.0,49.84644495285186,49.46613387945548
5580.0,49.398278107176715,49.11376863299501
5640.0,48.75410004143009,48.482331555990626
5700.0,48.79595918788576,48.437542459757964
5760.0,48.94095986006838,48.36548662531501
5820.0,49.026548866794315,48.765306498515045
5880.0,48.65335107808912,48.3045765229105
5940.0,48.67106850901016,48.12066455634041
6000.0,49.03742752602512,48.86503936192976
6060.0,48.937708553967205,48.590636596245695
6120.0,48.852983689548516,48.51152323089727
6180.0,48.391150989024645,48.22628668633135
6240.0,48.20058820869953,48.055829173015795
6300.0,47.676281370760705,47.5105393285499
6360.0,47.34190885758662,47.182062321708045
6420.0,47.55443708535378,47.36360845749366
6480.0,47.56907835176369,47.275748034015194
6540.0,47.6396755555002,47.41062969520617
6600.0,48.23467214029552,47.96096757435544
6660.0,48.23465257627978,48.06584852905602
6720.0,47.599085472528905,47.50787500652183
6780.0,47.905043467763015,47.83506776807686
6840.0,48.06861558608448,47.89986983459408
6900.0,48.137842808346264,48.0837740377312
6960.0,47.9090322808373,47.8638426675231
7020.0,48.02031044214742,47.89037491580538
7080.0,48.54447556115025,48.4498342097493
7140.0,48.78475600292001,48.692549257431125
7200.0,48.80205169057237,48.555068140554155
7260.0,48.78721308025394,48.5719756458814
7320.0,48.69481204670758,48.51329878883894
7380.0,48.19538441461347,48.156425525368206
7440.0,48.70805098816637,48.60100696419574
7500.0,49.032068963219096,48.93926780001423
7560.0,49.063524469162246,48.89105952468943
7620.0,48.745998430743086,48.50194286921643
7680.0,48.56231902466872,48.22897129309652
7740.0,48.693509634877074,48.30395176062534
7800.0,49.029433560914484,48.67564312348884
7860.0,49.54883143931303,48.91416913480872
7920.0,49.29447230683899,48.753686449062926
7980.0,49.11775392040443,48.50099728250633
8040.0,49.66400207213268,49.152992172689636
8100.0,48.45739496263128,48.22013556350498
8160.0,48.395588805566526,48.23389569841629
8220.0,48.80131639565164,48.60137316328408
8280.0,48.517393358215195,48.45159120860429
8340.0,48.555503382816596,48.50024394185219
8400.0,48.008253749843625,48.005622773916336
8460.0,47.7897278676718,47.729632474423966
8520.0,46.65610965069441,46.636972870567384
8580.0,46.345727468108116,46.34114417244768
8640.0,46.492083855753265,46.46761926209072
8700.0,46.23875476620239,46.20767522126709
8760.0,46.40218724442133,46.35485945116868
8820.0,46.41935233382924,46.33300276145482
8880.0,46.046820081858286,45.9616116295453
8940.0,46.551593112892874,46.49120646824206
9000.0,46.22456016429086,46.09368653501733
9060.0,46.177939143645894,46.11369001809934
9120.0,46.58850996065069,46.29714393490739
9180.0,46.7971732875652,46.718081052301294
9240.0,46.59911977246054,46.31766864896067
9300.0,46.69599456151433,46.57087548137652
9360.0,46.73637131297246,46.65688251765597
9420.0,47.10763263708215,46.97954641248507
9480.0,46.74637034342793,46.48796179016771
9540.0,46.35842949681113,46.220624995113845
9600.0,46.18590066353701,45.903163201909045
9660.0,46.36759189652616,46.21306481349838
9720.0,46.6954675928799,46.3919225846538
9780.0,46.10098886502123,45.61182914849903
9840.0,46.567170855011206,45.93511928378549
9900.0,46.44280024803207,45.779242082894896
9960.0,47.57819574995562,47.057528979587254
10020.0,47.63765315626014,47.09443357977124
10080.0,47.7593052584415,47.27786860718964
10140.0,47.216820638628974,46.64166038184429
10200.0,48.09185457391536,47.718854411944534
10260.0,47.98648616595047,47.71437160338127
10320.0,47.6878485463254,47.32157826224226
10380.0,47.416316525464346,46.99070597593747
10440.0,47.69571385357481,47.16479988100157
10500.0,47.50276738737851,47.047908188565
10560.0,47.40755751406513,46.79292031804317
10620.0,47.675540062710695,47.14552997852443
10680.0,47.09696201316668,46.65545294587947
10740.0,47.51934156330669,47.145715698187345
10800.0,47.930806899110316,47.52343161868024
10860.0,47.531653881890925,47.092220063655006
10920.0,47.430623741333264,47.07119417938195
10980.0,47.57435092529192,47.29428130653929
11040.0,47.85324549736566,47.631019488813024
11100.0,47.704168571976275,47.455879711625265
11160.0,47.82777441048313,47.537221393473814
11220.0,47.456002981660234,46.97102654050736
11280.0,47.6335536712589,47.15521305023376
11340.0,46.86669992357441,46.38546661451201
11400.0,47.02215446934529,46.01979063916622
11460.0,47.40345182817025,46.714293142914464
11520.0,47.77719413531336,47.12649253302705
11580.0,47.58762930944888,46.93453828203608
11640.0,48.59351099520942,47.72056049328339
11700.0,47.77738303794959,46.888184187258
11760.0,47.39292231337676,46.794283466792855
11820.0,47.88411016907375,47.19985021390664
11880.0,48.47921541204199,47.518122322531894
11940.0,48.4493901883948,47.74596970475289
12000.0,48.589415079125715,47.86444781920078
12060.0,48.5811087307653,47.293450588460054
12120.0,48.85054526119767,47.58210179734985
12180.0,48.740703026005335,47.679101644180996
12240.0,49.042977307811995,48.34137826789568
12300.0,48.83719762090809,47.929016196664776
12360.0,48.382490700699485,47.374699785630256
12420.0,48.35570286000516,47.37165286818234
12480.0,48.8924703590584,48.28619857310259
12540.0,48.65192998430315,47.994086313202565
12600.0,49.07293136810054,48.434768616660826
12660.0,49.41359225751155,48.57028302928302
12720.0,49.771598157851145,48.928724657753364
12780.0,49.19076326927339,48.53425559044461
12840.0,48.392133099778476,47.61817859534348
12900.0,48.32795868860519,47.40954822806748
12960.0,48.47333604804932,47.24609360074571
13020.0,49.187591298875965,48.01044370159791
13080.0,48.94509984044204,48.050984173223675
13140.0,48.04215940503156,47.194005369933215
13200.0,48.10474655490561,47.09754930061296
13260.0,48.182537615510135,47.63256098274033
13320.0,48.35372797933827,47.471071960976865
13380.0,48.74058040366921,47.95892254926255
13440.0,49.54671515529571,48.74604805806134
13500.0,49.864315365623746,49.329262274614614
13560.0,49.402400914654486,49.04437698858916
13620.0,49.25994760569787,48.78531407299632
13680.0,49.536320714966884,48.87083907142865
13740.0,49.629957108991505,49.047013449929786
13800.0,49.472408499137266,48.654303503646375
13860.0,49.39587861057721,48.51662536862294
13920.0,49.33992568494351,48.720415994204124
13980.0,49.384695415403684,48.60788316342254
14040.0,49.84880739682997,49.22225142169417
14100.0,50.454952275364576,49.82271282649568
14160.0,50.066020225099784,49.23244957229967
14220.0,49.701107720248025,49.02004197951232
14280.0,49.88988838051316,49.3903150608553
14340.0,49.859699846543116,49.182121865246046
14400.0,49.81322354866073,49.3875084887697
14460.0,50.25536253046779,49.66060501212078
14520.0,50.46186809755511,50.063913182359194
14580.0,50.38038700396097,49.758666210133974
14640.0,50.281634790865496,49.99018763101376
14700.0,50.31721400184191,49.88950976666524
14760.0,50.01817752202736,49.44874206616355
14820.0,49.29765526077734,48.8373241667901
14880.0,49.78120027773552,49.43563355208978
14940.0,49.59562159687386,49.33159651046347
15000.0,49.04928555062909,48.67296592888647
15060.0,49.43294499914362,49.15666512277359
15120.0,49.65200176587686,49.027545416332046
15180.0,49.6098096110567,48.92758002857234
15240.0,48.843655168366496,48.39423240959353
15300.0,49.01571619040644,48.794769578910575
15360.0,49.89459096476569,49.592887796257905
15420.0,49.00594952960519,48.578598751533185
15480.0,49.445532641407524,48.88690033580106
15540.0,49.62539157230401,49.068767027917275
15600.0,49.51239306310242,49.177623696501506
15660.0,49.78224264607949,49.54181053769911
15720.0,50.25495279457082,49.94110627787635
15780.0,50.033187991215385,49.9540402075406
15840.0,50.290618981119984,50.13720789350182
15900.0,49.33285497363712,49.19020650313886
15960.0,49.913082561580545,49.688797530171286
16020.0,49.36932201660678,49.184344038755526
16080.0,49.51253762838909,49.41775863126435
16140.0,48.96497411831251,48.87168660506295
16200.0,48.708475582430985,48.69796237518655
16260.0,48.42893811083097,48.40966445671405
16320.0,48.1696399196586,48.095586549592106
16380.0,48.06296904110429,48.02013821050295
16440.0,47.88689838378493,47.86001751161074
16500.0,48.40667242813943,48.405307132488744
16560.0,48.739297200108304,48.711063780023466
