#Simulation Analysis Results CSV File 2019-06-07T11:39:57.634739,,,
"#Generated on structure: ""frame000000""",,,
TimeStep,Distance_FMN_C8M-FAD_C8M,Distance_FMN_C7M-heme_Fe,Rad_Gyration_CPR-glob
17250,27.3578128814697,15.3704643249512,27.8436399684469
17400,26.8519821166992,16.6683731079102,28.029880458397
17550,25.9840412139893,15.560450553894,28.2738985439681
17700,25.7853851318359,17.2543907165527,28.2635005984019
17850,24.6912212371826,17.1983909606934,28.1730358308772
18000,27.641393661499,15.370078086853,28.0584968124749
18150,27.1664581298828,15.1287927627563,28.2070753880939
18300,27.2432689666748,15.784460067749,28.0909744248332
18450,27.4609184265137,15.9602212905884,28.0721617775577
18600,26.3624877929688,16.2106227874756,28.3310141044139
18750,24.862771987915,17.2729358673096,28.2078870816036
18900,27.2686901092529,16.3488388061523,28.0708737662299
19050,27.4400749206543,16.2797069549561,28.0845988927422
19200,27.7204627990723,15.7479124069214,28.04860007526
19350,29.3895473480225,16.6194744110107,28.0986216800682
19500,27.9478092193604,16.0655574798584,27.8556060324086
19650,27.4947719573975,16.1430358886719,27.9395359777426
19800,27.4597434997559,16.1817493438721,28.0013155917076
19950,28.8627147674561,15.5193738937378,27.755586605971
20100,30.0003719329834,15.3272104263306,27.8152043067407
20250,27.6922054290771,16.3464241027832,27.8119060924727
20400,27.3421535491943,16.9201393127441,27.9828949112193
20550,28.6927757263184,17.1704292297363,28.3115935538307
20700,29.3589496612549,16.7316989898682,28.28305557836
20850,28.4030895233154,16.8760986328125,28.1564482332442
21000,28.1019878387451,16.9456634521484,27.9207976399045
21150,28.3193912506103,15.6303758621216,27.845467764109
21300,27.160493850708,16.1412696838379,28.0391095165029
21450,27.0159454345703,16.3513679504395,28.2126302647583
21600,26.8533058166504,16.4972476959229,28.0260975591488
21750,26.6844959259033,16.8353519439697,28.0197457820503
21900,26.2824993133545,17.3689880371094,28.1132925260535
22050,25.8144035339355,17.4568405151367,28.0642676989619
22200,25.8391914367676,18.33518409729,28.0264049546045
22350,27.9602241516113,16.5427284240723,28.29819560678
22500,29.0541133880615,15.2186632156372,28.5026925299899
22650,27.0489978790283,16.7931995391846,28.2031484023847
22800,29.4306392669678,15.9265069961548,28.7983658502242
22950,29.2086277008057,16.5873928070068,28.3836413100446
23100,29.82497215271,15.9763650894165,28.5466182396984
23250,29.1127185821533,16.9362373352051,28.5445096975987
23400,29.2905349731445,16.366813659668,28.644829271672
23550,31.2770557403564,15.0736122131348,28.6825844055662
23700,29.0392570495605,15.7170925140381,28.4882246863547
23850,28.3747444152832,16.4116764068604,28.4809725060377
24000,27.6424961090088,16.9827461242676,28.2975197318221
24150,28.9279727935791,16.1716079711914,28.4458186264001
24300,29.0391139984131,16.1865482330322,28.6943948982439
24450,29.8221912384033,15.9507303237915,28.4576102332081
24600,29.4294052124023,15.826171875,28.2873212720196
24750,29.733419418335,15.4789056777954,28.35254805599
24900,29.8099136352539,14.5157041549683,28.0264946453379
25050,29.3304958343506,15.8181734085083,28.1338606348037
25200,30.2988605499268,15.383113861084,28.1980095042717
25350,28.6645240783691,15.0412521362305,28.2168398965141
25500,29.3199157714844,16.3283977508545,28.3450704693001
25650,31.2338485717773,16.3614845275879,28.353134623795
25800,28.1289596557617,17.4813022613525,28.3062044770914
25950,29.0524063110352,15.8567333221436,28.3156149559568
26100,29.0474452972412,16.0859279632568,28.3082939504926
26250,29.0360412597656,16.128360748291,28.1864244314929
26400,30.4815979003906,17.114315032959,28.3054200045826
26550,29.9423961639404,17.056568145752,27.9747464083703
26700,28.0180816650391,17.14599609375,28.0682109119528
26850,27.4910182952881,17.3415431976318,28.1726829858288
27000,29.6209716796875,15.901083946228,27.9741204051476
27150,28.7744750976562,16.4373035430908,27.9235363838803
27300,29.5851764678955,16.3517684936523,28.0395372917853
27450,27.9281253814697,15.7952165603638,27.9863994382552
27600,29.29319190979,16.3477020263672,28.2122895065335
27750,28.0984230041504,16.8995685577393,28.2589048548383
27900,28.1720771789551,15.9945507049561,28.1900245758065
28050,27.0245742797852,16.2109432220459,28.282853642014
28200,26.5367374420166,16.6030578613281,28.1022191531947
28350,27.373836517334,15.9207763671875,27.9724796640577
28500,26.3114204406738,17.1555309295654,28.2913638860844
28650,28.1423301696777,16.6264572143555,28.3984689049929
28800,26.8181953430176,16.5758819580078,28.150196904048
28950,26.869743347168,16.9573745727539,28.0736278787148
29100,26.0475788116455,18.010986328125,27.9650677120264
29250,27.2855682373047,17.0292644500732,28.1957606431802
29400,25.3703880310059,17.1440277099609,27.9232659844302
29550,26.7872695922852,18.487398147583,28.0208361139362
29700,25.8819999694824,18.9409484863281,27.7208854859362
29850,25.4176692962646,18.5205764770508,28.1174220921208
30000,27.005952835083,16.6732959747314,27.9696100988702
30150,26.7996006011963,16.3816795349121,28.0654873768806
30300,26.5902557373047,17.5884475708008,27.9600232745514
30450,26.9786720275879,17.7106704711914,28.1635471426094
30600,27.7546558380127,16.7989654541016,28.3909832577854
30750,27.1601791381836,17.3704032897949,27.9418364032402
30900,26.8666896820068,17.5527820587158,27.9125246657863
31050,26.1287536621094,18.3706150054932,27.8065366445866
31200,24.4357109069824,18.3534812927246,27.6306459103324
31350,26.1672706604004,16.0962886810303,27.9639386165258
31500,27.3061580657959,16.6228313446045,27.9674741433524
31650,26.9498558044434,16.3869247436523,27.9484201422832
31800,26.2265625,17.0531024932861,27.9969455604136
31950,26.4202651977539,16.3100299835205,28.1289852850664
32100,27.1934547424316,18.218412399292,27.9270273779632
32250,26.5263442993164,17.9849853515625,27.9369982999894
32400,28.5192356109619,18.8960132598877,27.9823293046993
32550,26.5841407775879,16.6808700561523,27.9759546450036
32700,26.087947845459,17.9314479827881,27.8687626078366
32850,27.8546276092529,17.5944576263428,27.65760122006
33000,27.2106742858887,17.945894241333,27.7086985659274
33150,28.2822036743164,17.3744335174561,27.7764401171175
33300,27.9352264404297,18.2644805908203,27.7937242895395
33450,26.7712574005127,17.5575790405273,27.7470762166437
33600,27.7587223052979,17.1334362030029,27.7869141896111
33750,28.5025234222412,17.125036239624,27.8014335451148
33900,27.3855571746826,17.2944850921631,27.7775281660033
34050,28.4301128387451,16.94797706604,27.7578513088969
34200,26.5202407836914,18.1695785522461,27.6086656777372
34350,28.1439762115478,17.6249103546143,27.7037543255631
34500,27.0878353118896,17.2240352630615,27.3239170637142
34650,25.3784217834473,18.3925170898437,27.2964803384416
34800,26.4171676635742,17.6451091766357,27.600891485152
34950,26.2902011871338,19.0288124084473,27.4252391489923
35100,27.2113666534424,17.6761207580566,27.572458208791
35250,27.0978412628174,18.3419704437256,27.3758896737284
35400,28.43190574646,18.1318264007568,27.5175596056103
35550,27.3682670593262,18.0581569671631,27.5662696949623
35700,26.7248878479004,17.559289932251,27.5178738527193
35850,27.7175006866455,18.3926792144775,27.6552000672824
36000,26.9086456298828,18.0065116882324,27.2923806066359
36150,26.0880718231201,18.1158504486084,27.4652900755986
36300,26.1360836029053,18.0095710754395,27.2637996366438
36450,27.4699172973633,17.3188629150391,27.4056816630473
36600,27.3555145263672,17.3315925598145,27.2062681492738
36750,27.2351169586182,18.3697929382324,27.4455145999762
36900,28.8752460479736,17.5014991760254,27.5553659007925
37050,28.9341201782227,17.597261428833,27.6037020496174
37200,29.7449817657471,17.2280406951904,27.7558997466434
37350,29.7648983001709,17.4747200012207,27.7504538064445
37500,30.0360717773437,18.177755355835,27.6274963661256
37650,29.5678577423096,17.6899604797363,27.8059405187649
37800,31.3516712188721,16.9418411254883,27.7843329988181
37950,31.0235538482666,17.122106552124,27.9400482387426
38100,28.9290046691895,17.5591831207275,27.9839988064309
38250,30.021993637085,16.9467086791992,28.1142011532341
38400,30.1724720001221,17.2415332794189,28.0430723963526
38550,30.7306480407715,17.6655673980713,27.7729628139156
38700,29.9301471710205,16.6668891906738,27.59929411436
38850,29.9880638122559,16.7606353759766,27.7320576395866
39000,30.0431175231934,16.6060104370117,27.8407513412154
39150,29.0699481964111,16.8718872070313,27.7607463255037
39300,30.4893035888672,16.0076179504395,27.7757303819951
39450,29.0501747131348,16.7241077423096,28.0181704126825
39600,29.8061103820801,16.5384082794189,28.0727724609709
39750,28.6734409332275,18.0385627746582,28.0676942184192
39900,30.1179580688477,16.2365493774414,27.8263072060716
40050,30.735258102417,16.9588584899902,28.0480682600565
40200,30.9561786651611,15.7752103805542,27.9914561068099
40350,30.5651760101318,15.6560287475586,28.0181675439811
40500,29.3783321380615,15.421196937561,27.9550290940177
40650,30.2933979034424,16.25119972229,28.0236785473201
40800,31.527063369751,16.7855701446533,28.4504379739597
40950,30.5245361328125,17.0388774871826,28.3741455614265
41100,31.8688278198242,15.7045879364014,28.2634575640711
41250,30.4756908416748,16.9956588745117,28.0891706600343
41400,32.2494926452637,16.0699405670166,28.213323524072
41550,32.8754425048828,16.1286296844482,27.881033473339
41700,32.2724838256836,16.5125045776367,27.870744017393
41850,31.7011680603027,16.702335357666,27.7631677350476
42000,33.0083389282227,17.3903350830078,27.6780362057929
42150,31.61106300354,17.9802989959717,27.8509375474157
42300,31.7045135498047,17.0425720214844,27.8809916528013
42450,30.5589351654053,16.1851005554199,27.8595919902987
42600,30.958703994751,16.2505340576172,27.9842040401312
42750,31.1663932800293,16.9499053955078,28.039109325838
42900,32.1172332763672,17.2287635803223,27.9530387879063
43050,31.315824508667,15.1004285812378,27.9702150684715
43200,34.284740447998,16.1959743499756,28.1762505505133
43350,32.4759826660156,16.2460994720459,28.2623140242158
43500,31.0116806030273,15.8680591583252,28.0878842373153
43650,30.7997016906738,16.4478759765625,28.0629722600862
43800,30.6425876617432,16.1245174407959,27.835865005619
43950,31.4240913391113,16.8189353942871,28.1937251708761
44100,31.4035568237305,16.7173862457275,28.0357946221192
44250,29.4682064056396,15.3270931243896,28.1423689057967
44400,29.688346862793,16.0132923126221,28.2317580562348
44550,29.818416595459,15.5921440124512,28.1837951459714
44700,32.5330429077148,16.1333141326904,28.0177897454121
44850,30.1575355529785,15.8259716033936,28.2556209336089
45000,32.7552185058594,15.6816177368164,28.253939591857
45150,32.5671920776367,15.6038846969604,28.0555048369763
45300,31.6679134368896,15.2654361724854,28.1788475404931
45450,31.9391822814941,15.2319040298462,28.2971572407291
45600,31.6205348968506,15.7963304519653,28.6052709155773
45750,30.995719909668,15.1322193145752,28.3106319457324
45900,30.1240692138672,16.2711906433105,28.2872761142917
46050,30.8928699493408,15.8814077377319,28.0723112632946
46200,30.7295551300049,16.3316764831543,28.2080410348842
46350,30.617223739624,15.9764270782471,28.2106050508642
46500,29.3989105224609,16.6317615509033,27.869783625389
46650,28.2181262969971,16.069580078125,27.9657670187204
46800,29.4968318939209,15.6092395782471,27.6793707459713
46950,28.3818454742432,16.2921123504639,27.7331476091283
47100,28.9761543273926,16.4764175415039,27.9042575075633
47250,29.1912040710449,15.5941572189331,27.7035753095418
47400,28.7213363647461,15.7214117050171,27.8588141167608
47550,29.4298439025879,17.0666255950928,27.7967158709056
47700,29.7895374298096,15.7628135681152,27.7965478224112
47850,29.6593647003174,16.5650634765625,27.6159049299654
48000,29.7737331390381,18.3200950622559,27.6075508704803
48150,30.8954410552978,16.0017261505127,27.8610354548166
48300,31.8363876342773,16.335542678833,27.7328134626517
48450,32.2882614135742,15.5481901168823,28.037662685938
48600,31.8028450012207,15.6280078887939,28.3889292905721
48750,31.9396648406982,16.8527679443359,27.8596833013831
48900,32.233829498291,15.7690629959106,27.9847800105949
49050,32.6596488952637,17.0977401733398,27.891108016199
49200,31.1962566375732,16.4511070251465,27.9063011303601
49350,30.2672367095947,16.0959854125977,27.8442206781515
49500,31.7194919586182,15.9336547851563,27.9433587150232
49650,33.1937828063965,16.1973743438721,27.7917490967322
49800,30.1378707885742,17.0162963867188,27.7903557912509
49950,30.1734886169434,16.8701229095459,27.8656912825471
50100,29.8472023010254,16.1377544403076,27.5274166442607
50250,29.1259326934814,16.0111103057861,27.7472567681375
50400,29.607063293457,15.857741355896,27.5776690582682
50550,30.0706996917725,16.0441627502441,27.7108256770257
50700,28.8683109283447,15.5853233337402,27.5789648126508
50850,27.9707202911377,16.628625869751,27.6497086083175
51000,27.7481803894043,16.3529663085938,27.5234601146163
51150,29.2302780151367,16.8500232696533,27.6803256864742
51300,28.2314643859863,16.8714904785156,27.6224654209298
51450,29.3601722717285,16.3474864959717,27.8049824978113
51600,30.541820526123,15.4793682098389,27.7335384958206
51750,30.945348739624,16.4227981567383,27.6854641859416
51900,29.3847637176514,17.4521427154541,27.5248893347818
52050,30.4057064056396,17.4623031616211,27.6614405588888
52200,30.6108341217041,16.6374835968018,27.8230796514947
52350,28.5401763916016,15.8973360061646,27.6795524138125
52500,30.1055450439453,16.7759799957275,27.6260100117145
52650,27.5749073028564,17.2109870910645,27.5308905123863
52800,28.8986721038818,16.6547603607178,27.4010650533296
52950,28.0954875946045,16.938684463501,27.5255124032601
53100,29.5963573455811,15.9383344650269,27.5751227430119
53250,27.8447570800781,16.9484081268311,27.522038873023
53400,29.6036224365234,16.8696556091309,27.4754517388156
53550,29.518892288208,16.1927967071533,27.3597937145597
53700,30.2367725372314,16.1730003356934,27.4739032849153
53850,30.3215427398682,15.722261428833,27.475779442538
54000,29.4899272918701,16.4724445343018,27.5952321868923
54150,28.1653957366943,15.7059144973755,27.521634650783
54300,29.2030200958252,15.6298341751099,27.6900100853344
54450,27.7471141815186,16.2916584014893,27.4989510395424
54600,29.5678977966309,16.1761608123779,27.5436961064433
54750,30.4056434631348,16.71803855896,27.6582341298616
54900,29.7641105651855,17.0198459625244,27.823489467244
55050,30.9032440185547,16.9894523620605,27.638168294068
55200,29.5148658752441,17.1340522766113,27.4128038575097
55350,29.2571697235107,17.6046047210693,27.5077031699529
55500,30.1136856079102,17.2411918640137,27.5820564513699
55650,30.5970420837402,18.329517364502,27.3958865538405
55800,32.4982414245605,16.7050075531006,27.4241044392143
55950,32.132137298584,18.0905094146729,27.648232440527
56100,34.2564277648926,16.2807579040527,27.7703063299299
56250,34.2942810058594,16.4632625579834,27.8515420353889
56400,33.9040908813477,17.6870555877686,27.9575973970801
56550,33.379020690918,16.6858596801758,27.9591140526785
56700,35.0726013183594,16.2161636352539,28.1287769075133
56850,33.8972625732422,16.8756008148193,28.0211735172448
57000,32.9789619445801,16.9786834716797,28.1723673641518
57150,32.3306007385254,17.2278213500977,28.0917976175475
57300,33.213207244873,16.8130073547363,28.0665421083469
57450,31.7913150787354,15.0665302276611,27.9426753658273
57600,29.3795661926269,15.8337068557739,27.8588849378561
57750,27.4611358642578,16.2306232452393,27.9955379743044
57900,31.4881477355957,15.6202325820923,27.8517561419804
58050,29.949779510498,15.4627141952515,27.931532630506
58200,30.1791400909424,15.1887063980103,28.1406252709788
58350,30.0090484619141,16.3069305419922,27.8456151023588
58500,31.1921310424805,15.3649196624756,27.9811762148879
58650,29.6769790649414,16.5540084838867,27.7399573779824
58800,29.1618518829346,17.1805877685547,27.9781137100673
58950,30.607027053833,17.11989402771,27.8649473786751
59100,32.2715606689453,15.8980140686035,27.9137865769162
59250,30.0523929595947,17.1568050384521,27.9873090462967
59400,30.2957363128662,17.2082061767578,27.9256185418323
59550,31.2624435424805,17.0266952514648,27.9669837817564
59700,30.4119396209717,17.1492710113525,27.9872535181505
59850,31.5800437927246,17.4571132659912,28.0702787179633
60000,31.5475635528564,16.1137752532959,28.1384337157797
60150,31.7106857299805,17.0648441314697,28.111087476274
60300,33.116584777832,16.7945804595947,28.1874264375021
60450,30.3350067138672,17.5187320709229,28.0888243093681
60600,30.2564468383789,17.6412220001221,28.0418425317708
60750,31.128345489502,17.1620655059814,27.9415186071822
60900,32.0060234069824,16.0781421661377,28.3296384246674
61050,31.1933822631836,17.126953125,27.9674933254729
61200,30.2840023040771,17.7301139831543,27.8593552305404
61350,30.3864307403564,16.7159175872803,28.115531108819
61500,31.2780799865723,16.9089527130127,27.7630282924531
61650,30.1366996765137,16.7807388305664,27.6287428576272
61800,30.3782958984375,16.2252349853516,27.8234685040767
61950,29.2607879638672,16.317403793335,27.7445842218088
62100,29.6495094299316,17.2448997497559,27.7678986507547
62250,29.2959537506103,18.0030422210693,28.0878992082711
62400,28.6652202606201,17.7028007507324,27.8945068234537
62550,30.1647815704346,17.6165370941162,28.0950247371131
62700,29.5089340209961,17.7536106109619,28.1686801094678
62850,31.3629913330078,18.1485271453857,28.1029998469844
63000,30.226713180542,17.6793746948242,27.9157292114757
63150,30.0971069335937,17.2580165863037,28.3359207130741
63300,28.8062705993652,17.1514263153076,28.0381096651813
63450,28.2174434661865,17.7177104949951,28.1946792320388
63600,29.1444683074951,17.2118377685547,28.5080450430487
63750,30.4416332244873,16.2282695770264,28.3856493116408
63900,30.3511009216309,17.1906814575195,28.2149475666319
64050,31.043212890625,16.5835075378418,28.1874217722365
64200,30.3602447509766,16.8986644744873,28.3062677918589
64350,30.7632541656494,16.149169921875,28.1150395500165
64500,32.8142471313477,16.1900939941406,28.0508492286033
64650,30.3425846099854,16.0991363525391,28.1841966268452
64800,29.8557891845703,16.194787979126,28.0299579666919
64950,27.427396774292,17.2057876586914,28.3747590101524
65100,30.7627067565918,16.1940860748291,28.3434774185564
65250,29.9364719390869,14.7514047622681,28.0316503734
65400,30.0466938018799,15.2516222000122,28.2243996595782
65550,28.3143310546875,17.4169101715088,28.2728545897822
65700,29.7748603820801,16.4119148254395,28.1285618608161
65850,29.3687553405762,16.1143817901611,28.074420327435
66000,28.0576095581055,16.3957424163818,27.9203941184972
66150,28.0857219696045,16.131591796875,28.0003587753023
66300,28.9269218444824,16.4654636383057,28.2001473438114
66450,28.8576984405518,16.6737499237061,28.1981856080424
66600,28.4823131561279,15.3168153762817,27.9451184368944
66750,29.271879196167,15.8604393005371,27.7821906543511
66900,28.8301048278809,15.2017965316772,27.8814533129511
67050,30.7529315948486,15.5716333389282,27.7437239543433
67200,30.3183994293213,16.7888469696045,27.7671286791927
67350,32.455379486084,16.1773662567139,28.1213866613682
67500,32.2929420471191,16.0647640228271,27.7062651631655
67650,31.8624153137207,16.3091354370117,28.0455446033987
67800,32.2267227172852,15.7161026000977,27.9590784391447
67950,33.3219680786133,15.9533271789551,27.9743266566172
68100,32.397575378418,15.1416349411011,28.0190022028376
68250,31.6522483825684,15.4035091400146,28.147394287
68400,31.211181640625,15.7076244354248,27.8006860446703
68550,28.8071346282959,15.4701061248779,27.792933251062
68700,30.5167808532715,15.0409784317017,27.9198283658134
68850,29.8230628967285,15.8262434005737,27.8449005418624
69000,27.7369747161865,15.915997505188,27.8390677439497
69150,29.7083168029785,15.3772916793823,27.9122946837199
69300,29.6373710632324,14.8496465682983,28.0245483445959
69450,28.8246288299561,15.954833984375,27.784939152097
69600,28.8763809204102,16.0748481750488,27.5492104499333
69750,29.4140682220459,14.8312711715698,27.7485214407734
69900,31.3149471282959,14.2900285720825,27.6838941327505
70050,29.852466583252,15.5742082595825,27.8159380198179
70200,31.6840400695801,14.897967338562,27.722310400418
70350,30.3002529144287,15.3969831466675,27.6870125713946
70500,29.8061809539795,15.597225189209,27.7415483552577
70650,30.2366504669189,15.5750303268433,27.5227470958335
70800,28.9578685760498,15.7157220840454,27.8911015727604
70950,28.239595413208,15.6156978607178,27.1664918637437
71100,28.6136322021484,15.2284841537476,27.4193759795269
71250,29.7105560302734,14.7711353302002,27.2788043014767
71400,28.100830078125,16.6829433441162,27.4582504626459
71550,27.7384395599365,15.9336605072021,27.2041169432273
71700,28.4206829071045,14.9450788497925,27.2176124888622
71850,27.750057220459,17.0863819122314,27.4207934858742
72000,27.730110168457,16.6427173614502,27.2462155709458
72150,28.2754726409912,16.5109844207764,27.0264943043328
72300,28.1653099060059,16.598934173584,27.1517961992202
72450,28.2100887298584,16.5020637512207,27.3105420502681
72600,27.6064872741699,16.3515090942383,27.3095181522954
72750,28.8437690734863,15.5424394607544,27.5917865349831
72900,27.756217956543,16.1614418029785,27.1989510906991
73050,26.8790283203125,16.6961250305176,27.5917872549452
73200,28.8341770172119,15.9509325027466,27.3414020984532
73350,28.7437324523926,15.9938411712646,27.2658840586835
73500,29.3672332763672,16.1960411071777,27.4472278279025
73650,28.757209777832,15.206033706665,27.2910420435254
73800,27.3593864440918,15.8831806182861,27.5575545043386
73950,28.5454864501953,16.0632457733154,27.3599766713014
74100,29.3458595275879,15.8246917724609,27.4277714964974
74250,27.9870796203613,17.1410255432129,27.3583314681854
74400,28.6206855773926,15.6068296432495,27.5502481982901
74550,28.5858573913574,16.0438442230225,27.7069963952732
74700,29.3294525146484,15.8141956329346,27.630638704759
74850,29.9543132781982,15.6275806427002,27.3712328525014
75000,30.2415142059326,17.265510559082,27.5570592055566
75150,28.847635269165,15.6009254455566,27.6715990899866
75300,29.2918872833252,15.9008350372314,27.4723614152361
75450,27.8139171600342,15.5755596160889,27.424966508108
75600,27.5234088897705,17.2674160003662,27.4143322632282
75750,27.394021987915,17.5628299713135,27.5314313393764
75900,26.3229465484619,16.0205059051514,27.583941845515
76050,29.348201751709,16.0270900726318,27.4018276962421
76200,28.6051959991455,16.4750385284424,27.6643092876059
76350,29.5575580596924,16.4877529144287,27.6008840937769
76500,29.8944263458252,15.8680477142334,27.7184027592852
76650,28.8682117462158,17.0271739959717,27.526013790941
