#Simulation Analysis Results CSV File 2019-05-27T19:51:31.301074,,
"#Generated on structure: ""frame000000""",,
TimeStep,Rad_Gyration_CPR-glob,Distance_FMN_C8M-FAD_C8M
0,26.1074875986015,5.20458793640137
120,26.2336349524569,5.78422546386719
240,26.1447498847485,4.13837337493897
360,26.099941262218,4.1015248298645
480,26.2348024719997,4.64337682723999
600,26.1718128289931,4.32006120681763
720,26.1349151851523,5.0884804725647
840,26.2033792233515,4.60878038406372
960,26.3012084204581,4.94521570205689
1080,26.0460065283256,4.2257981300354
1200,26.1495826511624,4.68393802642822
1320,26.1223837824145,3.87514996528625
1440,26.136870109657,3.97848796844482
1560,26.1361820776546,4.40455389022827
1680,26.1532234274677,4.09466934204102
1800,26.1198945641139,3.65260767936707
1920,26.1798302564337,4.17529439926147
2040,26.1851167471181,4.49723100662231
2160,26.206231641623,4.49936008453369
2280,26.1326987689174,4.05429983139038
2400,26.0868491600638,4.18777179718018
2520,26.1715921686717,4.03582000732422
2640,26.2336860943039,4.88472127914429
2760,26.0240020452109,5.89642190933228
2880,26.1118759172339,4.76180505752564
3000,26.1008150816447,6.64891290664673
3120,26.1157267751605,6.11157512664795
3240,26.1509736550384,5.96483564376831
3360,26.0950044146824,5.9848747253418
3480,26.2208468200913,5.44278383255005
3600,26.115154826024,5.58229446411133
3720,26.2884131508306,5.72432041168213
3840,26.1588106206536,5.62193393707275
3960,26.1591685204344,6.8335280418396
4080,26.1431178369928,6.13924551010132
4200,26.0356205186088,5.43871164321899
4320,26.1617927116232,5.97330331802368
4440,26.1723623758213,5.91285371780396
4560,26.178841115104,5.51819276809692
4680,26.2958571487172,5.01478958129883
4800,26.3358422573864,4.47535133361816
4920,26.2141186461429,6.29517364501953
5040,26.3099568858043,5.88456344604492
5160,26.312802452677,5.69826126098633
5280,26.1608854223265,4.92585325241089
5400,26.2463668269454,6.8380823135376
5520,26.3033664775263,5.80476236343384
5640,26.2402309146049,5.93724298477173
5760,26.1581252532646,6.23819589614868
5880,26.115481569674,4.7391242980957
6000,26.1560652602586,4.18353271484375
6120,26.1000320216597,4.53277063369751
6240,26.0937825139542,4.73679161071777
6360,26.1474689210653,4.28535842895508
6480,26.1735792962055,3.8218035697937
6600,26.083253599977,4.41240453720093
6720,26.0674933148467,4.03757524490356
6840,26.1298363861932,4.14934158325195
6960,26.0807039840797,4.74022102355957
7080,26.1659697586088,6.13909339904785
7200,26.2095834992652,5.81501913070679
7320,26.2692748781388,6.18837308883667
7440,26.2587837484555,5.80272006988525
7560,26.2174222689943,4.36699390411377
7680,26.3180608707652,4.84618234634399
7800,26.1217858091237,3.96326422691345
7920,26.2347800245859,4.07892894744873
8040,26.2283191635454,4.85140609741211
8160,26.320259611162,4.11672258377075
8280,26.1538011272718,4.12731838226318
8400,26.2027139736312,4.6985445022583
8520,26.1622425682679,4.12366008758545
8640,26.2158126680917,4.68191576004028
8760,26.2338946412948,4.1562762260437
8880,26.1309500706578,4.36544799804688
9000,26.1847630540158,4.38868951797485
9120,26.2434768089402,3.85541152954102
9240,26.0872880015213,3.64301085472107
9360,26.1963644904639,3.67147517204285
