#Simulation Analysis Results CSV File 2019-05-27T22:01:14.422161
#Generated on structure: "frame000000"
TimeStep,Distance_FMN_C8M-FAD_C8M,Rad_Gyration_CPR-glob
960120.0,4.81965446472168,26.032101470218414
960240.0,4.5226640701293945,25.971521860091695
960360.0,4.745522975921631,25.948636924582477
960480.0,5.035401821136475,26.074160528757712
960600.0,3.8902385234832764,26.01772294029944
960720.0,4.331550598144531,26.018579137313136
960840.0,5.966352939605713,26.146149640760697
960960.0,4.869085311889648,26.083270447948433
961080.0,5.323589324951172,26.042385622863453
961200.0,4.556441783905029,26.083986602191853
961320.0,4.900508880615234,25.984247629410223
961440.0,4.7652692794799805,25.996336878686698
961560.0,4.413936138153076,26.223768288097318
961680.0,4.671212673187256,26.142944935342054
961800.0,4.362821102142334,26.119017763992915
961920.0,4.464636325836182,26.056982446555924
962040.0,4.727895259857178,26.150046985651272
962160.0,3.9337501525878906,26.132851978043174
962280.0,5.240255355834961,26.120404429535807
962400.0,5.064006328582764,26.043338614568242
962520.0,4.81146764755249,26.010502108186472
962640.0,4.633720397949219,26.03143826164913
962760.0,4.510335922241211,26.10353256798219
962880.0,5.362186908721924,26.023365861430207
963000.0,6.016012191772461,26.088774092641536
963120.0,5.329890727996826,25.995327311370872
963240.0,4.959277153015137,26.001024450574377
963360.0,4.9444966316223145,26.007273016682568
963480.0,4.803610324859619,26.009588277368824
963600.0,5.463759422302246,26.03751790737881
963720.0,4.361068248748779,25.852651411127063
963840.0,3.7385804653167725,25.978337017423815
963960.0,5.259485721588135,25.91765957156728
964080.0,4.644559383392334,25.890772695560436
964200.0,3.8174726963043213,25.9700856308569
964320.0,4.190241813659668,25.850212752044563
964440.0,4.738070964813232,26.000343748349295
964560.0,4.213606834411621,25.94099127025727
964680.0,5.005761623382568,25.938062730730433
964800.0,4.9293646812438965,25.97547011084272
964920.0,4.197181701660156,25.96481657643515
965040.0,4.854447364807129,25.948506441642284
965160.0,4.731601238250732,25.87637114123838
965280.0,5.209056377410889,25.83393017592574
965400.0,4.963971138000488,25.958807296403226
965520.0,5.701920032501221,25.987593126075964
965640.0,5.903584957122803,25.896406340398983
965760.0,4.358236789703369,25.954955630131174
965880.0,4.670464038848877,25.871623382199434
966000.0,4.5737104415893555,25.902819093789518
966120.0,5.789892673492432,25.92513788454654
966240.0,5.795374870300293,25.939382519032705
966360.0,5.2778167724609375,25.924652159003802
966480.0,4.691272735595703,25.89001078586526
966600.0,5.048784255981445,25.80719343801873
966720.0,4.906893730163574,25.885310379772584
966840.0,5.153887748718262,25.852839341643282
966960.0,4.430253505706787,25.99179947201909
967080.0,4.4525957107543945,25.979453513436635
967200.0,5.323327541351318,25.966473500296903
967320.0,5.684821128845215,26.014047378856066
967440.0,4.223944664001465,25.875407687965236
967560.0,4.887124538421631,26.004133863516582
967680.0,4.39237642288208,25.956628939128024
967800.0,4.789464473724365,25.9867892290778
967920.0,4.799130916595459,25.92260184925028
968040.0,4.463519096374512,26.04234208346204
968160.0,4.747069358825684,26.042827970479564
968280.0,4.290813446044922,25.969527915976197
968400.0,5.3917236328125,25.989230214871288
968520.0,4.942276477813721,25.996146657683294
968640.0,4.166896343231201,25.914076837692257
968760.0,4.122926235198975,25.96046165406055
968880.0,4.993965148925781,25.97553236521343
969000.0,4.96072244644165,25.933869090183784
969120.0,4.619922161102295,25.85120990785946
969240.0,4.672781467437744,25.78034195344257
969360.0,4.649689674377441,25.77669217857684
969480.0,4.631539821624756,25.76395932621876
969600.0,5.306310653686523,25.836751903345696
969720.0,4.647104740142822,25.922272088819803
969840.0,4.979525089263916,25.85223027952029
969960.0,5.507307529449463,25.847040438833055
970080.0,4.647154331207275,25.95606586387494
970200.0,5.185952186584473,25.93092283655909
970320.0,4.566812515258789,25.977517695437776
970440.0,5.862343788146973,25.894489992908213
970560.0,4.7268171310424805,25.85821611252429
970680.0,4.593703269958496,25.88530753381651
970800.0,5.305034637451172,25.84127200526486
970920.0,5.3590240478515625,25.92490033012697
971040.0,4.378794193267822,25.98724323335847
971160.0,5.118605613708496,26.07541308399453
971280.0,4.9655632972717285,25.95803638454219
971400.0,4.724324703216553,25.85242241858453
971520.0,5.47044563293457,25.94548047252452
971640.0,4.201756477355957,25.987664519414388
971760.0,5.5719313621521,25.914498991606525
971880.0,4.667158126831055,25.90005413079413
972000.0,6.579301357269287,26.02436679147359
972120.0,5.146921157836914,25.80129213562072
972240.0,4.636703968048096,25.93825936570888
972360.0,5.155868053436279,25.868073118787635
972480.0,4.25897741317749,25.90719657157106
972600.0,4.667472839355469,25.856345206038554
972720.0,5.00638484954834,25.93748286513799
972840.0,5.0061845779418945,26.021503868362483
972960.0,5.918838024139404,26.092772039388855
973080.0,5.0173420906066895,26.198862936718772
973200.0,4.829625606536865,26.168925125004293
973320.0,5.9635515213012695,26.185299491740395
973440.0,5.31354284286499,26.03647063392466
973560.0,5.686424255371094,26.034526284843803
973680.0,5.579956531524658,25.982632221324568
973800.0,4.243493556976318,25.97234362438008
973920.0,4.741884708404541,25.968104483845615
974040.0,4.336399078369141,25.949483341622923
974160.0,4.338754653930664,26.091379463756137
974280.0,4.011333465576172,26.07418776598315
974400.0,4.853858470916748,26.001677768711343
974520.0,3.6891801357269287,26.01192898148862
974640.0,4.104138374328613,26.008455199510717
974760.0,4.350404262542725,25.928235587311924
974880.0,3.9572653770446777,26.030613792344806
975000.0,4.195883274078369,26.00406731760328
975120.0,3.7270073890686035,26.067342172946237
975240.0,4.236695289611816,26.054126663636456
975360.0,4.655587196350098,26.037325781209795
975480.0,3.980006217956543,26.03668516709503
975600.0,4.676999092102051,25.93469920375198
975720.0,3.9241080284118652,26.034344534624765
975840.0,4.929281234741211,25.984571870808388
975960.0,4.594160079956055,25.98567468157952
976080.0,3.962742805480957,25.992324464294434
976200.0,4.093198299407959,25.961341335639922
976320.0,4.755825519561768,25.977213201774987
976440.0,4.313454627990723,26.057711823648958
976560.0,4.225564002990723,25.963387304745034
976680.0,4.777858734130859,25.935599311375892
976800.0,4.477145671844482,25.919911174733844
976920.0,3.7213633060455322,25.878306438078333
977040.0,3.98931622505188,26.037337471011323
977160.0,4.996599197387695,25.92273816736627
977280.0,4.23948860168457,25.94876702826814
977400.0,4.25839376449585,25.941547187193684
977520.0,4.117678165435791,25.978637100212143
977640.0,4.428153991699219,25.934374262421375
977760.0,3.790703773498535,25.898895476815213
977880.0,4.290791988372803,25.860826283435156
978000.0,4.326243877410889,25.88614651765632
978120.0,4.141422271728516,25.924098656762194
978240.0,4.928288459777832,25.949083058842024
978360.0,4.197181701660156,25.845458699580426
978480.0,4.738097190856934,25.913632073316663
978600.0,4.455312252044678,25.994241507690205
978720.0,4.343433856964111,25.861130727610075
978840.0,4.2723307609558105,25.907688132451685
978960.0,3.8103291988372803,26.0192462654899
979080.0,3.8796722888946533,25.927649212156567
979200.0,4.122689247131348,25.813734845125712
979320.0,4.56821346282959,25.8155993361907
979440.0,4.599648952484131,25.833723712031492
979560.0,3.9502766132354736,25.863193163188246
979680.0,4.107918739318848,25.90159686074613
979800.0,4.556539058685303,25.85714897942996
979920.0,4.954663276672363,25.801024232230432
980040.0,4.706553936004639,25.74505690849993
980160.0,3.976487636566162,25.87225159136349
980280.0,4.382052421569824,25.843528999981327
980400.0,4.125394821166992,25.81889024079404
980520.0,4.674592971801758,25.732189055994642
980640.0,4.673152923583984,25.806245638305672
980760.0,4.6139140129089355,25.87523484491139
980880.0,5.064728260040283,25.798100278464112
981000.0,4.63407564163208,25.901331953416374
981120.0,4.144378185272217,25.77254867947646
981240.0,4.49681282043457,25.83547998001894
981360.0,4.2258782386779785,25.786639630770196
981480.0,4.22553014755249,25.80058201267633
981600.0,4.956625461578369,25.77470775269307
981720.0,4.385767459869385,25.811154449586162
981840.0,4.244492530822754,25.851044742664673
981960.0,4.588024616241455,25.924854849589508
982080.0,4.417261600494385,25.872741016569226
982200.0,4.939911365509033,25.758685946089727
982320.0,4.2464704513549805,25.840102531714255
982440.0,4.727513313293457,25.711536583485124
982560.0,4.924862384796143,25.72112155176335
982680.0,4.303831577301025,25.805485937018613
982800.0,4.12315559387207,25.9282159424428
982920.0,4.80648946762085,25.93024630782068
983040.0,4.275742530822754,25.853068353033112
983160.0,4.8145647048950195,25.81862677093029
983280.0,4.568176746368408,25.8275546860723
983400.0,5.041059970855713,25.868550944970703
983520.0,5.433621883392334,25.878003055522814
983640.0,3.987169027328491,25.881865034572225
983760.0,4.138396739959717,25.78831535896153
983880.0,4.163817882537842,25.78557351194326
984000.0,4.584644794464111,25.836828373616502
984120.0,4.6449761390686035,25.799032629227746
984240.0,4.123648643493652,25.83379045330487
984360.0,3.942070722579956,25.721700505199607
984480.0,4.3342084884643555,25.78805139029397
984600.0,3.9736239910125732,25.7818784824188
984720.0,3.901381731033325,25.816013383035283
984840.0,4.3748650550842285,25.836299191132202
984960.0,3.874929666519165,25.818766763966757
985080.0,4.029633522033691,25.87292887170397
985200.0,4.517971515655518,25.92823178482538
985320.0,4.109307765960693,25.75629939211999
985440.0,3.8776729106903076,25.79407886485209
985560.0,4.397482395172119,25.792490246288853
985680.0,4.709507465362549,25.80142862422587
985800.0,4.6813225746154785,25.833278510590027
985920.0,4.361330032348633,25.890166858937683
986040.0,4.2355523109436035,25.883242318651472
986160.0,4.688413619995117,25.88020924834067
986280.0,4.192232131958008,25.814615183541232
