Distance_FMN_C8M-FAD_C8M,Rad_Gyration_CPR-glob
5.204587936401367,26.107487598601526
5.7842254638671875,26.233634952456914
4.138373374938965,26.144749884748464
4.101524829864502,26.09994126221805
4.64337682723999,26.234802471999714
4.320061206817627,26.171812828993104
5.088480472564697,26.134915185152256
4.608780384063721,26.20337922335154
4.945215702056885,26.301208420458074
4.2257981300354,26.04600652832563
4.683938026428223,26.149582651162387
3.875149965286255,26.122383782414488
3.978487968444824,26.136870109657018
4.4045538902282715,26.136182077654556
4.094669342041016,26.153223427467665
3.6526076793670654,26.11989456411388
4.175294399261475,26.179830256433718
4.4972310066223145,26.18511674711813
4.499360084533691,26.206231641623
4.054299831390381,26.13269876891744
4.187771797180176,26.086849160063835
4.035820007324219,26.17159216867165
4.884721279144287,26.233686094303916
5.896421909332275,26.024002045210864
4.761805057525635,26.11187591723391
6.6489129066467285,26.10081508164475
6.111575126647949,26.11572677516052
5.9648356437683105,26.150973655038364
5.984874725341797,26.095004414682354
5.442783832550049,26.22084682009129
5.582294464111328,26.11515482602395
5.724320411682129,26.288413150830582
5.621933937072754,26.158810620653643
6.8335280418396,26.15916852043444
6.139245510101318,26.143117836992797
5.438711643218994,26.035620518608777
5.973303318023682,26.16179271162324
5.912853717803955,26.172362375821283
5.518192768096924,26.178841115103985
5.014789581298828,26.29585714871721
4.475351333618164,26.335842257386382
6.295173645019531,26.214118646142914
5.884563446044922,26.309956885804297
5.698261260986328,26.31280245267703
4.925853252410889,26.160885422326455
6.838082313537598,26.24636682694544
5.804762363433838,26.303366477526282
5.9372429847717285,26.240230914604947
6.238195896148682,26.158125253264608
4.739124298095703,26.11548156967405
4.18353271484375,26.156065260258572
4.53277063369751,26.10003202165972
4.736791610717773,26.093782513954185
4.285358428955078,26.147468921065258
3.821803569793701,26.17357929620555
4.412404537200928,26.08325359997705
4.0375752449035645,26.067493314846732
4.149341583251953,26.12983638619319
4.74022102355957,26.08070398407967
6.139093399047852,26.165969758608806
5.815019130706787,26.209583499265236
6.18837308883667,26.269274878138834
5.802720069885254,26.25878374845552
4.3669939041137695,26.217422268994326
4.846182346343994,26.31806087076522
3.963264226913452,26.12178580912367
4.0789289474487305,26.23478002458588
4.851406097412109,26.228319163545365
4.116722583770752,26.320259611162037
4.127318382263184,26.15380112727176
4.698544502258301,26.20271397363118
4.123660087585449,26.162242568267878
4.681915760040283,26.215812668091743
4.156276226043701,26.23389464129482
4.365447998046875,26.130950070657807
4.3886895179748535,26.184763054015807
3.8554115295410156,26.243476808940216
3.6430108547210693,26.087288001521273
3.6714751720428467,26.196364490463885
3.8986308574676514,26.199036318214862
4.061798572540283,26.141756004560897
4.605898857116699,26.069200809413722
4.00781774520874,26.1279896583266
4.705352783203125,26.16460970678692
3.7346107959747314,26.131645152276455
4.135934352874756,25.989526361511764
4.005621433258057,26.11898248260751
4.956702709197998,25.985860211907198
3.9177496433258057,26.00317325426702
4.2698798179626465,26.06709054150406
4.803884983062744,25.997633072598855
4.450074195861816,26.09443247790342
4.423501968383789,26.061076574277454
5.3384623527526855,26.210132783045744
5.118016719818115,26.275639644889676
4.029253005981445,26.22304942999418
4.702524662017822,26.177866881519133
4.4278717041015625,26.186842856965786
3.873990297317505,26.168498393692747
4.639246463775635,26.11871498763014
5.498943328857422,26.17323804590225
4.623549461364746,26.25432686036325
4.774037837982178,26.15865968660877
4.658847808837891,26.040017261218306
4.748475074768066,26.209359190727437
4.909572601318359,26.100626709943562
5.131853103637695,26.150854124540018
4.1639404296875,26.177540241561346
3.9247806072235107,26.09181956495348
4.1506781578063965,26.10937376390872
3.7136712074279785,26.090985528602573
4.096743583679199,26.169029239783416
4.7496209144592285,26.267302517304643
3.653538465499878,26.160177423420727
4.019206523895264,26.211137851051273
4.595124244689941,26.170071836192133
4.0971598625183105,26.23522542917157
4.458414554595947,26.13519961852855
3.738285779953003,26.140784230833006
3.9275684356689453,26.046382947948086
4.297214508056641,26.11870425083586
6.243520259857178,26.130655018025966
5.7975335121154785,26.08221509117037
6.615667819976807,26.17952017322575
5.13755989074707,26.10090552338415
4.0001912117004395,26.178543783235643
4.556117534637451,26.125127773251606
4.392738342285156,26.04718581673146
4.113170623779297,26.13507116900008
4.8466715812683105,26.031017730320276
4.519902229309082,26.151511844085174
6.251573085784912,26.088592441828435
6.06845760345459,26.242734885289966
6.272535800933838,26.118531727479336
5.099251747131348,26.26994808528476
5.3089165687561035,26.1657436315073
5.549739837646484,26.20956643212235
5.497659206390381,26.137393102838214
6.751004695892334,26.11687450445058
6.595631122589111,26.2304786657469
5.853668212890625,26.3266187344763
4.975607872009277,26.234850840742936
5.718433380126953,26.277740306384114
5.719056129455566,26.278241285573632
5.266031265258789,26.26994933780138
6.1625800132751465,26.257424570027236
5.968329429626465,26.181576321159945
6.317264556884766,26.256541481221596
6.050947666168213,26.203009292906096
5.854550838470459,26.348420414477754
5.871488571166992,26.188137510716334
6.05942964553833,26.277556729348003
5.55507230758667,26.245945729795686
5.689216613769531,26.218462444682995
5.933998107910156,26.12321516932143
5.3282952308654785,26.077752476291163
5.506461143493652,26.265874812310575
5.077946186065674,26.275466739034478
5.5852203369140625,26.26495058675316
5.393393039703369,26.263313813932474
5.655248641967773,26.261096778242266
5.9322686195373535,26.27366231435343
5.052618980407715,26.11968527455997
5.738528728485107,26.18928246604977
5.449071884155273,26.288787747489696
6.181883335113525,26.224839453805274
4.748528480529785,26.32564328885869
5.458195686340332,26.250600466490603
6.722211837768555,26.246279830900868
6.052502632141113,26.26397671365966
5.457948207855225,26.18486250503451
7.105393409729004,26.295401241470234
5.334468364715576,26.245871215826146
6.115988731384277,26.26949640915233
