Distance_FMN-FAD,RadG
5.465087240935489,26.03563594451909
6.376057814963243,26.014960550392857
5.029317866221651,26.031001890207634
5.56729706870136,26.028134353688568
4.828884922688665,26.04998127250252
3.8578870929410667,25.982600376529675
4.846326082388422,26.0481478297732
4.562755254391429,26.008801886893146
4.241167764884823,25.997268984835966
4.344517508085431,26.072191843273455
4.559932618855142,26.108329145408895
4.455815554157288,26.130261208532207
5.41866773469922,26.12221671009373
4.29507813562642,25.965016670282278
5.7381706894917714,26.155682317554614
4.35655631851462,26.077792109545406
5.2955762067174215,26.108474857617725
4.310761670815632,26.03380408148523
4.580053203249498,25.99953021274532
4.377335058379472,26.00628621986172
4.859665986641905,25.98242311962226
6.096594540109657,25.98070110447705
5.531821311234221,26.00569633904703
4.244619714170979,25.966070490197207
5.346439883069408,26.03127515296583
4.012221345505803,25.976974002134302
4.599160942215316,26.030490367001057
5.353250974440508,25.947131723909752
4.264025744559425,26.023681358207106
4.6588066144815485,26.03641497680168
4.151641723220181,26.018769433891144
4.064923940258495,25.949570768970396
4.676589956859633,26.031883133634807
5.116812978160521,26.122480419698835
4.617254369167249,26.011088846851617
4.535848359919102,25.976413528849978
5.4370831576899565,25.881064670002285
4.48679537569562,25.90724800369759
4.644442813125986,25.98877355587416
5.5717785035021885,26.09699415081833
5.51442943958879,26.018154809840087
4.642829064486577,25.917556366510905
5.2417908911302105,25.887000501693123
4.655586859088202,26.031925918120596
4.743079645826938,26.015038175912846
5.982764400887867,26.053033520453567
3.8435447914075045,25.962180192380483
4.5274347311291905,25.97635421470806
4.137264489876291,26.01648745460708
3.5895276686085706,26.04519879519127
4.356897397087619,25.949450992781205
3.9442936341235066,26.00491681963063
4.174787248742688,25.887735913582464
3.901809723309938,25.96824230962712
4.252689869855443,25.98025075924332
5.450209762228435,25.891982389799878
5.174890248389902,25.90299591294428
5.539852408881812,25.883087398515897
4.5148432266017755,25.897503018603096
4.118977256649484,25.87917898859402
5.069965905409266,25.89747266126852
4.569957484527583,26.013118397389608
4.359340388671538,25.949287470120737
3.9281300761926508,26.118664107359773
3.8093574093571796,26.026244106823903
5.246613745556897,26.012997811883405
5.0222575508547465,25.952562082107377
5.025807244410901,25.940750158123706
4.685748102942914,25.980839248107625
4.31761277297683,25.998656079790088
5.937974045257077,25.973473387168575
4.46132082777316,25.893419852370442
4.2093428539947215,25.83364636311927
4.775982329793793,26.030264546953614
4.387882742307186,25.938874921241915
4.52089366109382,25.900636697286203
4.647386804703052,25.87188513144597
4.56838151609695,25.99888539184338
4.55895144893877,25.890381495421526
4.235789826438617,25.966059713978733
4.243491599110792,25.906955124949903
4.966721540464159,25.837647801943174
4.745621171392596,25.951446373806537
4.301380524413551,26.037162213727708
4.906181731167474,25.913801322590082
4.20520013264362,26.077397647808144
4.333947938694025,26.05558048010451
3.977767191411407,26.01179526836326
4.183392444509353,26.012667224888546
4.843045056634116,25.98030899402023
3.550611628346197,25.96167915363877
4.041658239597217,25.915842630664255
4.104256619548136,26.02674896275891
5.209240433897682,26.054810957407536
5.08772565593591,25.902718067169957
4.78641139350619,26.072475067476276
4.110517117667686,26.047269273617232
5.5066046163792635,26.022284606507647
4.398692057146291,26.01842250146532
4.230312286444774,25.98560254445577
4.521398255112462,25.990069930687444
4.15985195536517,25.976831463987164
5.0020476607203666,25.983302056036084
4.320200757112055,26.031724978348084
5.209303125925157,25.926172678326125
4.12869925071668,25.972332906365484
4.6362200106924965,25.987544575973498
4.596953522423738,25.87790553551499
4.636549190728031,26.009903836534313
4.305109775576444,25.947370305291667
4.714026062098073,25.822024731779834
4.755206318885181,25.91499605641956
4.287994526984756,25.90171225444053
5.033723563631605,25.995088176133024
4.863568098358642,25.934061192530447
5.138168555910634,25.913548738733134
4.6217051615276565,25.929911678691024
4.351382525970386,26.052679949329352
4.425066607232386,26.012212167921334
3.9688658039464766,25.918778787499438
4.280625087590226,25.947731639223754
4.49953160810735,25.856716645788346
3.816747846884572,25.899865981887316
4.146169513418879,25.91839262329406
3.8497421388367092,25.861248728189924
4.989106029506995,25.95628047356484
3.829488988030972,25.944624248778204
4.1266253774491535,25.95412796703829
4.697425674015643,26.010246527671065
4.558931925783408,25.99099713824935
4.465224539474267,25.94328155151514
4.088232819404154,25.964308545727697
3.7676649063722736,25.935588735453507
4.68558352879381,25.93741189276166
4.254600962232707,25.887800708246818
4.405223481106875,25.910051157912704
4.0924890403211105,25.998035594827652
4.027159834565285,26.03641079768114
4.115777519483098,25.95098309952678
4.919308217087658,25.962543709846024
4.025791279660461,25.941872653632434
4.226033289431631,26.085287399499034
3.8429336651151873,25.97604102997962
3.9093370353393464,25.93200069599464
4.133862958876894,25.802083100638853
4.752963491272084,25.93051791527122
4.106242293538665,25.940052452760067
4.854302133506501,25.94575673610162
4.265654615651446,26.002251153946652
3.978632479128185,25.9978065675525
4.057489770008149,25.943444172117754
4.176722153583355,25.96025636903608
3.7683044739774054,25.882846740794324
3.898741065805593,25.88567209766177
4.4650004993895,25.99831383795406
4.686348181536262,26.117686986678635
4.468110835984398,25.894932363541084
5.479045711135567,26.0316510198768
4.222793939028786,25.96698101296314
4.14239917414829,26.0118166675738
4.128035549244294,26.0469855452959
4.7208075550127555,25.905213846398006
4.44378766663879,26.02174967941185
4.469821248356601,25.949210236451634
4.020295304237036,26.050908985160483
4.461346969687178,25.923214013998802
4.476752976716109,26.09638130650209
4.455833167839651,25.991425253207247
4.499659172487088,25.954740901979356
4.449744218265422,25.955893246136874
5.457064314730882,25.954546481323483
4.700729389802588,26.00895427543877
3.9762991234646563,26.00087990507131
3.989788980088599,26.044870201563867
4.496463045230875,25.966051489094156
4.343019297123838,25.999512932854245
5.287904581628919,26.061966794372417
4.108036894249767,25.932044451659074
3.7242537973760648,26.079884469502826
4.691425526545443,26.055628983913753
4.171394175293233,26.007134411500058
3.679405577396562,26.08228045016895
4.050377569650842,26.079869633466853
4.32205345472335,26.039988090666622
5.005897853042761,26.05762493294419
4.665111268197929,26.04235359374447
4.689162309346735,26.086376406364923
4.299141749582015,25.939854317764834
4.613596813905075,26.14613859306896
4.260831354206683,26.09221627806177
5.060814226431233,26.09156715059381
4.159613333701295,26.040477731138797
5.249498919970311,26.073730116539778
4.270336329505534,25.997626659318858
4.329837171048274,26.056923485273337
5.799569289300959,26.012377028957225
4.717384050666353,26.06334804144517
4.501411905876066,25.96384441234416
4.68353841504875,26.07956918859751
4.3846449024444345,25.984678316428646
4.330872739804956,26.03412679870367
4.110535707280194,25.955394208474203
4.325313201555078,26.04467218369705
3.9831444887994354,25.993597483324915
4.094116810852618,25.991052601327443
3.789542236150693,26.05412676332995
4.402902808870802,25.981550595286944
4.0201233876142295,26.06534937985489
3.6633512064842786,25.927537363418427
4.298822780327351,25.949359740702924
4.172466009593221,25.92458074695425
3.846346851472011,25.941331274070976
4.191389217611693,26.0903446249662
4.006244175504122,26.02654707695025
5.025431320238958,25.871898477128845
4.686990540114027,26.06330059319897
4.457736337738251,25.981494617604447
3.4074582354556227,26.062094694368227
3.6952402577133356,25.884261567667416
4.081788107958228,26.11234483193956
4.837098099359112,26.031117427500963
4.275127326311908,26.02902334096027
5.067763134802069,26.00094155653948
3.815748293365388,25.99022174564669
5.081758198412028,25.99069443367311
4.967158388056651,25.996906903766664
3.9130010674627758,26.092472797305582
3.701804535835216,25.98400804532043
