#Simulation Analysis Results CSV File 2020-11-26T09:09:25.705137
#Generated on structure: "frame1"
TimeStep,Torsion_psi,Torsion_phi
200004.0,130.366,-62.198
200104.002,141.348,-58.993
200204.00400000002,156.296,-58.112
200304.006,152.225,-61.696
200404.008,133.687,-60.664
200504.01,127.803,-37.722
200604.01200000002,150.554,-60.174
200704.014,145.743,-54.91
200804.016,134.941,-52.284
200904.018,134.978,-58.678
201004.02000000002,135.945,-66.705
201104.022,147.564,-60.759
201204.024,139.896,-61.335
201304.026,130.586,-37.555
201404.028,139.482,-58.582
201504.03,146.565,-64.562
201604.032,146.196,-80.464
201704.034,139.887,-65.123
201804.036,133.699,-56.532
201904.038,124.723,-60.545
202004.04,136.004,-44.88
202104.04200000002,137.017,-55.699
202204.044,128.253,-44.009
202304.046,136.792,-55.487
202404.048,128.412,-35.603
202504.05000000002,130.157,-31.256
202604.052,152.416,-56.576
202704.054,139.123,-60.881
202804.056,140.426,-40.539
202904.058,132.874,-57.262
203004.06,154.714,-67.336
203104.062,122.202,-45.813
203204.064,121.256,-59.622
203304.066,124.174,-38.467
203404.068,118.886,-43.491
203504.07,145.316,-71.284
203604.07200000001,143.071,-53.479
203704.074,160.096,-62.081
203804.076,135.2,-71.928
203904.078,129.599,-35.856
204004.08000000002,156.686,-63.537
204104.082,140.692,-65.998
204204.084,140.901,-63.885
204304.086,130.76,-60.429
204404.08800000002,137.043,-62.411
204504.09,140.532,-40.861
204604.092,130.855,-36.531
204704.094,112.597,-56.952
204804.096,124.449,-42.435
204904.098,135.908,-51.938
205004.1,144.039,-55.86
205104.102,135.271,-51.857
205204.104,130.263,-23.683
205304.106,136.962,-55.803
205404.108,151.062,-66.215
205504.11000000002,155.017,-52.941
205604.112,149.245,-58.964
205704.114,141.812,-57.253
205804.116,119.168,-59.609
205904.11800000002,115.022,-42.83
206004.12,132.869,-44.935
206104.122,133.882,-76.848
206204.124,142.62,-74.534
206304.12600000002,149.238,-60.903
206404.128,120.09,-33.339
206504.13,136.326,-60.005
206604.132,137.597,-63.244
206704.134,127.503,-54.032
206804.136,148.965,-60.765
206904.138,119.683,-32.145
207004.14,142.019,-52.656
207104.142,146.217,-47.969
207204.144,130.28,-37.881
207304.146,146.553,-56.757
207404.14800000002,139.982,-59.233
207504.15,150.759,-55.45
207604.152,148.061,-55.823
207704.154,124.303,-41.811
207804.15600000002,133.567,-39.387
207904.158,135.867,-41.41
208004.16,123.518,-38.089
208104.162,114.998,-30.579
208204.16400000002,130.872,-32.991
208304.166,139.835,-61.136
208404.168,134.498,-40.66
208504.17,132.97,-57.543
208604.172,154.871,-65.641
208704.174,131.257,-47.838
208804.176,144.708,-57.791
208904.178,154.953,-57.149
209004.18,133.059,-41.557
209104.182,121.594,-48.316
209204.184,134.142,-63.758
209304.18600000002,121.81,-38.815
