#Simulation Analysis Results CSV File 2019-06-08T19:29:14.311884,,
"#Generated on structure: ""frame000000""",,
TimeStep,Distance_FMN_C8M-FAD_C8M,Distance_FMN - Heme
0,40.3057708740234,12.8130979537964
150,41.6006355285645,13.6103773117065
300,40.4240570068359,14.1514806747437
450,42.547908782959,15.0123767852783
600,44.333366394043,15.4981870651245
750,43.3743171691895,16.307933807373
900,43.8689842224121,16.058464050293
1050,43.6442527770996,16.2426815032959
1200,43.4963417053223,16.2406101226807
1350,43.4886436462402,15.7900667190552
1500,42.7922592163086,17.1475086212158
1650,45.3777923583984,16.9007759094238
1800,43.5470924377441,15.5691318511963
1950,43.3096923828125,16.0633926391602
2100,44.7016067504883,16.3297367095947
2250,43.9938430786133,16.0817832946777
2400,44.670597076416,16.4830055236816
2550,45.2340049743652,15.2268886566162
2700,43.3287773132324,16.8365802764893
2850,45.1638832092285,16.0742130279541
3000,43.9363136291504,15.3916311264038
3150,43.6020126342774,16.77712059021
3300,43.5000648498535,15.851674079895
3450,45.0324630737305,15.5553398132324
3600,45.7383346557617,16.1706981658936
3750,44.7129669189453,16.3914489746094
3900,45.236011505127,16.1572799682617
4050,42.6825103759766,16.5485744476318
4200,42.0133857727051,16.1840229034424
4350,42.1146125793457,15.4064855575562
4500,41.221851348877,15.7426710128784
4650,41.5317802429199,16.7080554962158
4800,40.8371086120606,15.657190322876
4950,41.5741195678711,16.7807769775391
5100,41.8095054626465,15.8215408325195
5250,42.20654296875,16.0681247711182
5400,42.3651580810547,15.4939136505127
5550,41.2685890197754,15.0191221237183
5700,42.6799468994141,14.3907737731934
5850,40.7532234191895,14.7442941665649
6000,40.5166816711426,14.8376512527466
6150,41.9229698181152,14.121826171875
6300,42.7379951477051,15.4955196380615
6450,42.7792854309082,15.4601268768311
6600,43.1152801513672,15.469388961792
6750,44.5367546081543,15.4542655944824
6900,44.0858726501465,14.7341251373291
7050,42.9721488952637,15.1381950378418
7200,43.8024597167969,15.1282453536987
7350,43.309627532959,15.2969703674316
7500,42.4764099121094,15.4699659347534
7650,42.5325202941895,14.1908292770386
7800,41.8611564636231,15.1646862030029
7950,41.5730018615723,15.8089370727539
8100,42.0961265563965,15.9296197891235
8250,41.6477317810059,15.0262031555176
8400,42.3293762207031,14.4192352294922
8550,44.3287773132324,14.9195985794067
8700,43.2568168640137,14.9185276031494
8850,41.7211799621582,15.2678451538086
9000,43.295280456543,15.9059505462646
9150,43.5092849731445,14.9359130859375
9300,42.4258079528809,14.674054145813
9450,43.3902969360352,14.8212928771973
9600,45.8286437988281,14.9384031295776
9750,44.6998901367188,14.3836345672607
9900,45.8257713317871,16.2312831878662
10050,44.9468002319336,15.5048170089722
10200,44.0444831848145,15.0175666809082
10350,43.3903617858887,14.4367733001709
10500,43.0761871337891,14.7409543991089
10650,41.930419921875,15.5614976882935
10800,42.1569938659668,15.0511312484741
10950,42.0286827087402,14.8260536193848
11100,42.8397903442383,14.4111042022705
11250,44.4784545898438,14.3484888076782
11400,42.9467010498047,14.4649248123169
11550,40.9860305786133,15.588942527771
11700,42.3614730834961,15.1775617599487
11850,42.4445724487305,14.3690357208252
12000,40.2416801452637,15.3209209442139
12150,42.0488014221191,15.8234214782715
12300,42.5448799133301,14.2542505264282
12450,42.3866424560547,14.1215372085571
12600,40.7171440124512,15.0400619506836
12750,41.7235832214355,14.755316734314
12900,41.7259712219238,15.0599489212036
13050,41.7433738708496,15.9712734222412
13200,39.9198112487793,15.9163122177124
13350,41.908145904541,15.209584236145
13500,40.345630645752,15.5610342025757
13650,40.3995552062988,15.7689085006714
13800,40.4528427124023,15.0155715942383
13950,41.6268920898438,15.1289968490601
14100,42.0509948730469,15.7854242324829
14250,40.9391860961914,15.0633602142334
14400,39.9277114868164,15.6989049911499
14550,41.6258163452148,14.4805965423584
14700,40.3154144287109,16.3690986633301
14850,40.6436614990234,15.5510101318359
15000,42.353385925293,14.5538024902344
15150,42.2761192321777,15.1742372512817
15300,40.1464309692383,14.1784782409668
15450,41.0431785583496,15.6803779602051
15600,42.3748817443848,15.6897792816162
15750,39.3886222839355,15.3818712234497
15900,40.9015769958496,16.2745532989502
16050,40.4834442138672,16.1743965148926
16200,40.2397918701172,15.4325113296509
16350,39.5641975402832,16.3993377685547
16500,41.3058013916016,16.7663192749023
16650,38.9281692504883,16.1537284851074
16800,40.2152557373047,15.7534294128418
16950,39.7953834533691,16.0359497070313
17100,40.2419853210449,15.8198833465576
17250,38.3423843383789,16.3495178222656
17400,40.4242095947266,15.4613008499146
17550,39.1992530822754,15.8416748046875
17700,40.0394859313965,15.568808555603
17850,42.2588500976562,15.2926359176636
18000,40.9273872375488,15.2506895065308
18150,39.3070335388184,15.6892795562744
18300,39.2972831726074,15.9545488357544
18450,39.8754348754883,15.279748916626
18600,41.0007743835449,14.8859186172485
18750,42.3667106628418,15.6499929428101
18900,43.2725143432617,15.4649658203125
19050,42.6660270690918,15.3186492919922
19200,40.8316497802734,16.6573753356934
19350,42.73046875,15.5913858413696
19500,41.986026763916,16.213472366333
19650,40.0786399841309,16.2618675231934
19800,40.3813514709473,16.00168800354
19950,40.6457977294922,16.5277271270752
20100,41.2943496704102,16.4174518585205
20250,41.3812217712402,15.0839328765869
20400,40.6818695068359,15.3932285308838
20550,39.8168106079102,16.3078708648682
20700,40.1416206359863,16.0288600921631
20850,37.980037689209,15.6522083282471
21000,38.3517684936523,14.7972736358643
21150,38.5231323242187,16.7051544189453
21300,38.632194519043,16.0286712646484
21450,40.4866905212402,16.5622081756592
21600,39.1750755310059,16.2080669403076
21750,40.4579086303711,17.6396503448486
21900,40.187671661377,17.5067558288574
22050,39.7909507751465,18.1035423278809
22200,40.8591194152832,17.1099472045898
22350,39.3248519897461,18.4218692779541
22500,37.9451866149902,17.0108318328857
22650,39.4031181335449,17.068510055542
22800,39.8024864196777,16.7772998809814
22950,39.4552917480469,17.9937305450439
23100,37.9859733581543,17.0011558532715
23250,39.2487945556641,15.8563976287842
23400,37.2892227172852,17.1963672637939
23550,39.4275703430176,18.020471572876
23700,40.4881896972656,17.1437816619873
23850,38.5917434692383,17.7645530700684
24000,38.1283988952637,16.3383026123047
24150,38.6208343505859,16.0929489135742
24300,38.142894744873,16.0413455963135
